"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.011,0.006,0.202,0.003
"P28","Javier Milei por los liberales libertarios",0.01,0.048,0.072,0.002
"P28","Al candidato del Frente de Izquierda",0.001,0.036,0.042,0.101
"P28","No sabe",0.116,0.098,0.242,0.21
"P29","Sergio Massa por el Frente de Todos",0.677,0.916,0.475,0.696
"P29","Horacio Rodríguez Larreta por Juntos por el Cambio",0.065,0.016,0.211,0
"P29","Javier Milei por los liberales libertarios",0.021,0.035,0.089,0
"P29","Al candidato del Frente de Izquierda",0.065,0,0.046,0.09
"P29","No sabe",0.172,0.033,0.179,0.214
"P30","Sergio Massa por el Frente de Todos",0.677,0.802,0.409,0.637
"P30","Patricia Bullrich por Juntos por el Cambio",0.047,0.146,0.278,0.045
"P30","Javier Milei por los liberales libertarios",0.01,0.034,0.067,0.017
"P30","Al candidato del Frente de Izquierda",0.001,0,0.054,0.089
"P30","No sabe",0.265,0.018,0.192,0.212
"P32","Alberto Fernández por el Frente de Todos",0.79,0.769,0.395,0.664
"P32","Patricia Bullrich por Juntos por el Cambio",0.122,0.069,0.372,0.022
"P32","Javier Milei por los liberales libertarios",0.029,0.048,0.024,0
"P32","Al candidato del Frente de Izquierda",0.001,0.076,0.028,0.105
"P32","No sabe",0.058,0.038,0.181,0.209
"P34","Sergio Massa por el Frente de Todos",0.684,0.99,0.59,0.838
"P34","Mauricio Macri por Juntos por el Cambio",0.081,0.004,0.242,0.003
"P34","No sabe",0.235,0.006,0.168,0.159
"P35","Sergio Massa",0.734,0.982,0.635,0.847
"P35","Horacio Rodríguez Larreta por Juntos por el Cambio",0.079,0.014,0.239,0.001
"P35","No sabe",0.187,0.004,0.126,0.152
"P36","Alberto Fernández por el Frente de Todos",0.947,0.926,0.489,0.881
"P36","Mauricio Macri por Juntos por el Cambio",0.014,0.015,0.291,0.002
"P36","No sabe",0.039,0.059,0.22,0.117
"P37","Alberto Fernández",0.947,0.898,0.51,0.885
"P37","Horacio Rodríguez Larreta por Juntos por el Cambio",0.014,0.041,0.277,0.003
"P37","No sabe",0.039,0.061,0.213,0.112
"P38","Sergio Massa por el Frente de Todos",0.724,0.966,0.593,0.855
"P38","Patricia Bullrich por Juntos por el Cambio",0.082,0.032,0.257,0.008
"P38","No sabe",0.194,0.002,0.15,0.137
"P39","Alberto Fernández por el Frente de Todos",0.977,0.892,0.62,0.883
"P39","Patricia Bullrich por Juntos por el Cambio",0.018,0.011,0.261,0.007
"P39","No sabe",0.005,0.097,0.119,0.11
"P40","Mauricio Macri por Juntos por el Cambio",0.148,0.108,0.15,0.095
"P40","Javier Milei por los liberales libertarios",0.018,0.077,0.245,0.03
"P40","No sabe",0.834,0.815,0.605,0.875
"P41","Horacio Rodríguez Larreta por Juntos por el Cambio",0.14,0.093,0.278,0.03
"P41","Javier Milei por los liberales libertarios",0.059,0.068,0.097,0.03
"P41","No sabe",0.801,0.839,0.625,0.94
"P42","Patricia Bullrich por Juntos por el Cambio",0.104,0.024,0.273,0.01
"P42","Javier Milei por los liberales libertarios",0.019,0.091,0.091,0.045
"P42","No sabe",0.877,0.885,0.636,0.945
"P43","Muy buena",0.209,0.103,0.037,0.129
"P43","Buena",0.419,0.348,0.199,0.405
"P43","Ni buena ni mala",0.26,0.42,0.464,0.375
"P43","Mala",0.035,0.121,0.06,0.084
"P43","Muy mala",0.077,0.008,0.235,0.007
"P43","No sabe",0,0,0.005,0
"P44","Muy buena",0.377,0.122,0,0.083
"P44","Buena",0.257,0.389,0.223,0.388
"P44","Ni buena ni mala",0.229,0.324,0.408,0.353
"P44","Mala",0.121,0.14,0.06,0.165
"P44","Muy mala",0.016,0.008,0.309,0.011
"P44","No sabe",0,0.017,0,0
"P45","Muy buena",0.54,0.575,0.28,0.854
"P45","Buena",0.291,0.168,0.176,0.11
"P45","Ni buena ni mala",0.077,0.122,0.148,0.023
"P45","Mala",0,0.062,0.086,0.013
"P45","Muy mala",0.092,0.073,0.31,0
"P45","No sabe",0,0,0,0
"P46","Muy buena",0.098,0.084,0.105,0.056
"P46","Buena",0.015,0.016,0.062,0.014
"P46","Ni buena ni mala",0.088,0.064,0.061,0.006
"P46","Mala",0.214,0.172,0.11,0.101
"P46","Muy mala",0.585,0.66,0.662,0.822
"P46","No sabe",0,0.004,0,0.001
"P47","Muy buena",0.03,0,0.095,0.003
"P47","Buena",0.001,0.033,0.204,0.003
"P47","Ni buena ni mala",0.245,0.124,0.15,0.03
"P47","Mala",0.337,0.291,0.165,0.17
"P47","Muy mala",0.362,0.552,0.386,0.794
"P47","No sabe",0.025,0,0,0
"P48","Muy buena",0.155,0.349,0.032,0.091
"P48","Buena",0.25,0.371,0.352,0.356
"P48","Ni buena ni mala",0.348,0.12,0.292,0.352
"P48","Mala",0.001,0.066,0.117,0.101
"P48","Muy mala",0.165,0.094,0.202,0.1
"P48","No sabe",0.081,0,0.005,0
"P49","Muy buena",0.017,0.026,0.193,0
"P49","Buena",0.142,0.087,0.055,0.023
"P49","Ni buena ni mala",0.15,0.057,0.099,0.04
"P49","Mala",0.163,0.078,0.049,0.072
"P49","Muy mala",0.528,0.719,0.604,0.865
"P49","No sabe",0,0.033,0,0
"P50","Muy buena",0.016,0.008,0,0
"P50","Buena",0.007,0.043,0.12,0.002
"P50","Ni buena ni mala",0.12,0.06,0.183,0.015
"P50","Mala",0.256,0.116,0.293,0.088
"P50","Muy mala",0.494,0.769,0.404,0.895
"P50","No sabe",0.107,0.004,0,0
"P51","Muy buena",0.001,0.011,0.082,0.007
"P51","Buena",0.008,0.005,0.15,0.018
"P51","Ni buena ni mala",0.06,0.087,0.071,0.005
"P51","Mala",0.161,0.123,0.113,0.078
"P51","Muy mala",0.681,0.77,0.584,0.892
"P51","No sabe",0.089,0.004,0,0
"P52","Muy buena",0.001,0.068,0.054,0.017
"P52","Buena",0.027,0.143,0.203,0.034
"P52","Ni buena ni mala",0.444,0.458,0.33,0.361
"P52","Mala",0.221,0.039,0.152,0.177
"P52","Muy mala",0.288,0.266,0.176,0.388
"P52","No sabe",0.019,0.026,0.085,0.023
"P53","Siempre",0.48,0.273,0.295,0.379
"P53","Casi siempre",0.156,0.583,0.428,0.418
"P53","Casi nunca",0.224,0.133,0.256,0.167
"P53","Nunca, pero esta es una excepción",0.14,0.011,0.021,0.036
"P54","Si",0.651,0.504,0.647,0.567
"P54","No",0.349,0.496,0.353,0.433
