"var","categoria","Peor","Igual","Mejor","No sabe"
"P23","No tengo trabajo",0.108,0.114,0,0.07
"P24","Muy de acuerdo",0.134,0.103,0.035,0.258
"P24","De acuerdo",0.17,0.409,0.041,0.22
"P24","Ni de acuerdo ni en desacuerdo",0.388,0.307,0.348,0.298
"P24","En desacuerdo",0.117,0.123,0.576,0.09
"P24","Muy en desacuerdo",0.182,0.036,0,0
"P24","No sabe",0.009,0.022,0,0.134
"P25","Muy de acuerdo",0.116,0.093,0.251,0.115
"P25","De acuerdo",0.083,0.378,0.388,0.246
"P25","Ni de acuerdo ni en desacuerdo",0.179,0.266,0.207,0.325
"P25","En desacuerdo",0.388,0.178,0.119,0.244
"P25","Muy en desacuerdo",0.229,0.085,0.035,0
"P25","No sabe",0.005,0,0,0.07
"P26","Si",0.628,0.681,0.763,0.577
"P26","No",0.372,0.319,0.237,0.423
"P27","Muy de acuerdo",0.165,0.191,0.388,0.114
"P27","De acuerdo",0.074,0.33,0.204,0.329
"P27","Ni de acuerdo ni en desacuerdo",0.224,0.293,0.154,0.351
"P27","En desacuerdo",0.329,0.102,0.219,0.104
"P27","Muy en desacuerdo",0.206,0.081,0.035,0.102
"P27","No sabe",0.002,0.003,0,0
"P28","Si",0.729,0.658,1,0.634
"P28","No",0.271,0.342,0,0.366
"P29","Muy de acuerdo",0.142,0.16,0.571,0.203
"P29","De acuerdo",0.201,0.439,0.3,0.154
"P29","Ni de acuerdo ni en desacuerdo",0.176,0.214,0.094,0.278
"P29","En desacuerdo",0.284,0.11,0,0.177
"P29","Muy en desacuerdo",0.163,0.07,0.035,0.057
"P29","No sabe",0.034,0.007,0,0.131
"P30","No estaba enterado",0.15,0.181,0.509,0.574
"P30","De acuerdo",0.396,0.55,0.415,0.254
"P30","En desacuerdo",0.392,0.207,0.076,0.147
"P30","No sabe",0.062,0.062,0,0.025
"P31","No tengo cable ni internet",0.143,0.129,0.253,0.065
"P31","Si tuve",0.529,0.642,0.502,0.492
"P31","No tuve",0.328,0.229,0.245,0.443
"P32","Reclamando directamente a la empresa",0.211,0.11,0.859,0.235
"P32","Reclamando en el Enacom porque la empresa nunca lo resolvió",0.366,0.384,0.141,0.707
"P32","Nunca se pudo resolver",0.423,0.506,0,0.058
"P33","1-Excelente",0.04,0.202,0.119,0.155
"P33","2",0.109,0.177,0.269,0.09
"P33","3",0.034,0.125,0,0.041
"P33","4",0.031,0.011,0,0.032
"P33","5",0.166,0.179,0,0.246
"P33","6",0.048,0.041,0.041,0.039
"P33","7",0.043,0.019,0,0.127
"P33","8",0.135,0.115,0.063,0.099
"P33","9-Pésimo",0.343,0.093,0.508,0.101
"P33","No sabe",0.051,0.038,0,0.07
"P34","1-Excelente",0.095,0.172,0,0.116
"P34","2",0.073,0.187,0.269,0.09
"P34","3",0.062,0.072,0,0.201
"P34","4",0.036,0.113,0.063,0.108
"P34","5",0.095,0.173,0.242,0.128
"P34","6",0.062,0.012,0.041,0.039
"P34","7",0.025,0.016,0,0
"P34","8",0.093,0.074,0,0.09
"P34","9-Pésimo",0.446,0.127,0.385,0.228
"P34","No sabe",0.013,0.054,0,0
"P35","1-Excelente",0.061,0.158,0,0.088
"P35","2",0.066,0.239,0.269,0.118
"P35","3",0.086,0.137,0,0.201
"P35","4",0.058,0.042,0.182,0.14
"P35","5",0.144,0.109,0.035,0.048
"P35","6",0.074,0.039,0.041,0.039
"P35","7",0.048,0.088,0,0
"P35","8",0.103,0.019,0.201,0.113
"P35","9-Pésimo",0.324,0.105,0.272,0.253
"P35","No sabe",0.036,0.064,0,0
"P36","1-Excelente",0.045,0.28,0,0
"P36","2",0.112,0.134,0.269,0.338
"P36","3",0.044,0.031,0.119,0.07
"P36","4",0.044,0.066,0.063,0.108
"P36","5",0.172,0.24,0.123,0.206
"P36","6",0.063,0.047,0.041,0
"P36","7",0.02,0.038,0.113,0.025
"P36","8",0.126,0.026,0,0.025
"P36","9-Pésimo",0.343,0.066,0.272,0.228
"P36","No sabe",0.031,0.072,0,0
"P37","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.488,0.252,0.294,0.266
"P37","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.175,0.355,0,0.292
"P37","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.172,0.146,0.491,0.179
"P37","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.152,0.243,0.215,0.228
"P37","No sabe",0.013,0.004,0,0.035
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.415,0.135,0.035,0.235
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.159,0.313,0.041,0.032
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.312,0.288,0.497,0.239
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0.103,0.256,0.427,0.293
"P38","No sabe",0.011,0.008,0,0.201
"P39","Oponerse totalmente",0.456,0.189,0.295,0.203
"P39","Oponerse parcialmente",0.1,0.241,0.119,0.265
"P39","Apoyar parcialmente",0.25,0.271,0.29,0.19
"P39","Apoyar totalmente",0.178,0.282,0.296,0.342
"P39","No sabe",0.016,0.017,0,0
"P40","Inseguridad y narcotráfico",0.447,0.099,0.175,0.073
"P40","Altos impuestos y tarifas",0.057,0.525,0.117,0.315
"P40","Educación y estado de las escuelas",0.158,0.283,0.677,0.061
"P40","Inflación",0.087,0.074,0,0.346
"P40","Estado de la salud",0.185,0.004,0.031,0.034
"P40","Corrupción",0.025,0.015,0,0.171
"P40","Pobreza",0.002,0,0,0
"P40","Medio ambiente, incendios y contaminación",0.008,0,0,0
"P40","Falta de trabajo",0.009,0,0,0
"P40","No sabe",0.022,0,0,0
"P44","Muy buena",0.016,0.049,0.219,0
"P44","Buena",0.061,0.218,0,0
"P44","Ni buena ni mala",0.256,0.43,0.479,0.278
"P44","Mala",0.324,0.268,0.27,0.616
"P44","Muy mala",0.331,0.031,0.032,0.036
"P44","No sabe",0.012,0.004,0,0.07
"P46","Peor",0.719,0.193,0.204,0.416
"P46","Igual",0.154,0.557,0.183,0.162
"P46","Mejor",0.102,0.214,0.488,0.172
"P46","No sabe",0.025,0.036,0.125,0.25
"P47","Javier Milei",0.421,0.498,0.61,0.431
"P47","Los gobernadores",0.48,0.412,0.066,0.3
"P47","No sabe",0.099,0.09,0.324,0.269
"P48","Muy buena",0.063,0.085,0.17,0.098
"P48","Buena",0.098,0.266,0.104,0.117
"P48","Ni buena ni mala",0.227,0.337,0.404,0.446
"P48","Mala",0.332,0.293,0.175,0.314
"P48","Muy mala",0.28,0.019,0.147,0.025
"P48","No sabe",0,0,0,0
"P49","Muy buena",0.038,0.11,0.031,0.025
"P49","Buena",0.036,0.238,0.035,0.115
"P49","Ni buena ni mala",0.181,0.219,0.272,0.194
"P49","Mala",0.345,0.344,0.547,0.423
"P49","Muy mala",0.399,0.081,0.115,0.243
"P49","No sabe",0.001,0.008,0,0
"P50","Muy buena",0.091,0.061,0.17,0.039
"P50","Buena",0.092,0.361,0.035,0.106
"P50","Ni buena ni mala",0.28,0.153,0.303,0.255
"P50","Mala",0.2,0.313,0.225,0.304
"P50","Muy mala",0.325,0.076,0.267,0.296
"P50","No sabe",0.012,0.036,0,0
"P51","Muy buena",0.062,0.211,0,0.045
"P51","Buena",0.111,0.227,0.2,0.292
"P51","Ni buena ni mala",0.3,0.332,0.429,0.348
"P51","Mala",0.201,0.127,0.271,0.148
"P51","Muy mala",0.243,0.09,0,0.053
"P51","No sabe",0.083,0.013,0.1,0.114
"P54","Muy buena",0.198,0.111,0.201,0.065
"P54","Buena",0.119,0.196,0,0.127
"P54","Ni buena ni mala",0.127,0.061,0.307,0.042
"P54","Mala",0.138,0.31,0.125,0.181
"P54","Muy mala",0.411,0.322,0.367,0.585
"P54","No sabe",0.007,0,0,0
"P55","Muy buena",0.036,0.138,0.202,0.175
"P55","Buena",0.152,0.364,0.22,0.067
"P55","Ni buena ni mala",0.158,0.148,0.307,0
"P55","Mala",0.205,0.165,0.271,0.206
"P55","Muy mala",0.445,0.185,0,0.552
"P55","No sabe",0.004,0,0,0
"P56","Muy buena",0.037,0.027,0.205,0
"P56","Buena",0.217,0.179,0.051,0.132
"P56","Ni buena ni mala",0.144,0.132,0.303,0.06
"P56","Mala",0.203,0.333,0.225,0.493
"P56","Muy mala",0.386,0.321,0.216,0.315
"P56","No sabe",0.013,0.008,0,0
"P57","Muy buena",0.222,0.075,0.234,0.091
"P57","Buena",0.094,0.147,0,0
"P57","Ni buena ni mala",0.086,0.128,0.271,0.173
"P57","Mala",0.175,0.345,0.125,0.403
"P57","Muy mala",0.373,0.277,0.37,0.333
"P57","No sabe",0.05,0.028,0,0
"P58","Muy buena",0.218,0.333,0.562,0.211
"P58","Buena",0.131,0.35,0.101,0.106
"P58","Ni buena ni mala",0.13,0.047,0.306,0.037
"P58","Mala",0.086,0.104,0,0.395
"P58","Muy mala",0.426,0.166,0.031,0.251
"P58","No sabe",0.009,0,0,0
"P59","Muy buena",0.182,0.382,0.423,0.386
"P59","Buena",0.164,0.305,0.239,0.072
"P59","Ni buena ni mala",0.099,0.085,0.306,0.183
"P59","Mala",0.114,0.035,0,0
"P59","Muy mala",0.434,0.193,0.032,0.359
"P59","No sabe",0.007,0,0,0
"P60","Muy buena",0.313,0.407,0.437,0.385
"P60","Buena",0.093,0.325,0.226,0.143
"P60","Ni buena ni mala",0.097,0.106,0.306,0
"P60","Mala",0.082,0.019,0,0.038
"P60","Muy mala",0.408,0.143,0.031,0.321
"P60","No sabe",0.007,0,0,0.113
"P61","Muy buena",0.045,0.084,0.168,0.104
"P61","Buena",0.159,0.291,0.34,0.338
"P61","Ni buena ni mala",0.386,0.412,0.357,0.108
"P61","Mala",0.164,0.115,0.135,0.311
"P61","Muy mala",0.166,0.065,0,0.026
"P61","No sabe",0.08,0.033,0,0.113
