"var","categoria","Agua corriente y cloacas","Energía eléctrica","Red de gas natural","Recolección de residuos","Ninguno"
"P15","No sabe",0.038,0.02,0.01,0.035,0.058
"P16","Muy buena",0.189,0.189,0.283,0.23,0.109
"P16","Buena",0.167,0.203,0.158,0.155,0.146
"P16","Ni buena ni mala",0.269,0.194,0.322,0.195,0.305
"P16","Mala",0.124,0.16,0.077,0.162,0.113
"P16","Muy mala",0.145,0.153,0.152,0.195,0.221
"P16","No sabe",0.106,0.101,0.008,0.063,0.106
"P17","Muy buena",0.062,0.042,0.175,0.005,0.051
"P17","Buena",0.031,0.1,0.017,0.027,0.02
"P17","Ni buena ni mala",0.34,0.32,0.382,0.36,0.253
"P17","Mala",0.078,0.104,0.102,0.111,0.1
"P17","Muy mala",0.095,0.011,0.013,0.059,0.118
"P17","No sabe",0.394,0.423,0.311,0.438,0.458
"P18","Muy buena",0.103,0.075,0.089,0.099,0.084
"P18","Buena",0.107,0.071,0.087,0.086,0.043
"P18","Ni buena ni mala",0.309,0.381,0.382,0.369,0.277
"P18","Mala",0.144,0.148,0.084,0.122,0.136
"P18","Muy mala",0.13,0.041,0.064,0.133,0.144
"P18","No sabe",0.207,0.284,0.294,0.191,0.316
"P19","La seguridad",0.247,0.217,0.19,0.376,0.321
"P19","El tránsito",0.035,0.111,0.072,0.081,0.03
"P19","El arreglo de las calles",0.1,0.241,0.171,0.054,0.115
"P19","El estado de las escuelas y la educación",0.026,0.05,0.039,0.046,0.084
"P19","El sistema de salud",0.103,0.083,0.08,0.121,0.129
"P19","El deporte y la cultura",0.129,0.088,0.084,0.087,0.07
"P19","La obra pública",0.072,0.039,0.116,0.024,0.019
"P19","La luminaria",0.099,0.01,0.159,0.066,0.055
"P19","No sabe",0.189,0.161,0.089,0.145,0.177
"P20","La seguridad",0.249,0.218,0.102,0.135,0.088
"P20","El tránsito",0.095,0.286,0.099,0.034,0.079
"P20","El arreglo de las calles",0.11,0.096,0.343,0.224,0.139
"P20","El estado de las escuelas y la educación",0.117,0.171,0.174,0.328,0.208
"P20","El sistema de salud",0.16,0.121,0.127,0.149,0.294
"P20","El deporte y la cultura",0.032,0.007,0.095,0.019,0.04
"P20","La obra pública",0.083,0.038,0.009,0.038,0.02
"P20","La luminaria",0.039,0.019,0.022,0.01,0.02
"P20","No sabe",0.115,0.044,0.029,0.063,0.112
"P22","Los robos",0.388,0.201,0.162,0.182,0.128
"P22","El narcotráfico",0.274,0.444,0.482,0.241,0.222
"P22","La ausencia de patrulleros y personal policial",0.142,0.19,0.194,0.24,0.082
"P22","Otro",0.121,0.103,0.097,0.268,0.26
"P22","Ninguno",0.075,0.062,0.065,0.069,0.308
"P23","Frente de Todos y el peronismo",0.279,0.294,0.301,0.228,0.351
"P23","Cambiemos",0.297,0.36,0.357,0.431,0.235
"P23","Liberales Libertarios",0.225,0.097,0.218,0.184,0.116
"P23","Izquierda",0.035,0.052,0.039,0.038,0.083
"P23","No sabe",0.164,0.197,0.085,0.119,0.215
"P25","A Alberto Fernández",0.226,0.34,0.502,0.051,0.244
"P25","A Sergio Massa",0.327,0.389,0.018,0.271,0.218
"P25","A algún candidato del peronismo",0.079,0.095,0.219,0.045,0.208
"P25","A algún candidato del kirchnerismo",0.368,0.176,0.261,0.633,0.33
"P26","A Alberto Fernández",0.118,0.187,0,0.011,0.236
"P26","A Sergio Massa",0.141,0.363,0,0.244,0.147
"P26","A algún candidato del peronismo",0.183,0.031,0.22,0.07,0.204
"P26","A Cristina Fernández de Kirchner",0.558,0.419,0.78,0.675,0.413
"P27","A Horacio Rodriguez Larreta",0.305,0.337,0.206,0.232,0.419
"P27","A Mauricio Macri",0.319,0.354,0.34,0.342,0.238
"P27","A Patricia Bullrich",0.211,0.132,0.333,0.139,0.293
"P27","A Facundo Manes",0.082,0.151,0.121,0.235,0.05
"P27","A Gerardo Morales",0.083,0.026,0,0.052,0
"P28","Seguro lo votaria",0.186,0.224,0.131,0.091,0.283
"P28","Quizás lo votaría",0.368,0.245,0.646,0.223,0.352
"P28","Nunca lo votaría",0.446,0.531,0.223,0.686,0.365
"P29","Muy buena",0.077,0.021,0.097,0.078,0.058
"P29","Buena",0.108,0.12,0.194,0.1,0.148
"P29","Ni buena ni mala",0.182,0.233,0.143,0.158,0.206
"P29","Mala",0.127,0.196,0.145,0.151,0.162
"P29","Muy mala",0.482,0.418,0.421,0.513,0.409
"P29","No sabe",0.024,0.012,0,0,0.017
"P30","Muy buena",0.149,0.138,0.057,0.129,0.116
"P30","Buena",0.157,0.134,0.089,0.214,0.14
"P30","Ni buena ni mala",0.169,0.198,0.336,0.14,0.211
"P30","Mala",0.149,0.309,0.225,0.193,0.168
"P30","Muy mala",0.366,0.218,0.293,0.318,0.333
"P30","No sabe",0.01,0.003,0,0.006,0.032
"P31","Muy buena",0.207,0.137,0.2,0.282,0.203
"P31","Buena",0.052,0.063,0.067,0.061,0.086
"P31","Ni buena ni mala",0.086,0.185,0.161,0.104,0.047
"P31","Mala",0.077,0.08,0.075,0.123,0.124
"P31","Muy mala",0.569,0.535,0.497,0.427,0.531
"P31","No sabe",0.009,0,0,0.003,0.009
"P32","Muy buena",0.228,0.204,0.049,0.21,0.176
"P32","Buena",0.143,0.215,0.275,0.321,0.181
"P32","Ni buena ni mala",0.218,0.262,0.288,0.1,0.24
"P32","Mala",0.127,0.171,0.07,0.143,0.104
"P32","Muy mala",0.265,0.122,0.313,0.211,0.283
"P32","No sabe",0.019,0.026,0.005,0.015,0.016
"P33","Muy buena",0.164,0.084,0.023,0.095,0.104
"P33","Buena",0.152,0.192,0.122,0.202,0.155
"P33","Ni buena ni mala",0.165,0.221,0.187,0.134,0.226
"P33","Mala",0.101,0.117,0.277,0.142,0.116
"P33","Muy mala",0.398,0.316,0.391,0.418,0.389
"P33","No sabe",0.02,0.07,0,0.009,0.01
"P34","Muy buena",0.276,0.188,0.262,0.309,0.186
"P34","Buena",0.166,0.14,0.067,0.102,0.154
"P34","Ni buena ni mala",0.115,0.184,0.133,0.206,0.129
"P34","Mala",0.085,0.206,0.208,0.068,0.072
"P34","Muy mala",0.338,0.151,0.33,0.3,0.438
"P34","No sabe",0.02,0.131,0,0.015,0.021
"P35","Muy buena",0.181,0.128,0.125,0.198,0.124
"P35","Buena",0.132,0.097,0.27,0.063,0.057
"P35","Ni buena ni mala",0.22,0.214,0.227,0.337,0.217
"P35","Mala",0.117,0.307,0.115,0.062,0.236
"P35","Muy mala",0.293,0.131,0.263,0.314,0.319
"P35","No sabe",0.057,0.123,0,0.026,0.047
