"var","categoria","Seguro lo votaria","Quizás lo votaría","Nunca lo votaría"
"P22","Ninguno",0.011,0.109,0.084
"P27","A Horacio Rodriguez Larreta",0.341,0.33,0.276
"P27","A Mauricio Macri",0.346,0.323,0.323
"P27","A Patricia Bullrich",0.191,0.271,0.244
"P27","A Facundo Manes",0.055,0.076,0.127
"P27","A Gerardo Morales",0.067,0,0.03
"P29","Muy buena",0.174,0,0.009
"P29","Buena",0,0.157,0.004
"P29","Ni buena ni mala",0.009,0.055,0.141
"P29","Mala",0.173,0.167,0.09
"P29","Muy mala",0.608,0.621,0.755
"P29","No sabe",0.036,0,0.001
"P30","Muy buena",0.352,0.275,0.292
"P30","Buena",0.246,0.281,0.318
"P30","Ni buena ni mala",0.32,0.261,0.188
"P30","Mala",0.057,0.103,0.067
"P30","Muy mala",0.025,0.08,0.135
"P30","No sabe",0,0,0
"P31","Muy buena",0.143,0.089,0.08
"P31","Buena",0.031,0.022,0.02
"P31","Ni buena ni mala",0.055,0.034,0.064
"P31","Mala",0.069,0.099,0.06
"P31","Muy mala",0.666,0.756,0.776
"P31","No sabe",0.036,0,0
"P32","Muy buena",0.553,0.207,0.275
"P32","Buena",0.258,0.463,0.308
"P32","Ni buena ni mala",0.115,0.213,0.24
"P32","Mala",0.049,0,0.062
"P32","Muy mala",0.025,0.117,0.115
"P32","No sabe",0,0,0
"P33","Muy buena",0.25,0.018,0.055
"P33","Buena",0.077,0.083,0.079
"P33","Ni buena ni mala",0.046,0.094,0.152
"P33","Mala",0.095,0.203,0.143
"P33","Muy mala",0.528,0.575,0.56
"P33","No sabe",0.004,0.027,0.011
"P34","Muy buena",0.543,0.509,0.431
"P34","Buena",0.273,0.193,0.182
"P34","Ni buena ni mala",0.136,0.179,0.143
"P34","Mala",0.032,0.004,0.09
"P34","Muy mala",0.016,0.115,0.151
"P34","No sabe",0,0,0.003
"P35","Muy buena",0.492,0.044,0.12
"P35","Buena",0.145,0.284,0.089
"P35","Ni buena ni mala",0.287,0.565,0.353
"P35","Mala",0.014,0.086,0.229
"P35","Muy mala",0.004,0.018,0.183
"P35","No sabe",0.058,0.003,0.026
