"var","categoria","Peor","Igual","Mejor","No sabe"
"P51","Mala",0.216,0.117,0.066,0.225
"P51","Muy mala",0.203,0.063,0.173,0.121
"P51","No sabe",0.053,0.064,0.019,0
"P54","Muy buena",0.269,0.16,0.074,0.049
"P54","Buena",0.087,0.085,0.012,0.099
"P54","Ni buena ni mala",0.083,0.083,0.235,0.121
"P54","Mala",0.242,0.211,0.167,0.323
"P54","Muy mala",0.308,0.431,0.467,0.408
"P54","No sabe",0.011,0.03,0.045,0
"P55","Muy buena",0.117,0.139,0.205,0
"P55","Buena",0.087,0.248,0.212,0.108
"P55","Ni buena ni mala",0.107,0.188,0.196,0.258
"P55","Mala",0.237,0.128,0.246,0.193
"P55","Muy mala",0.451,0.267,0.141,0.441
"P55","No sabe",0.001,0.03,0,0
"P56","Muy buena",0.131,0.126,0.018,0.016
"P56","Buena",0.138,0.114,0.068,0.166
"P56","Ni buena ni mala",0.214,0.108,0.214,0.047
"P56","Mala",0.132,0.253,0.163,0.095
"P56","Muy mala",0.384,0.38,0.537,0.676
"P56","No sabe",0.001,0.019,0,0
"P57","Muy buena",0.332,0.091,0.137,0.112
"P57","Buena",0.164,0.151,0.089,0.221
"P57","Ni buena ni mala",0.088,0.06,0,0.02
"P57","Mala",0.128,0.231,0.265,0.131
"P57","Muy mala",0.287,0.422,0.509,0.516
"P57","No sabe",0.001,0.045,0,0
"P58","Muy buena",0.26,0.422,0.614,0.409
"P58","Buena",0.087,0.175,0.106,0.23
"P58","Ni buena ni mala",0.049,0.091,0.083,0.051
"P58","Mala",0.157,0.046,0.031,0.088
"P58","Muy mala",0.446,0.229,0.166,0.222
"P58","No sabe",0.001,0.037,0,0
"P59","Muy buena",0.147,0.375,0.445,0.325
"P59","Buena",0.18,0.208,0.305,0.33
"P59","Ni buena ni mala",0.017,0.096,0.084,0.02
"P59","Mala",0.133,0.106,0,0.108
"P59","Muy mala",0.523,0.182,0.166,0.217
"P59","No sabe",0,0.033,0,0
"P60","Muy buena",0.254,0.454,0.613,0.422
"P60","Buena",0.095,0.134,0.081,0.233
"P60","Ni buena ni mala",0.08,0.152,0.12,0.02
"P60","Mala",0.123,0.094,0.038,0.091
"P60","Muy mala",0.447,0.116,0.148,0.183
"P60","No sabe",0.001,0.05,0,0.051
"P61","Muy buena",0.049,0.056,0.117,0.065
"P61","Buena",0.112,0.116,0.234,0.154
"P61","Ni buena ni mala",0.355,0.611,0.248,0.364
"P61","Mala",0.178,0.1,0.212,0.061
"P61","Muy mala",0.26,0.041,0.189,0.289
"P61","No sabe",0.046,0.076,0,0.067
