"var","categoria","1-Excelente","2","3","4","5","6","7","8","9-Pésimo","No sabe"
"P39","Apoyar parcialmente",0.173,0.492,0.431,0.094,0.268,0.078,0.467,0.684,0.254,0.168
"P39","Apoyar totalmente",0.22,0.264,0.055,0.582,0.111,0.043,0.07,0.122,0.24,0.437
"P39","No sabe",0,0.038,0,0,0.037,0,0,0.045,0.081,0.079
"P40","Inseguridad y narcotráfico",0.358,0.2,0.55,0.209,0.229,0.428,0.234,0.175,0.201,0.083
"P40","Altos impuestos y tarifas",0.071,0.03,0.145,0.236,0.245,0.364,0.282,0.252,0.246,0.136
"P40","Educación y estado de las escuelas",0.184,0.401,0.053,0.174,0.189,0.032,0.16,0.147,0.251,0.486
"P40","Inflación",0.288,0.298,0.179,0.331,0.144,0.033,0.212,0.151,0.151,0.118
"P40","Estado de la salud",0.011,0.042,0.073,0.033,0.047,0.143,0.112,0.18,0.107,0.147
"P40","Corrupción",0.034,0.008,0,0.017,0.05,0,0,0,0.011,0
"P40","Pobreza",0,0.021,0,0,0.085,0,0,0,0.009,0.03
"P40","Medio ambiente, incendios y contaminación",0,0,0,0,0,0,0,0.032,0,0
"P40","Falta de trabajo",0.054,0,0,0,0.011,0,0,0.063,0,0
"P40","No sabe",0,0,0,0,0,0,0,0,0.024,0
"P44","Muy buena",0.122,0.008,0.045,0.014,0.02,0,0.128,0,0.021,0
"P44","Buena",0.086,0.055,0.106,0,0.067,0.081,0.022,0.241,0.097,0.065
"P44","Ni buena ni mala",0.25,0.344,0.423,0.406,0.372,0.191,0.46,0.19,0.144,0.535
"P44","Mala",0.375,0.449,0.284,0.53,0.387,0.616,0.31,0.269,0.427,0.23
"P44","Muy mala",0.153,0.144,0.142,0.033,0.13,0.097,0.08,0.3,0.311,0.147
"P44","No sabe",0.014,0,0,0.017,0.024,0.015,0,0,0,0.023
"P45","Peor",0.548,0.334,0.676,0.492,0.564,0.856,0.586,0.41,0.649,0.231
"P45","Igual",0.199,0.184,0.217,0.145,0.298,0.131,0.079,0.268,0.218,0.388
"P45","Mejor",0.008,0.281,0.045,0.032,0.131,0.013,0,0.154,0.05,0.381
"P45","No sabe",0.245,0.201,0.062,0.331,0.007,0,0.335,0.168,0.083,0
"P46","Peor",0.577,0.297,0.785,0.309,0.619,0.787,0.426,0.547,0.652,0.298
"P46","Igual",0.175,0.648,0.045,0.236,0.202,0.116,0.39,0.214,0.176,0.287
"P46","Mejor",0.169,0.04,0.053,0.17,0.088,0.097,0.104,0.217,0.072,0.028
"P46","No sabe",0.079,0.015,0.117,0.285,0.091,0,0.08,0.022,0.1,0.387
"P47","Javier Milei",0.456,0.57,0.316,0.491,0.26,0.099,0.095,0.672,0.473,0.601
"P47","Los gobernadores",0.458,0.413,0.628,0.467,0.613,0.777,0.581,0.268,0.391,0.314
"P47","No sabe",0.086,0.017,0.056,0.042,0.127,0.124,0.324,0.06,0.136,0.085
"P48","Muy buena",0.238,0.128,0.119,0.011,0.074,0.081,0.129,0.335,0.03,0.048
"P48","Buena",0.105,0.128,0.275,0.358,0.27,0.247,0.041,0,0.214,0.135
"P48","Ni buena ni mala",0.131,0.106,0.243,0.312,0.436,0.311,0.31,0.161,0.097,0.583
"P48","Mala",0.325,0.378,0.325,0.291,0.164,0.319,0.498,0.184,0.296,0.195
"P48","Muy mala",0.201,0.26,0.038,0.028,0.034,0.042,0.022,0.32,0.363,0
"P48","No sabe",0,0,0,0,0.022,0,0,0,0,0.039
"P50","Muy buena",0.267,0.052,0.33,0.178,0.248,0.014,0.189,0.148,0.113,0.077
"P50","Buena",0.206,0.345,0.174,0.417,0.195,0.328,0.146,0.169,0.122,0.03
"P50","Ni buena ni mala",0.06,0.138,0.202,0.106,0.231,0.074,0.57,0.101,0.116,0.555
"P50","Mala",0.359,0.205,0.17,0.26,0.265,0.512,0.017,0.244,0.36,0.108
"P50","Muy mala",0.108,0.26,0.124,0.039,0.039,0.059,0.078,0.338,0.289,0.117
"P50","No sabe",0,0,0,0,0.022,0.013,0,0,0,0.113
"P51","Muy buena",0.143,0.073,0.108,0.276,0.031,0.055,0.129,0.128,0.14,0
"P51","Buena",0.038,0.291,0.164,0.252,0.169,0.079,0.1,0.192,0.175,0.064
"P51","Ni buena ni mala",0.225,0.352,0.334,0.377,0.415,0.423,0.583,0.417,0.281,0.534
"P51","Mala",0.188,0.108,0.144,0.056,0.295,0.354,0.13,0.21,0.131,0.083
"P51","Muy mala",0.262,0.159,0.25,0.039,0.046,0.015,0.058,0.032,0.266,0.206
"P51","No sabe",0.144,0.017,0,0,0.044,0.074,0,0.021,0.007,0.113
"P54","Muy buena",0.378,0.12,0.181,0.014,0.263,0.079,0.101,0.167,0.18,0.182
"P54","Buena",0.035,0.13,0.224,0.192,0.109,0.046,0.263,0.059,0.024,0.03
"P54","Ni buena ni mala",0.069,0.084,0.039,0.131,0.154,0.074,0.27,0.066,0.088,0.005
"P54","Mala",0.107,0.187,0.232,0.485,0.151,0.747,0.272,0.232,0.244,0.092
"P54","Muy mala",0.378,0.479,0.324,0.178,0.3,0.041,0.094,0.476,0.44,0.691
"P54","No sabe",0.033,0,0,0,0.023,0.013,0,0,0.024,0
"P55","Muy buena",0.112,0.347,0.009,0.031,0.055,0.029,0,0.183,0.135,0.081
"P55","Buena",0.07,0.095,0.102,0.236,0.213,0.105,0.154,0.062,0.1,0.446
"P55","Ni buena ni mala",0.202,0.315,0.224,0.017,0.194,0,0.468,0.073,0.072,0
"P55","Mala",0.231,0.144,0.276,0.271,0.16,0.344,0.016,0.358,0.2,0.124
"P55","Muy mala",0.385,0.099,0.389,0.445,0.355,0.495,0.362,0.324,0.493,0.31
"P55","No sabe",0,0,0,0,0.023,0.027,0,0,0,0.039
"P56","Muy buena",0.163,0.039,0.183,0.031,0.147,0,0,0.156,0.119,0.039
"P56","Buena",0.151,0.133,0.244,0.194,0.108,0.107,0.339,0,0.103,0.114
"P56","Ni buena ni mala",0.163,0.081,0.164,0.206,0.32,0.352,0.168,0.136,0.083,0.065
"P56","Mala",0.204,0.147,0.172,0.313,0.081,0.377,0,0.232,0.118,0.046
"P56","Muy mala",0.319,0.6,0.237,0.256,0.321,0.152,0.493,0.476,0.577,0.736
"P56","No sabe",0,0,0,0,0.023,0.012,0,0,0,0
"P57","Muy buena",0.365,0.091,0.323,0.254,0.473,0.111,0.211,0.1,0.109,0.183
"P57","Buena",0.034,0.074,0.16,0.253,0.149,0.681,0.22,0.032,0.18,0.03
"P57","Ni buena ni mala",0.118,0.032,0.061,0,0.005,0.107,0.128,0.048,0.092,0.005
"P57","Mala",0.148,0.203,0.258,0.287,0.208,0.014,0.076,0.209,0.153,0.022
"P57","Muy mala",0.335,0.6,0.198,0.164,0.142,0.074,0.365,0.611,0.466,0.68
"P57","No sabe",0,0,0,0.042,0.023,0.013,0,0,0,0.08
"P58","Muy buena",0.38,0.582,0.123,0.423,0.238,0.012,0.181,0.46,0.373,0.498
"P58","Buena",0.064,0.086,0.109,0.211,0.151,0.122,0.017,0.321,0.119,0.031
"P58","Ni buena ni mala",0.082,0.019,0.21,0,0.125,0.014,0.101,0.028,0.043,0
"P58","Mala",0.095,0.083,0.049,0.031,0.022,0.529,0.206,0.049,0.123,0.126
"P58","Muy mala",0.379,0.23,0.509,0.335,0.441,0.296,0.495,0.142,0.342,0.265
"P58","No sabe",0,0,0,0,0.023,0.027,0,0,0,0.08
"P59","Muy buena",0.256,0.49,0.123,0.276,0.11,0.029,0.052,0.515,0.282,0.146
"P59","Buena",0.167,0.331,0.272,0.358,0.233,0.105,0.4,0.176,0.109,0.489
"P59","Ni buena ni mala",0.035,0.019,0.047,0.042,0.077,0.067,0.077,0.022,0.024,0
"P59","Mala",0.196,0.047,0.049,0,0.015,0.271,0.155,0.124,0.129,0.126
"P59","Muy mala",0.346,0.113,0.509,0.324,0.542,0.528,0.316,0.163,0.456,0.159
"P59","No sabe",0,0,0,0,0.023,0,0,0,0,0.08
"P60","Muy buena",0.304,0.663,0.286,0.287,0.153,0.086,0.181,0.565,0.43,0.608
"P60","Buena",0.112,0.133,0.156,0.211,0.156,0.278,0.271,0.132,0.004,0.005
"P60","Ni buena ni mala",0.085,0.015,0,0.189,0.105,0.298,0.077,0.14,0.056,0.022
"P60","Mala",0.259,0.051,0.184,0,0.042,0.135,0.133,0,0.094,0.126
"P60","Muy mala",0.24,0.138,0.374,0.313,0.516,0.189,0.338,0.163,0.381,0.159
"P60","No sabe",0,0,0,0,0.028,0.014,0,0,0.035,0.08
"P61","Muy buena",0.038,0.009,0.061,0.271,0.021,0,0,0.254,0.051,0.022
"P61","Buena",0.065,0.141,0.212,0.253,0.07,0.06,0.261,0.271,0.086,0.439
"P61","Ni buena ni mala",0.289,0.531,0.338,0.359,0.449,0.577,0.492,0.348,0.395,0.145
"P61","Mala",0.167,0.127,0.086,0,0.185,0.322,0.052,0.068,0.154,0.225
"P61","Muy mala",0.298,0.192,0.303,0.117,0.227,0.014,0.195,0.023,0.279,0.03
"P61","No sabe",0.143,0,0,0,0.048,0.027,0,0.036,0.035,0.139
