"var","categoria","Empleado sector publico","Empleado sector privado","Changas o trabajos eventuales","Estudiante","Amas de casa","Profesional o independiente","Comerciante, emprendedor o empresario","Trabajador informal","No tengo trabajo"
"P37","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.135,0.165,0.145,0,0.13,0.238,0.463,0,0.211
"P37","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.097,0.282,0.242,0.778,0.021,0.17,0.173,0.422,0.145
"P37","No sabe",0.01,0.009,0.053,0,0.102,0.022,0,0,0.284
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.49,0.258,0.414,0.147,0.332,0.377,0.193,0.322,0.171
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.179,0.141,0.073,0,0.383,0.17,0.171,0.259,0.473
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.208,0.219,0.256,0.415,0.172,0.191,0.491,0,0.214
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0.119,0.312,0.243,0.438,0.02,0.239,0.145,0.419,0.142
"P38","No sabe",0.004,0.07,0.014,0,0.093,0.023,0,0,0
"P39","Oponerse totalmente",0.413,0.311,0.428,0.146,0.428,0.392,0.214,0.318,0.476
"P39","Oponerse parcialmente",0.153,0.059,0.034,0,0.059,0.109,0.117,0.261,0.143
"P39","Apoyar parcialmente",0.268,0.307,0.334,0.08,0.314,0.211,0.472,0,0.237
"P39","Apoyar totalmente",0.152,0.253,0.19,0.666,0.105,0.27,0.197,0.421,0.144
"P39","No sabe",0.014,0.07,0.014,0.108,0.094,0.018,0,0,0
"P40","Inseguridad y narcotráfico",0.205,0.151,0.363,0.329,0.221,0.274,0.458,0.443,0.253
"P40","Altos impuestos y tarifas",0.124,0.28,0.192,0.229,0.222,0.164,0.197,0.418,0.165
"P40","Educación y estado de las escuelas",0.245,0.281,0.13,0.335,0.198,0.27,0.142,0,0.078
"P40","Inflación",0.252,0.181,0.241,0,0.202,0.172,0.064,0.139,0.111
"P40","Estado de la salud",0.121,0.068,0.069,0,0.01,0.11,0.074,0,0
"P40","Corrupción",0.003,0.02,0.005,0.107,0.021,0,0.047,0,0.109
"P40","Pobreza",0,0.01,0,0,0.025,0.01,0.018,0,0.284
"P40","Medio ambiente, incendios y contaminación",0,0.009,0,0,0,0,0,0,0
"P40","Falta de trabajo",0.05,0,0,0,0.032,0,0,0,0
"P40","No sabe",0,0,0,0,0.069,0,0,0,0
"P44","Muy buena",0.056,0,0.031,0,0.046,0.143,0,0,0.019
"P44","Buena",0.057,0.142,0.066,0,0.17,0.019,0.063,0,0.062
"P44","Ni buena ni mala",0.285,0.252,0.2,0.416,0.493,0.285,0.353,0.459,0.192
"P44","Mala",0.379,0.402,0.538,0.148,0.264,0.377,0.536,0.541,0.365
"P44","Muy mala",0.216,0.193,0.165,0.329,0.027,0.176,0.048,0,0.339
"P44","No sabe",0.007,0.011,0,0.107,0,0,0,0,0.023
"P45","Peor",0.522,0.472,0.555,0.812,0.461,0.665,0.629,0.583,0.718
"P45","Igual",0.166,0.225,0.267,0.188,0.246,0.192,0.275,0.417,0.244
"P45","Mejor",0.074,0.164,0.111,0,0.071,0.06,0.033,0,0.015
"P45","No sabe",0.238,0.139,0.067,0,0.222,0.083,0.063,0,0.023
"P46","Peor",0.616,0.528,0.517,0.476,0.4,0.558,0.735,0.443,0.702
"P46","Igual",0.22,0.191,0.328,0.417,0.318,0.184,0.139,0,0.185
"P46","Mejor",0.105,0.139,0.043,0.107,0.164,0.16,0.03,0.417,0.071
"P46","No sabe",0.059,0.142,0.112,0,0.118,0.098,0.096,0.14,0.042
"P47","Javier Milei",0.439,0.481,0.251,0.687,0.196,0.513,0.616,0.415,0.528
"P47","Los gobernadores",0.463,0.382,0.694,0.159,0.507,0.436,0.351,0.585,0.438
"P47","No sabe",0.098,0.137,0.055,0.154,0.297,0.051,0.033,0,0.034
"P48","Muy buena",0.142,0.071,0.114,0,0.171,0.151,0.051,0.461,0.018
"P48","Buena",0.21,0.182,0.158,0.159,0.35,0.151,0,0,0.138
"P48","Ni buena ni mala",0.138,0.216,0.19,0.062,0.401,0.29,0.376,0,0.466
"P48","Mala",0.356,0.222,0.325,0.332,0.068,0.273,0.465,0.124,0.356
"P48","Muy mala",0.154,0.303,0.213,0.356,0.01,0.135,0.108,0.415,0.022
"P48","No sabe",0,0.006,0,0.091,0,0,0,0,0
"P50","Muy buena",0.128,0.076,0.206,0.221,0.294,0.205,0.154,0.318,0.186
"P50","Buena",0.305,0.159,0.213,0,0.208,0.204,0.171,0.124,0.095
"P50","Ni buena ni mala",0.1,0.16,0.151,0,0.303,0.242,0.227,0.143,0.209
"P50","Mala",0.332,0.38,0.231,0.332,0.195,0.115,0.431,0.415,0.405
"P50","Muy mala",0.124,0.216,0.199,0.356,0,0.234,0.017,0,0.105
"P50","No sabe",0.011,0.009,0,0.091,0,0,0,0,0
"P51","Muy buena",0.177,0.067,0.078,0,0.236,0.107,0.062,0,0.062
"P51","Buena",0.061,0.21,0.133,0.159,0.164,0.203,0.392,0.415,0.099
"P51","Ni buena ni mala",0.3,0.369,0.445,0.062,0.334,0.409,0.264,0.267,0.291
"P51","Mala",0.277,0.124,0.071,0,0.212,0.193,0.185,0.318,0.504
"P51","Muy mala",0.131,0.193,0.267,0.356,0.022,0.088,0.048,0,0.044
"P51","No sabe",0.054,0.037,0.006,0.423,0.032,0,0.049,0,0
"P54","Muy buena",0.127,0.248,0.199,0.158,0.271,0.264,0.178,0,0.155
"P54","Buena",0.09,0.063,0.141,0,0.044,0.073,0.117,0,0.019
"P54","Ni buena ni mala",0.154,0.082,0.075,0,0.083,0.149,0.056,0.142,0.1
"P54","Mala",0.286,0.181,0.275,0.061,0.369,0.234,0.15,0.448,0.106
"P54","Muy mala",0.309,0.423,0.31,0.685,0.188,0.28,0.499,0.41,0.62
"P54","No sabe",0.034,0.003,0,0.096,0.045,0,0,0,0
"P55","Muy buena",0.067,0.139,0.188,0,0.062,0.176,0.005,0,0.113
"P55","Buena",0.061,0.203,0.102,0.061,0.092,0.157,0.488,0,0.133
"P55","Ni buena ni mala",0.149,0.094,0.121,0.331,0.293,0.151,0.138,0.553,0.09
"P55","Mala",0.225,0.281,0.156,0.159,0.283,0.184,0.115,0.126,0.055
"P55","Muy mala",0.494,0.274,0.433,0.354,0.27,0.332,0.254,0.321,0.609
"P55","No sabe",0.004,0.009,0,0.095,0,0,0,0,0
"P56","Muy buena",0.126,0.111,0.096,0.159,0.049,0.122,0.019,0.126,0.102
"P56","Buena",0.125,0.145,0.147,0,0.104,0.167,0.155,0.321,0.055
"P56","Ni buena ni mala",0.181,0.074,0.237,0,0.226,0.122,0.129,0.553,0.439
"P56","Mala",0.188,0.168,0.128,0.061,0.168,0.181,0.177,0,0.074
"P56","Muy mala",0.38,0.499,0.392,0.685,0.453,0.408,0.52,0,0.33
"P56","No sabe",0,0.003,0,0.095,0,0,0,0,0
"P57","Muy buena",0.26,0.219,0.152,0,0.231,0.384,0.194,0.321,0.464
"P57","Buena",0.202,0.13,0.283,0,0.063,0.089,0.131,0,0.133
"P57","Ni buena ni mala",0.046,0.05,0.038,0.159,0.203,0.088,0,0.268,0
"P57","Mala",0.201,0.153,0.108,0,0.217,0.135,0.505,0,0.095
"P57","Muy mala",0.291,0.445,0.405,0.685,0.286,0.304,0.17,0.411,0.308
"P57","No sabe",0,0.003,0.014,0.156,0,0,0,0,0
"P58","Muy buena",0.263,0.467,0.343,0.331,0.345,0.392,0.214,0.411,0.178
"P58","Buena",0.141,0.107,0.129,0,0.04,0.092,0.384,0,0.251
"P58","Ni buena ni mala",0.021,0.085,0.061,0,0.13,0.065,0.033,0.142,0.074
"P58","Mala",0.126,0.104,0.105,0.159,0.145,0.096,0.066,0.447,0.074
"P58","Muy mala",0.445,0.234,0.348,0.415,0.34,0.355,0.303,0,0.423
"P58","No sabe",0.004,0.003,0.014,0.095,0,0,0,0,0
"P59","Muy buena",0.197,0.325,0.319,0,0.218,0.205,0.172,0,0.227
"P59","Buena",0.162,0.231,0.176,0.331,0.24,0.212,0.476,0.411,0.192
"P59","Ni buena ni mala",0.031,0.035,0.059,0.061,0.05,0.04,0,0.142,0.019
"P59","Mala",0.094,0.158,0.045,0.159,0.145,0.099,0.115,0.447,0.139
"P59","Muy mala",0.516,0.251,0.387,0.354,0.347,0.444,0.237,0,0.423
"P59","No sabe",0,0,0.014,0.095,0,0,0,0,0
"P60","Muy buena",0.371,0.488,0.348,0,0.172,0.324,0.288,0.411,0.334
"P60","Buena",0.026,0.046,0.204,0.331,0.244,0.069,0.361,0.126,0.042
"P60","Ni buena ni mala",0.031,0.158,0.121,0.061,0.091,0.04,0.019,0,0.162
"P60","Mala",0.151,0.117,0.006,0.159,0.126,0.151,0.046,0.321,0.079
"P60","Muy mala",0.417,0.191,0.307,0.354,0.266,0.416,0.286,0,0.383
"P60","No sabe",0.004,0,0.014,0.095,0.101,0,0,0.142,0
"P61","Muy buena",0.13,0.064,0.015,0,0,0.104,0,0,0
"P61","Buena",0.102,0.114,0.169,0.219,0.073,0.157,0.091,0.126,0.151
"P61","Ni buena ni mala",0.414,0.385,0.411,0,0.535,0.345,0.678,0.732,0.328
"P61","Mala",0.168,0.237,0.085,0,0.088,0.174,0.098,0,0.173
"P61","Muy mala",0.128,0.197,0.3,0.354,0.203,0.207,0.083,0,0.329
"P61","No sabe",0.058,0.003,0.02,0.427,0.101,0.013,0.05,0.142,0.019
