"var","categoria","Gran excedente habitual","Gran excedente excepcional","Pequeño excedente habitual","Pequeño excedente excepcional","Alcanza gastos familia","No alcanza gastos familia","Solo NBFamiliares","No alcanza NBFamiliares","No sabe"
"P29","No sabe",0,0,0.109,0.036,0.016,0.012,0.007,0.002,0
"P30","No estaba enterado",0.106,1,0.337,0.171,0.116,0.24,0.295,0.33,0
"P30","De acuerdo",0.853,0,0.559,0.729,0.557,0.32,0.338,0.216,0.78
"P30","En desacuerdo",0.041,0,0.073,0.051,0.26,0.222,0.283,0.388,0.22
"P30","No sabe",0,0,0.031,0.049,0.067,0.218,0.084,0.066,0
"P31","No tengo cable ni internet",0,0,0,0.309,0.179,0.463,0.078,0.414,0
"P31","Si tuve",0.594,1,0.828,0.461,0.631,0.238,0.736,0.452,0.743
"P31","No tuve",0.406,0,0.172,0.23,0.19,0.299,0.186,0.134,0.257
"P32","Reclamando directamente a la empresa",0.159,0,0.034,0.671,0.385,0.209,0.409,0.372,0
"P32","Reclamando en el Enacom porque la empresa nunca lo resolvió",0.841,1,0.351,0.196,0.291,0.197,0.262,0.362,0.419
"P32","Nunca se pudo resolver",0,0,0.615,0.133,0.324,0.594,0.329,0.266,0.581
"P33","1-Excelente",0.054,0,0.071,0.164,0.203,0.104,0.171,0.215,0
"P33","2",0,0,0,0.024,0.125,0.211,0.108,0.116,0.426
"P33","3",0.068,0,0.113,0.065,0.007,0.055,0.02,0.028,0
"P33","4",0,0,0,0.125,0.056,0.009,0.033,0.067,0
"P33","5",0,0,0.114,0.086,0.162,0.207,0.162,0.197,0.216
"P33","6",0,1,0.115,0.014,0.023,0.042,0.087,0.028,0
"P33","7",0,0,0.029,0.03,0.044,0,0.069,0.034,0.358
"P33","8",0,0,0.029,0.086,0.226,0.036,0.044,0.027,0
"P33","9-Pésimo",0.878,0,0.441,0.406,0.148,0.317,0.231,0.235,0
"P33","No sabe",0,0,0.088,0,0.006,0.019,0.075,0.053,0
"P34","1-Excelente",0,0,0.07,0.165,0.229,0.093,0.166,0.172,0
"P34","2",0.073,0,0.064,0.004,0.041,0.041,0.098,0.135,0.426
"P34","3",0,0,0.117,0.074,0.069,0.221,0.042,0.076,0
"P34","4",0,0,0,0.127,0.088,0.01,0.047,0.111,0
"P34","5",0.058,1,0.107,0.063,0.072,0.191,0.123,0.097,0.215
"P34","6",0,0,0,0.024,0.042,0.027,0.042,0.027,0
"P34","7",0,0,0.149,0.044,0.039,0.027,0.032,0.047,0.359
"P34","8",0,0,0.058,0.09,0.218,0.036,0.064,0.011,0
"P34","9-Pésimo",0.869,0,0.347,0.409,0.195,0.314,0.322,0.26,0
"P34","No sabe",0,0,0.088,0,0.007,0.04,0.064,0.064,0
"P35","1-Excelente",0,0,0.07,0.097,0.204,0.245,0.141,0.261,0
"P35","2",0.073,0,0,0,0.063,0.032,0.097,0.079,0.425
"P35","3",0,0,0.117,0.028,0.038,0.068,0.039,0.094,0
"P35","4",0,1,0.107,0.16,0.073,0.045,0.031,0.048,0
"P35","5",0.729,0,0.132,0.173,0.092,0.236,0.16,0.106,0.215
"P35","6",0,0,0,0.024,0.055,0.085,0.055,0.032,0
"P35","7",0,0,0.192,0.082,0.138,0.047,0.067,0.027,0.36
"P35","8",0,0,0.029,0.051,0.079,0,0.083,0.049,0
"P35","9-Pésimo",0.198,0,0.318,0.385,0.251,0.222,0.27,0.25,0
"P35","No sabe",0,0,0.035,0,0.007,0.02,0.057,0.054,0
"P36","1-Excelente",0,0,0.069,0.023,0.142,0.07,0.118,0.193,0
"P36","2",0.072,0,0,0.059,0.127,0.211,0.09,0.023,0.43
"P36","3",0,1,0.115,0.065,0.033,0.03,0.065,0.155,0
"P36","4",0.058,0,0,0.124,0.053,0.037,0.036,0.075,0
"P36","5",0,0,0.314,0.169,0.248,0.279,0.176,0.085,0.216
"P36","6",0,0,0,0.014,0.029,0.018,0.05,0.047,0
"P36","7",0,0,0,0.106,0.013,0.061,0.102,0.08,0
"P36","8",0.674,0,0.093,0.038,0.165,0.047,0.066,0.033,0
"P36","9-Pésimo",0.196,0,0.323,0.402,0.183,0.211,0.232,0.237,0
"P36","No sabe",0,0,0.086,0,0.007,0.036,0.065,0.072,0.354
"P37","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.314,0,0.147,0.096,0.275,0.155,0.468,0.575,0.21
"P37","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0,0,0.074,0.054,0.115,0.35,0.214,0.159,0
"P37","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0,1,0.553,0.228,0.267,0.188,0.198,0.052,0.175
"P37","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.686,0,0.226,0.622,0.325,0.201,0.111,0.135,0.615
"P37","No sabe",0,0,0,0,0.018,0.106,0.009,0.079,0
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.248,0,0,0.081,0.195,0.156,0.393,0.509,0
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.061,0,0.145,0.078,0.112,0.23,0.171,0.216,0.207
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0,1,0.27,0.401,0.386,0.27,0.255,0.117,0.793
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0.059,0,0.585,0.44,0.288,0.344,0.181,0.115,0
"P38","No sabe",0.632,0,0,0,0.019,0,0,0.043,0
"P39","Oponerse totalmente",0.31,0,0.029,0.108,0.158,0.23,0.403,0.54,0.208
"P39","Oponerse parcialmente",0,1,0.116,0,0.114,0.071,0.085,0.103,0
"P39","Apoyar parcialmente",0,0,0.652,0.217,0.334,0.434,0.36,0.163,0.792
"P39","Apoyar totalmente",0.06,0,0.173,0.589,0.375,0.265,0.152,0.153,0
"P39","No sabe",0.63,0,0.03,0.086,0.019,0,0,0.041,0
"P40","Inseguridad y narcotráfico",0.061,0,0.092,0.218,0.247,0.319,0.233,0.294,0
"P40","Altos impuestos y tarifas",0.627,0,0.142,0.051,0.17,0.099,0.191,0.239,0
"P40","Educación y estado de las escuelas",0,0,0.683,0.314,0.2,0.266,0.283,0.106,0.333
"P40","Inflación",0.061,0,0.083,0.318,0.19,0.304,0.161,0.207,0.382
"P40","Estado de la salud",0.251,1,0,0.039,0.154,0,0.073,0.058,0.285
"P40","Corrupción",0,0,0,0.06,0.032,0.012,0.016,0.015,0
"P40","Pobreza",0,0,0,0,0,0,0.002,0.057,0
"P40","Medio ambiente, incendios y contaminación",0,0,0,0,0,0,0.005,0,0
"P40","Falta de trabajo",0,0,0,0,0.007,0,0.036,0.006,0
"P40","No sabe",0,0,0,0,0,0,0,0.018,0
"P44","Muy buena",0,0,0,0.012,0.037,0.04,0.029,0.065,0
"P44","Buena",0,0,0.029,0.012,0.086,0.012,0.103,0.098,0
"P44","Ni buena ni mala",0.061,1,0.396,0.257,0.291,0.185,0.287,0.303,0.333
"P44","Mala",0.06,0,0.475,0.413,0.399,0.662,0.461,0.305,0.667
"P44","Muy mala",0.879,0,0.067,0.246,0.18,0.101,0.12,0.219,0
"P44","No sabe",0,0,0.033,0.06,0.007,0,0,0.01,0
"P45","Peor",1,1,0.567,0.547,0.29,0.525,0.562,0.602,0.494
"P45","Igual",0,0,0.281,0.19,0.363,0.099,0.256,0.175,0.333
"P45","Mejor",0,0,0.152,0.077,0.037,0.349,0.076,0.079,0
"P45","No sabe",0,0,0,0.186,0.31,0.027,0.106,0.144,0.173
"P46","Peor",0.313,1,0.537,0.315,0.517,0.46,0.535,0.673,0
"P46","Igual",0.687,0,0.167,0.308,0.278,0.339,0.215,0.194,0.827
"P46","Mejor",0,0,0.114,0.179,0.147,0.073,0.131,0.074,0
"P46","No sabe",0,0,0.182,0.198,0.058,0.128,0.119,0.059,0.173
"P47","Javier Milei",0.708,1,0.393,0.632,0.613,0.291,0.421,0.308,0.771
"P47","Los gobernadores",0.292,0,0.235,0.311,0.312,0.576,0.48,0.57,0.229
"P47","No sabe",0,0,0.372,0.057,0.075,0.133,0.099,0.122,0
"P48","Muy buena",0,0,0.141,0,0.117,0.025,0.105,0.159,0
"P48","Buena",0.062,0,0,0.194,0.128,0.147,0.14,0.277,0.229
"P48","Ni buena ni mala",0,0,0.174,0.069,0.249,0.283,0.201,0.291,0
"P48","Mala",0,1,0.249,0.317,0.256,0.153,0.419,0.189,0.591
"P48","Muy mala",0.938,0,0.436,0.363,0.25,0.392,0.131,0.084,0.18
"P48","No sabe",0,0,0,0.057,0,0,0.004,0,0
"P50","Muy buena",0.062,0,0.062,0.05,0.241,0.103,0.143,0.209,0.229
"P50","Buena",0,1,0.485,0.311,0.089,0.072,0.238,0.2,0
"P50","Ni buena ni mala",0,0,0.186,0.023,0.215,0.206,0.131,0.213,0
"P50","Mala",0,0,0.131,0.246,0.342,0.227,0.365,0.267,0.269
"P50","Muy mala",0.938,0,0.136,0.313,0.106,0.392,0.119,0.103,0.502
"P50","No sabe",0,0,0,0.057,0.007,0,0.004,0.008,0
"P51","Muy buena",0,1,0.104,0.169,0.088,0.176,0.099,0.106,0.18
"P51","Buena",0.707,0,0.186,0.255,0.152,0.013,0.236,0.037,0.323
"P51","Ni buena ni mala",0.062,0,0.647,0.108,0.386,0.222,0.347,0.408,0.497
"P51","Mala",0,0,0.031,0.164,0.148,0.162,0.171,0.239,0
"P51","Muy mala",0.231,0,0.032,0.041,0.203,0.409,0.104,0.186,0
"P51","No sabe",0,0,0,0.263,0.023,0.018,0.043,0.024,0
"P54","Muy buena",0.645,0,0.113,0.065,0.195,0.158,0.12,0.303,0.229
"P54","Buena",0,0,0.089,0.209,0.024,0.031,0.14,0.028,0
"P54","Ni buena ni mala",0,0,0,0.046,0.143,0.123,0.13,0.079,0
"P54","Mala",0,1,0,0.029,0.204,0.082,0.235,0.357,0
"P54","Muy mala",0.355,0,0.798,0.591,0.427,0.547,0.359,0.226,0.771
"P54","No sabe",0,0,0,0.06,0.007,0.059,0.016,0.007,0
"P55","Muy buena",0.644,0,0.195,0.014,0.146,0.339,0.085,0.074,0
"P55","Buena",0.058,1,0.152,0.245,0.162,0.073,0.222,0.02,0.321
"P55","Ni buena ni mala",0,0,0.054,0.446,0.134,0.096,0.143,0.136,0
"P55","Mala",0,0,0.497,0.179,0.162,0.257,0.178,0.25,0
"P55","Muy mala",0.298,0,0.102,0.057,0.389,0.235,0.368,0.517,0.679
"P55","No sabe",0,0,0,0.059,0.007,0,0.004,0.003,0
"P56","Muy buena",0.706,0,0.032,0.016,0.145,0.041,0.073,0.122,0.229
"P56","Buena",0,0,0.089,0.208,0.075,0.086,0.215,0.065,0
"P56","Ni buena ni mala",0,0,0,0.043,0.127,0.158,0.143,0.27,0
"P56","Mala",0,1,0.081,0.057,0.202,0.228,0.148,0.165,0
"P56","Muy mala",0.294,0,0.798,0.617,0.444,0.487,0.421,0.378,0.771
"P56","No sabe",0,0,0,0.059,0.007,0,0,0,0
"P57","Muy buena",0,0,0.063,0.098,0.229,0.085,0.119,0.449,0.229
"P57","Buena",0.063,0,0.058,0.195,0.016,0.052,0.309,0.086,0
"P57","Ni buena ni mala",0,1,0,0.015,0.055,0.122,0.075,0.06,0
"P57","Mala",0,0,0.376,0.029,0.188,0.255,0.16,0.164,0
"P57","Muy mala",0.937,0,0.503,0.604,0.481,0.486,0.337,0.233,0.771
"P57","No sabe",0,0,0,0.059,0.031,0,0,0.008,0
"P58","Muy buena",0.702,0,0.166,0.48,0.495,0.481,0.325,0.254,0.271
"P58","Buena",0,1,0.304,0.332,0.124,0.029,0.157,0.058,0
"P58","Ni buena ni mala",0,0,0.435,0.015,0.073,0.124,0.042,0.049,0.321
"P58","Mala",0,0,0.063,0.041,0.047,0.145,0.158,0.111,0
"P58","Muy mala",0.298,0,0.032,0.073,0.254,0.221,0.318,0.517,0.408
"P58","No sabe",0,0,0,0.059,0.007,0,0,0.011,0
"P59","Muy buena",0.058,0,0.163,0.327,0.403,0.416,0.216,0.191,0.45
"P59","Buena",0.644,1,0.237,0.485,0.151,0.055,0.268,0.126,0
"P59","Ni buena ni mala",0,0,0.102,0,0.082,0.111,0.034,0.023,0.321
"P59","Mala",0,0,0.032,0.056,0.154,0.138,0.11,0.122,0
"P59","Muy mala",0.298,0,0.466,0.073,0.21,0.28,0.372,0.53,0.229
"P59","No sabe",0,0,0,0.059,0,0,0,0.008,0
"P60","Muy buena",0.702,1,0.39,0.38,0.491,0.481,0.396,0.189,0.45
"P60","Buena",0,0,0.081,0.432,0.082,0.015,0.119,0.102,0
"P60","Ni buena ni mala",0,0,0.44,0.015,0.132,0.133,0.104,0.053,0.321
"P60","Mala",0,0,0.058,0.041,0.091,0.152,0.096,0.135,0
"P60","Muy mala",0.298,0,0.031,0.073,0.204,0.206,0.285,0.483,0.229
"P60","No sabe",0,0,0,0.059,0,0.013,0,0.038,0
"P61","Muy buena",0,0,0,0.08,0.062,0.042,0.052,0.073,0
"P61","Buena",0,1,0.09,0.341,0.212,0.018,0.159,0.051,0.271
"P61","Ni buena ni mala",0.058,0,0.817,0.2,0.363,0.291,0.514,0.352,0.5
"P61","Mala",0.644,0,0,0.085,0.112,0.219,0.14,0.151,0.229
"P61","Muy mala",0.298,0,0.061,0.028,0.244,0.386,0.103,0.324,0
"P61","No sabe",0,0,0.032,0.266,0.007,0.044,0.032,0.049,0
