"var","categoria","Javier Milei","Los gobernadores","No sabe"
"P50","No sabe",0.002,0.008,0.036
"P51","Muy buena",0.188,0.049,0.08
"P51","Buena",0.187,0.118,0.195
"P51","Ni buena ni mala",0.374,0.311,0.404
"P51","Mala",0.122,0.247,0.129
"P51","Muy mala",0.094,0.246,0.033
"P51","No sabe",0.035,0.029,0.159
"P54","Muy buena",0.07,0.356,0.012
"P54","Buena",0.009,0.159,0.015
"P54","Ni buena ni mala",0.054,0.13,0.15
"P54","Mala",0.234,0.214,0.363
"P54","Muy mala",0.621,0.136,0.37
"P54","No sabe",0.012,0.005,0.09
"P55","Muy buena",0.169,0.093,0.009
"P55","Buena",0.183,0.088,0.161
"P55","Ni buena ni mala",0.224,0.032,0.398
"P55","Mala",0.166,0.246,0.207
"P55","Muy mala",0.256,0.538,0.179
"P55","No sabe",0.002,0.003,0.046
"P56","Muy buena",0.061,0.165,0.009
"P56","Buena",0.029,0.242,0.019
"P56","Ni buena ni mala",0.041,0.272,0.218
"P56","Mala",0.212,0.113,0.131
"P56","Muy mala",0.655,0.208,0.586
"P56","No sabe",0.002,0,0.037
"P57","Muy buena",0.066,0.431,0.015
"P57","Buena",0.055,0.262,0.123
"P57","Ni buena ni mala",0.018,0.111,0.048
"P57","Mala",0.244,0.072,0.253
"P57","Muy mala",0.615,0.124,0.473
"P57","No sabe",0.002,0,0.088
"P58","Muy buena",0.69,0.091,0.156
"P58","Buena",0.194,0.07,0.104
"P58","Ni buena ni mala",0.036,0.05,0.202
"P58","Mala",0.015,0.2,0.109
"P58","Muy mala",0.063,0.589,0.357
"P58","No sabe",0.002,0,0.072
"P59","Muy buena",0.469,0.067,0.177
"P59","Buena",0.37,0.079,0.237
"P59","Ni buena ni mala",0.011,0.035,0.174
"P59","Mala",0.044,0.183,0.058
"P59","Muy mala",0.106,0.636,0.29
"P59","No sabe",0,0,0.064
"P60","Muy buena",0.681,0.088,0.245
"P60","Buena",0.141,0.091,0.159
"P60","Ni buena ni mala",0.042,0.086,0.307
"P60","Mala",0.041,0.17,0.063
"P60","Muy mala",0.095,0.557,0.096
"P60","No sabe",0,0.008,0.13
"P61","Muy buena",0.134,0.008,0
"P61","Buena",0.176,0.097,0.089
"P61","Ni buena ni mala",0.426,0.339,0.579
"P61","Mala",0.1,0.207,0.087
"P61","Muy mala",0.125,0.33,0.006
"P61","No sabe",0.039,0.019,0.239
