"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P18","Buena",0.476,0.04,0.163,0.006
"P18","Ni buena ni mala",0.22,0.117,0.351,0.129
"P18","Mala",0.082,0.206,0.142,0.145
"P18","Muy mala",0.098,0.051,0.032,0.134
"P18","No sabe",0.054,0.566,0.242,0.422
"P19","Muy buena",0.322,0.289,0.042,0.055
"P19","Buena",0,0.373,0.12,0.465
"P19","Ni buena ni mala",0.121,0.021,0.426,0.115
"P19","Mala",0.252,0.117,0.209,0.137
"P19","Muy mala",0.305,0.02,0.203,0.087
"P19","No sabe",0,0.18,0,0.141
"P20","Que continúe el intendente Julio Zamora",0.164,0.454,0.041,0.099
"P20","Que continúe Julio Zamora pero con mejoras",0.2,0.143,0.086,0.315
"P20","Que cambie Julio Zamora pero que se mantengan los avances",0.041,0.055,0.215,0.504
"P20","Que cambie el intendente Julio Zamora",0.595,0.348,0.658,0.082
"P21","Es kirchnerista",0.288,0.237,0.138,0.256
"P21","Forma parte del Frente de Todos",0.133,0.228,0.254,0.135
"P21","Es un hombre de Massa",0.51,0.108,0.076,0.124
"P21","Es un peronista independiente de centro",0.023,0.217,0.09,0.044
"P21","Es un oportunista y está donde le conviene",0.046,0.048,0.294,0.299
"P21","No sabe",0,0.162,0.148,0.142
"P22","Son lo mismo aunque estén en espacios politoca diferentes",0.075,0.366,0.244,0.166
"P22","Son aliados tácticos pero lo ocultan",0.161,0.026,0.217,0.083
"P22","Son adversarios políticos",0.612,0.298,0.315,0.3
"P22","No sabe",0.152,0.31,0.224,0.451
"P23","Son lo mismo, ambos son de Massa",0.53,0.147,0.248,0.382
"P23","Son aliados en el Frente de Todos pero compiten",0.229,0.057,0.311,0.207
"P23","Son enemigos porque Zamora traicionó a Massa",0.208,0.433,0.257,0.127
"P23","No sabe",0.033,0.363,0.184,0.284
"P24","La seguridad",0.27,0.746,0.214,0.021
"P24","El tránsito",0.09,0.044,0.093,0.014
"P24","El arreglo de las calles",0.308,0.047,0.091,0.177
"P24","El estado de las escuelas y la educación",0,0.018,0.022,0.021
"P24","El sistema de salud",0.027,0.014,0.068,0.262
"P24","El deporte y la cultura",0.078,0.016,0.147,0.177
"P24","La obra pública",0,0.031,0.013,0.113
"P24","La luminaria",0.033,0.021,0.115,0.032
"P24","No sabe",0.194,0.063,0.237,0.183
"P25","La seguridad",0.513,0.627,0.458,0.458
"P25","El tránsito",0.191,0,0.118,0.094
"P25","El arreglo de las calles",0,0.139,0.099,0.106
"P25","El estado de las escuelas y la educación",0.21,0.175,0.178,0.029
"P25","El sistema de salud",0.012,0.018,0.055,0.209
"P25","El deporte y la cultura",0,0,0.015,0.017
"P25","La obra pública",0,0,0.014,0
"P25","La luminaria",0,0.016,0.017,0.021
"P25","No sabe",0.074,0.025,0.046,0.066
"P26","Agua corriente y cloacas",0.349,0.28,0.26,0.31
"P26","Energía eléctrica",0.571,0.604,0.606,0.58
"P26","Red de gas natural",0.01,0,0.025,0
"P26","Recolección de residuos",0.028,0.072,0.077,0.092
"P26","Ninguno",0.042,0.044,0.032,0.018
"P27","Los robos",0.305,0.305,0.349,0.308
"P27","El narcotráfico",0.315,0.253,0.384,0.411
"P27","La ausencia de patrulleros y personal policial",0.265,0.262,0.179,0.077
"P27","Otro",0.098,0.005,0.088,0.055
"P27","Ninguno",0.017,0.175,0,0.149
"P31","A Alberto Fernández",0.746,0.005,0.01,0.138
"P31","A Sergio Massa",0,0.773,0.061,0.056
"P31","A algún candidato del peronismo",0.238,0.204,0.885,0.294
"P31","A Cristina Fernández de Kirchner",0.016,0.018,0.044,0.512
"P34","Muy buena",0.432,0.057,0.018,0.161
"P34","Buena",0.123,0.216,0.064,0.137
"P34","Ni buena ni mala",0,0.174,0.09,0.464
"P34","Mala",0.034,0.141,0.16,0.093
"P34","Muy mala",0.411,0.404,0.668,0.127
"P34","No sabe",0,0.008,0,0.018
"P35","Muy buena",0.518,0.295,0.199,0.027
"P35","Buena",0,0.164,0.158,0.027
"P35","Ni buena ni mala",0.057,0.189,0.34,0.028
"P35","Mala",0,0.062,0.179,0.096
"P35","Muy mala",0.413,0.29,0.124,0.697
"P35","No sabe",0.012,0,0,0.125
"P36","Muy buena",0.067,0.503,0.049,0.581
"P36","Buena",0,0.035,0.044,0.137
"P36","Ni buena ni mala",0,0,0.032,0.137
"P36","Mala",0.046,0.137,0.151,0.097
"P36","Muy mala",0.887,0.325,0.724,0.048
"P36","No sabe",0,0,0,0
"P37","Muy buena",0.111,0.126,0.075,0.048
"P37","Buena",0.201,0.386,0.219,0.143
"P37","Ni buena ni mala",0.272,0.052,0.415,0.137
"P37","Mala",0,0.015,0.179,0.059
"P37","Muy mala",0.416,0.421,0.112,0.484
"P37","No sabe",0,0,0,0.129
"P38","Muy buena",0,0.422,0.04,0.006
"P38","Buena",0.111,0.356,0.025,0.189
"P38","Ni buena ni mala",0.069,0.124,0.103,0.38
"P38","Mala",0.028,0.054,0.32,0.047
"P38","Muy mala",0.792,0.044,0.512,0.237
"P38","No sabe",0,0,0,0.141
"P39","Muy buena",0.543,0.397,0.321,0.092
"P39","Buena",0.014,0.175,0.218,0.037
"P39","Ni buena ni mala",0,0.118,0.248,0.008
"P39","Mala",0,0.016,0.022,0.069
"P39","Muy mala",0.443,0.294,0.183,0.794
"P39","No sabe",0,0,0.008,0
"P40","Muy buena",0.32,0.348,0.324,0.153
"P40","Buena",0.262,0.058,0.197,0
"P40","Ni buena ni mala",0.101,0.061,0.259,0.175
"P40","Mala",0,0.131,0.089,0.137
"P40","Muy mala",0.317,0.292,0.07,0.535
"P40","No sabe",0,0.11,0.061,0
