"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P18","Ni buena ni mala",0.158,0.172,0.299,0.227
"P18","Mala",0,0.034,0.217,0.224
"P18","Muy mala",0.079,0.081,0.011,0.247
"P18","No sabe",0.056,0.624,0.247,0.293
"P19","Muy buena",0.213,0.289,0.042,0.116
"P19","Buena",0,0.306,0.165,0.471
"P19","Ni buena ni mala",0.111,0.082,0.324,0.276
"P19","Mala",0.164,0.094,0.258,0.077
"P19","Muy mala",0.177,0.055,0.211,0.06
"P19","No sabe",0.335,0.174,0,0
"P20","Que continúe el intendente Julio Zamora",0.079,0.449,0.048,0.177
"P20","Que continúe Julio Zamora pero con mejoras",0.494,0.173,0.041,0.351
"P20","Que cambie Julio Zamora pero que se mantengan los avances",0,0.194,0.264,0.41
"P20","Que cambie el intendente Julio Zamora",0.427,0.184,0.647,0.062
"P21","Es kirchnerista",0.236,0.238,0.204,0.176
"P21","Forma parte del Frente de Todos",0,0.263,0.157,0.303
"P21","Es un hombre de Massa",0.356,0.173,0.063,0.184
"P21","Es un peronista independiente de centro",0.02,0.085,0.133,0.055
"P21","Es un oportunista y está donde le conviene",0.053,0.085,0.308,0.282
"P21","No sabe",0.335,0.156,0.135,0
"P22","Son lo mismo aunque estén en espacios politoca diferentes",0.078,0.228,0.333,0.069
"P22","Son aliados tácticos pero lo ocultan",0.01,0.118,0.155,0.125
"P22","Son adversarios políticos",0.456,0.248,0.327,0.342
"P22","No sabe",0.456,0.406,0.185,0.464
"P23","Son lo mismo, ambos son de Massa",0.375,0.185,0.315,0.178
"P23","Son aliados en el Frente de Todos pero compiten",0.079,0.14,0.218,0.458
"P23","Son enemigos porque Zamora traicionó a Massa",0.202,0.273,0.301,0.161
"P23","No sabe",0.344,0.402,0.166,0.203
"P24","La seguridad",0.187,0.603,0.241,0.046
"P24","El tránsito",0,0.156,0.055,0.022
"P24","El arreglo de las calles",0.243,0.047,0.076,0.135
"P24","El estado de las escuelas y la educación",0,0.02,0.004,0.092
"P24","El sistema de salud",0.346,0.013,0.069,0.181
"P24","El deporte y la cultura",0.046,0.021,0.221,0.016
"P24","La obra pública",0,0.054,0.002,0.188
"P24","La luminaria",0,0.017,0.109,0.075
"P24","No sabe",0.178,0.069,0.223,0.245
"P25","La seguridad",0.603,0.616,0.422,0.613
"P25","El tránsito",0.134,0.029,0.112,0.1
"P25","El arreglo de las calles",0,0.221,0.089,0.044
"P25","El estado de las escuelas y la educación",0.164,0,0.185,0.05
"P25","El sistema de salud",0.01,0.049,0.102,0.094
"P25","El deporte y la cultura",0,0,0.025,0
"P25","La obra pública",0,0,0.013,0
"P25","La luminaria",0,0.017,0.017,0.026
"P25","No sabe",0.089,0.068,0.035,0.073
"P26","Agua corriente y cloacas",0.558,0.28,0.227,0.355
"P26","Energía eléctrica",0.397,0.621,0.647,0.448
"P26","Red de gas natural",0,0,0.022,0.007
"P26","Recolección de residuos",0.01,0.071,0.081,0.144
"P26","Ninguno",0.035,0.028,0.023,0.046
"P27","Los robos",0.217,0.33,0.307,0.35
"P27","El narcotráfico",0.458,0.355,0.322,0.462
"P27","La ausencia de patrulleros y personal policial",0.216,0.092,0.232,0.104
"P27","Otro",0.109,0.049,0.074,0.062
"P27","Ninguno",0,0.174,0.065,0.022
"P30","A Alberto Fernández",0.622,0,0.04,0.009
"P30","A Sergio Massa",0.011,0.791,0.077,0.024
"P30","A algún candidato del peronismo",0.043,0.139,0.746,0.129
"P30","A algún candidato del kirchnerismo",0.324,0.07,0.137,0.838
"P34","Muy buena",0.294,0.054,0.047,0.224
"P34","Buena",0.107,0.372,0,0.241
"P34","Ni buena ni mala",0.264,0.193,0.163,0.219
"P34","Mala",0.03,0.127,0.132,0.188
"P34","Muy mala",0.293,0.254,0.65,0.128
"P34","No sabe",0.012,0,0.008,0
"P35","Muy buena",0.438,0.196,0.213,0
"P35","Buena",0,0.142,0.142,0.039
"P35","Ni buena ni mala",0.041,0.218,0.29,0.012
"P35","Mala",0,0.104,0.182,0
"P35","Muy mala",0.247,0.34,0.173,0.949
"P35","No sabe",0.274,0,0,0
"P36","Muy buena",0,0.331,0.176,0.699
"P36","Buena",0,0.026,0.024,0.289
"P36","Ni buena ni mala",0.264,0.066,0.007,0.012
"P36","Mala",0.015,0.275,0.133,0
"P36","Muy mala",0.721,0.302,0.66,0
"P36","No sabe",0,0,0,0
"P37","Muy buena",0.09,0.111,0.081,0.033
"P37","Buena",0.176,0.337,0.206,0.218
"P37","Ni buena ni mala",0.222,0.11,0.377,0.098
"P37","Mala",0,0.144,0.113,0.098
"P37","Muy mala",0.249,0.298,0.223,0.553
"P37","No sabe",0.263,0,0,0
"P38","Muy buena",0.012,0.319,0.058,0.01
"P38","Buena",0.084,0.329,0.073,0.143
"P38","Ni buena ni mala",0.009,0.229,0.113,0.456
"P38","Mala",0.015,0.044,0.293,0.032
"P38","Muy mala",0.617,0.079,0.463,0.338
"P38","No sabe",0.263,0,0,0.021
"P39","Muy buena",0.421,0.266,0.354,0
"P39","Buena",0,0.256,0.171,0.016
"P39","Ni buena ni mala",0,0.159,0.198,0
"P39","Mala",0,0.016,0.034,0.068
"P39","Muy mala",0.579,0.303,0.236,0.916
"P39","No sabe",0,0,0.007,0
"P40","Muy buena",0.241,0.153,0.411,0
"P40","Buena",0.191,0.12,0.146,0.009
"P40","Ni buena ni mala",0.401,0.2,0.173,0.021
"P40","Mala",0,0.128,0.074,0.252
"P40","Muy mala",0.159,0.298,0.144,0.718
"P40","No sabe",0.008,0.101,0.052,0
