"var","categoria","Los robos","El narcotráfico","La ausencia de patrulleros y personal policial","Otro","Ninguno"
"P15","Mala",0.206,0.138,0.183,0.205,0.097
"P15","Muy mala",0.221,0.209,0.194,0.173,0.066
"P15","No sabe",0.07,0.037,0.008,0.017,0.049
"P16","Muy buena",0.216,0.13,0.184,0.086,0.066
"P16","Buena",0.135,0.234,0.115,0.24,0.14
"P16","Ni buena ni mala",0.292,0.182,0.298,0.26,0.261
"P16","Mala",0.192,0.149,0.062,0.139,0.219
"P16","Muy mala",0.075,0.177,0.195,0.211,0.172
"P16","No sabe",0.09,0.128,0.146,0.064,0.142
"P17","Muy buena",0.042,0.012,0.084,0.075,0.008
"P17","Buena",0.016,0.089,0.014,0.022,0.111
"P17","Ni buena ni mala",0.249,0.289,0.319,0.337,0.231
"P17","Mala",0.143,0.108,0.042,0.064,0.069
"P17","Muy mala",0.112,0.073,0.076,0.063,0.048
"P17","No sabe",0.438,0.429,0.465,0.439,0.533
"P18","Muy buena",0.059,0.101,0.052,0.091,0.022
"P18","Buena",0.152,0.149,0.093,0.135,0.003
"P18","Ni buena ni mala",0.339,0.336,0.298,0.305,0.243
"P18","Mala",0.09,0.123,0.159,0.167,0.168
"P18","Muy mala",0.067,0.082,0.115,0.111,0.14
"P18","No sabe",0.293,0.209,0.283,0.191,0.424
"P19","Muy buena",0.121,0.142,0.078,0.132,0.274
"P19","Buena",0.179,0.188,0.257,0.245,0.323
"P19","Ni buena ni mala",0.277,0.291,0.247,0.255,0.192
"P19","Mala",0.231,0.177,0.283,0.202,0.029
"P19","Muy mala",0.174,0.147,0.124,0.143,0.048
"P19","No sabe",0.018,0.055,0.011,0.023,0.134
"P20","Que continúe el intendente Julio Zamora",0.096,0.169,0.159,0.097,0.359
"P20","Que continúe Julio Zamora pero con mejoras",0.203,0.197,0.192,0.262,0.211
"P20","Que cambie Julio Zamora pero que se mantengan los avances",0.236,0.127,0.19,0.205,0.211
"P20","Que cambie el intendente Julio Zamora",0.465,0.507,0.459,0.436,0.219
"P21","Es kirchnerista",0.129,0.182,0.1,0.137,0.279
"P21","Forma parte del Frente de Todos",0.214,0.252,0.241,0.312,0.33
"P21","Es un hombre de Massa",0.185,0.179,0.154,0.088,0.077
"P21","Es un peronista independiente de centro",0.063,0.084,0.143,0.119,0.047
"P21","Es un oportunista y está donde le conviene",0.214,0.213,0.262,0.218,0.127
"P21","No sabe",0.195,0.09,0.1,0.126,0.14
"P22","Son lo mismo aunque estén en espacios politoca diferentes",0.182,0.166,0.212,0.176,0.095
"P22","Son aliados tácticos pero lo ocultan",0.202,0.151,0.155,0.111,0.137
"P22","Son adversarios políticos",0.379,0.437,0.349,0.32,0.444
"P22","No sabe",0.237,0.246,0.284,0.393,0.324
"P23","Son lo mismo, ambos son de Massa",0.359,0.305,0.269,0.208,0.211
"P23","Son aliados en el Frente de Todos pero compiten",0.225,0.249,0.373,0.319,0.329
"P23","Son enemigos porque Zamora traicionó a Massa",0.166,0.291,0.186,0.248,0.105
"P23","No sabe",0.25,0.155,0.172,0.225,0.355
"P24","La seguridad",0.157,0.261,0.159,0.295,0.323
"P24","El tránsito",0.098,0.089,0.082,0.036,0.042
"P24","El arreglo de las calles",0.163,0.132,0.11,0.088,0.103
"P24","El estado de las escuelas y la educación",0.057,0.013,0.135,0.042,0.129
"P24","El sistema de salud",0.104,0.117,0.033,0.123,0.067
"P24","El deporte y la cultura",0.104,0.1,0.157,0.135,0.131
"P24","La obra pública",0.069,0.019,0.068,0.051,0.079
"P24","La luminaria",0.073,0.098,0.079,0.028,0.053
"P24","No sabe",0.175,0.171,0.177,0.202,0.073
"P25","La seguridad",0.196,0.14,0.108,0.116,0.084
"P25","El tránsito",0.063,0.09,0.189,0.052,0.045
"P25","El arreglo de las calles",0.241,0.175,0.147,0.18,0.243
"P25","El estado de las escuelas y la educación",0.255,0.179,0.272,0.175,0.048
"P25","El sistema de salud",0.115,0.248,0.141,0.145,0.255
"P25","El deporte y la cultura",0.008,0.02,0.011,0.027,0.05
"P25","La obra pública",0.041,0.028,0.034,0.065,0.051
"P25","La luminaria",0.027,0.015,0,0.055,0.021
"P25","No sabe",0.054,0.105,0.098,0.185,0.203
"P26","Agua corriente y cloacas",0.495,0.368,0.413,0.436,0.333
"P26","Energía eléctrica",0.163,0.197,0.188,0.11,0.086
"P26","Red de gas natural",0.063,0.029,0.139,0.065,0.021
"P26","Recolección de residuos",0.128,0.226,0.155,0.142,0.055
"P26","Ninguno",0.151,0.18,0.105,0.247,0.505
"P28","Frente de Todos y el peronismo",0.263,0.262,0.251,0.301,0.488
"P28","Cambiemos",0.287,0.335,0.304,0.271,0.109
"P28","Liberales Libertarios",0.331,0.251,0.314,0.194,0.113
"P28","Izquierda",0.026,0.058,0.007,0.055,0.033
"P28","No sabe",0.093,0.094,0.124,0.179,0.257
"P30","A Alberto Fernández",0.08,0.075,0.127,0.131,0.019
"P30","A Sergio Massa",0.187,0.141,0.296,0.017,0.477
"P30","A algún candidato del peronismo",0.499,0.5,0.47,0.64,0
"P30","A algún candidato del kirchnerismo",0.234,0.284,0.107,0.212,0.504
"P31","A Alberto Fernández",0.075,0.134,0.127,0.164,0
"P31","A Sergio Massa",0.214,0.195,0.101,0.137,0.477
"P31","A algún candidato del peronismo",0.536,0.476,0.684,0.563,0.477
"P31","A Cristina Fernández de Kirchner",0.175,0.195,0.088,0.136,0.046
"P32","A Horacio Rodriguez Larreta",0.294,0.38,0.197,0.07,0.082
"P32","A Mauricio Macri",0.157,0.064,0.056,0.118,0.212
"P32","A Patricia Bullrich",0.326,0.279,0.581,0.56,0.159
"P32","A Facundo Manes",0.076,0.199,0.099,0.151,0.168
"P32","A Gerardo Morales",0.147,0.078,0.067,0.101,0.379
"P33","Seguro lo votaria",0.297,0.179,0.466,0.135,0.089
"P33","Quizás lo votaría",0.24,0.216,0.17,0.286,0.229
"P33","Nunca lo votaría",0.463,0.605,0.364,0.579,0.682
"P34","Muy buena",0.091,0.046,0.047,0.054,0.103
"P34","Buena",0.105,0.173,0.082,0.12,0.115
"P34","Ni buena ni mala",0.158,0.13,0.072,0.133,0.271
"P34","Mala",0.148,0.038,0.111,0.198,0.159
"P34","Muy mala",0.498,0.61,0.679,0.443,0.352
"P34","No sabe",0,0.003,0.009,0.052,0
"P35","Muy buena",0.131,0.185,0.183,0.154,0.099
"P35","Buena",0.171,0.075,0.289,0.202,0.189
"P35","Ni buena ni mala",0.156,0.2,0.155,0.18,0.042
"P35","Mala",0.187,0.13,0.164,0.063,0.248
"P35","Muy mala",0.352,0.381,0.209,0.373,0.422
"P35","No sabe",0.003,0.029,0,0.028,0
"P36","Muy buena",0.159,0.178,0.23,0.26,0.35
"P36","Buena",0.056,0.071,0.02,0.016,0.099
"P36","Ni buena ni mala",0.066,0.069,0.041,0.046,0.144
"P36","Mala",0.175,0.06,0.026,0.079,0.011
"P36","Muy mala",0.543,0.578,0.683,0.599,0.396
"P36","No sabe",0.001,0.044,0,0,0
"P37","Muy buena",0.079,0.096,0.115,0.031,0.065
"P37","Buena",0.241,0.174,0.191,0.204,0.128
"P37","Ni buena ni mala",0.195,0.139,0.245,0.207,0.249
"P37","Mala",0.119,0.121,0.086,0.222,0.121
"P37","Muy mala",0.324,0.409,0.314,0.321,0.433
"P37","No sabe",0.042,0.061,0.049,0.015,0.004
"P38","Muy buena",0.028,0.089,0.129,0.088,0.126
"P38","Buena",0.163,0.123,0.082,0.18,0.311
"P38","Ni buena ni mala",0.206,0.125,0.133,0.132,0.148
"P38","Mala",0.165,0.104,0.101,0.117,0.123
"P38","Muy mala",0.435,0.541,0.511,0.446,0.285
"P38","No sabe",0.003,0.018,0.044,0.037,0.007
"P39","Muy buena",0.3,0.193,0.45,0.236,0.123
"P39","Buena",0.144,0.197,0.083,0.187,0.125
"P39","Ni buena ni mala",0.189,0.175,0.159,0.13,0.167
"P39","Mala",0.069,0.111,0.05,0.022,0.081
"P39","Muy mala",0.263,0.307,0.205,0.415,0.484
"P39","No sabe",0.035,0.017,0.053,0.01,0.02
"P40","Muy buena",0.282,0.204,0.395,0.142,0.037
"P40","Buena",0.165,0.171,0.075,0.053,0.202
"P40","Ni buena ni mala",0.228,0.182,0.168,0.234,0.243
"P40","Mala",0.071,0.098,0.069,0.154,0.104
"P40","Muy mala",0.207,0.305,0.204,0.371,0.379
"P40","No sabe",0.047,0.04,0.089,0.046,0.035
