"var","categoria","Seguro lo votaria","Quizás lo votaría","Nunca lo votaría"
"P17","Ni buena ni mala",0.295,0.254,0.376
"P17","Mala",0.142,0.086,0.048
"P17","Muy mala",0.054,0.062,0.026
"P17","No sabe",0.424,0.557,0.463
"P18","Muy buena",0.093,0.171,0.071
"P18","Buena",0.058,0.11,0.132
"P18","Ni buena ni mala",0.412,0.333,0.335
"P18","Mala",0.19,0.091,0.08
"P18","Muy mala",0.015,0.074,0.116
"P18","No sabe",0.232,0.221,0.266
"P19","Muy buena",0.056,0.135,0.164
"P19","Buena",0.124,0.095,0.257
"P19","Ni buena ni mala",0.343,0.307,0.282
"P19","Mala",0.24,0.303,0.164
"P19","Muy mala",0.214,0.152,0.081
"P19","No sabe",0.023,0.008,0.052
"P20","Que continúe el intendente Julio Zamora",0.081,0.146,0.127
"P20","Que continúe Julio Zamora pero con mejoras",0.103,0.184,0.252
"P20","Que cambie Julio Zamora pero que se mantengan los avances",0.246,0.234,0.218
"P20","Que cambie el intendente Julio Zamora",0.57,0.436,0.403
"P21","Es kirchnerista",0.132,0.118,0.173
"P21","Forma parte del Frente de Todos",0.259,0.161,0.314
"P21","Es un hombre de Massa",0.184,0.114,0.132
"P21","Es un peronista independiente de centro",0.094,0.072,0.059
"P21","Es un oportunista y está donde le conviene",0.164,0.37,0.209
"P21","No sabe",0.167,0.165,0.113
"P22","Son lo mismo aunque estén en espacios politoca diferentes",0.292,0.18,0.082
"P22","Son aliados tácticos pero lo ocultan",0.115,0.154,0.127
"P22","Son adversarios políticos",0.36,0.411,0.416
"P22","No sabe",0.233,0.255,0.375
"P23","Son lo mismo, ambos son de Massa",0.323,0.224,0.246
"P23","Son aliados en el Frente de Todos pero compiten",0.316,0.246,0.294
"P23","Son enemigos porque Zamora traicionó a Massa",0.191,0.227,0.181
"P23","No sabe",0.17,0.303,0.279
"P24","La seguridad",0.228,0.217,0.232
"P24","El tránsito",0.118,0.076,0.069
"P24","El arreglo de las calles",0.111,0.197,0.022
"P24","El estado de las escuelas y la educación",0.004,0.028,0.071
"P24","El sistema de salud",0.034,0.093,0.165
"P24","El deporte y la cultura",0.191,0.159,0.097
"P24","La obra pública",0.125,0.017,0.102
"P24","La luminaria",0.106,0.059,0.082
"P24","No sabe",0.083,0.154,0.16
"P25","La seguridad",0.167,0.049,0.116
"P25","El tránsito",0.24,0.104,0.181
"P25","El arreglo de las calles",0.17,0.205,0.173
"P25","El estado de las escuelas y la educación",0.225,0.228,0.083
"P25","El sistema de salud",0.139,0.085,0.247
"P25","El deporte y la cultura",0.011,0,0.014
"P25","La obra pública",0.029,0.049,0.07
"P25","La luminaria",0.004,0.047,0.033
"P25","No sabe",0.015,0.233,0.083
"P26","Agua corriente y cloacas",0.813,0.935,0.89
"P26","Energía eléctrica",0.11,0.01,0.027
"P26","Red de gas natural",0,0,0.04
"P26","Recolección de residuos",0.067,0.015,0.026
"P26","Ninguno",0.01,0.04,0.017
"P27","Los robos",0.343,0.316,0.266
"P27","El narcotráfico",0.214,0.297,0.361
"P27","La ausencia de patrulleros y personal policial",0.348,0.146,0.136
"P27","Otro",0.075,0.182,0.16
"P27","Ninguno",0.02,0.059,0.077
"P32","A Horacio Rodriguez Larreta",0.257,0.289,0.245
"P32","A Mauricio Macri",0.092,0.155,0.092
"P32","A Patricia Bullrich",0.572,0.365,0.3
"P32","A Facundo Manes",0.037,0.123,0.186
"P32","A Gerardo Morales",0.042,0.068,0.177
"P34","Muy buena",0.091,0.02,0.073
"P34","Buena",0.021,0.25,0.104
"P34","Ni buena ni mala",0.022,0.005,0.276
"P34","Mala",0.066,0.119,0.098
"P34","Muy mala",0.796,0.606,0.449
"P34","No sabe",0.004,0,0
"P35","Muy buena",0.145,0.245,0.126
"P35","Buena",0.407,0.103,0.145
"P35","Ni buena ni mala",0.166,0.241,0.157
"P35","Mala",0.145,0.244,0.093
"P35","Muy mala",0.133,0.167,0.417
"P35","No sabe",0.004,0,0.062
"P36","Muy buena",0.029,0.035,0.229
"P36","Buena",0.014,0.015,0.059
"P36","Ni buena ni mala",0.015,0.042,0.144
"P36","Mala",0.056,0.096,0.055
"P36","Muy mala",0.886,0.737,0.511
"P36","No sabe",0,0.075,0.002
"P37","Muy buena",0.087,0.113,0.095
"P37","Buena",0.229,0.305,0.164
"P37","Ni buena ni mala",0.247,0.235,0.205
"P37","Mala",0.215,0.149,0.122
"P37","Muy mala",0.222,0.192,0.322
"P37","No sabe",0,0.006,0.092
"P38","Muy buena",0,0.096,0.06
"P38","Buena",0.046,0.12,0.153
"P38","Ni buena ni mala",0.126,0.076,0.193
"P38","Mala",0.222,0.109,0.127
"P38","Muy mala",0.606,0.599,0.435
"P38","No sabe",0,0,0.032
"P39","Muy buena",0.498,0.411,0.176
"P39","Buena",0.14,0.146,0.203
"P39","Ni buena ni mala",0.193,0.234,0.16
"P39","Mala",0.021,0.124,0.024
"P39","Muy mala",0.148,0.085,0.376
"P39","No sabe",0,0,0.061
"P40","Muy buena",0.577,0.168,0.054
"P40","Buena",0.293,0.212,0.1
"P40","Ni buena ni mala",0.057,0.404,0.265
"P40","Mala",0.03,0.053,0.175
"P40","Muy mala",0.027,0.09,0.363
"P40","No sabe",0.016,0.073,0.043
