"var","categoria","Los robos","El narcotráfico","La ausencia de patrulleros y personal policial","Otro","Ninguno"
"P32","Muy buena",0.101,0.117,0.086,0.036,0.077
"P32","Buena",0.137,0.194,0.1,0.139,0.081
"P32","Ni buena ni mala",0.244,0.188,0.295,0.183,0.362
"P32","Mala",0.165,0.166,0.119,0.212,0.084
"P32","Muy mala",0.319,0.313,0.349,0.333,0.365
"P32","No sabe",0.034,0.022,0.051,0.097,0.031
"P33","Muy buena",0.218,0.148,0.15,0.152,0.072
"P33","Buena",0.102,0.131,0.112,0.092,0.121
"P33","Ni buena ni mala",0.177,0.096,0.278,0.121,0.144
"P33","Mala",0.188,0.124,0.135,0.269,0.182
"P33","Muy mala",0.309,0.494,0.288,0.347,0.425
"P33","No sabe",0.006,0.007,0.037,0.019,0.056
"P34","Muy buena",0.208,0.122,0.125,0.163,0
"P34","Buena",0.07,0.029,0.07,0.058,0.089
"P34","Ni buena ni mala",0.176,0.243,0.315,0.176,0.06
"P34","Mala",0.139,0.161,0.113,0.177,0.388
"P34","Muy mala",0.34,0.402,0.285,0.304,0.463
"P34","No sabe",0.067,0.043,0.092,0.122,0
