"var","categoria","Agua corriente y cloacas","Energía eléctrica","Red de gas natural","Recolección de residuos","Ninguno"
"P20","No sabe",0.141,0.299,0.208,0.179,0.15
"P21","A Gustavo Menéndez",0.457,0.436,0.433,0.598,0.505
"P21","A Karina Menéndez",0.234,0.236,0.212,0.032,0.129
"P21","A Florencia Lizaraso",0.08,0.034,0.261,0.214,0.126
"P21","No sabe",0.229,0.294,0.094,0.156,0.24
"P22","Frente de Todos y el peronismo",0.344,0.391,0.442,0.291,0.445
"P22","Cambiemos",0.265,0.17,0.278,0.118,0.224
"P22","Liberales",0.17,0.114,0.06,0.232,0.049
"P22","Izquierda",0.078,0.166,0.087,0.142,0.077
"P22","No sabe",0.143,0.159,0.133,0.217,0.205
"P24","A Alberto Fernández",0.306,0.338,0.456,0.238,0.145
"P24","A Sergio Massa",0.167,0.125,0.147,0.297,0.426
"P24","A algún candidato del peronismo",0.249,0.274,0.02,0.079,0.177
"P24","A algún candidato del kirchnerismo",0.278,0.263,0.377,0.386,0.252
"P25","Seguro la votaria",0.71,0.326,0.932,0.697,0.617
"P25","Quizás la votaría",0.148,0.118,0.037,0.117,0.212
"P25","Nunca la votaría",0.142,0.556,0.031,0.186,0.171
"P26","A Horacio Rodriguez Larreta",0.578,0.285,0.592,0.26,0.422
"P26","A Mauricio Macri",0.14,0.399,0.29,0.247,0.07
"P26","A Patricia Bullrich",0.185,0.022,0.087,0.322,0.412
"P26","A Facundo Manes",0.044,0.189,0.017,0.171,0.048
"P26","A Martín Lousteau",0.053,0.105,0.014,0,0.048
"P27","Seguro lo votaria",0.395,0.037,0.241,0.153,0.247
"P27","Quizás lo votaría",0.133,0.189,0.149,0.479,0.071
"P27","Nunca lo votaría",0.472,0.774,0.61,0.368,0.682
"P28","Muy buena",0.092,0.125,0.113,0.104,0.084
"P28","Buena",0.16,0.138,0.219,0.101,0.162
"P28","Ni buena ni mala",0.223,0.242,0.186,0.191,0.234
"P28","Mala",0.175,0.15,0.148,0.267,0.109
"P28","Muy mala",0.348,0.336,0.329,0.332,0.354
"P28","No sabe",0.002,0.009,0.005,0.005,0.057
"P29","Muy buena",0.104,0.113,0.112,0.121,0.088
"P29","Buena",0.123,0.111,0.093,0.112,0.09
"P29","Ni buena ni mala",0.191,0.116,0.124,0.157,0.103
"P29","Mala",0.161,0.185,0.277,0.193,0.236
"P29","Muy mala",0.41,0.451,0.363,0.413,0.468
"P29","No sabe",0.011,0.024,0.031,0.004,0.015
"P30","Muy buena",0.328,0.203,0.374,0.238,0.376
"P30","Buena",0.056,0.075,0.067,0.109,0.045
"P30","Ni buena ni mala",0.138,0.195,0.072,0.07,0.172
"P30","Mala",0.063,0.07,0.072,0.12,0.092
"P30","Muy mala",0.408,0.446,0.415,0.414,0.268
"P30","No sabe",0.007,0.011,0,0.049,0.047
"P31","Muy buena",0.155,0.286,0.22,0.166,0.097
"P31","Buena",0.13,0.102,0.129,0.128,0.123
"P31","Ni buena ni mala",0.25,0.131,0.233,0.196,0.249
"P31","Mala",0.119,0.186,0.1,0.188,0.172
"P31","Muy mala",0.316,0.271,0.234,0.263,0.267
"P31","No sabe",0.03,0.024,0.084,0.059,0.092
"P32","Muy buena",0.123,0.08,0.036,0.062,0.086
"P32","Buena",0.127,0.204,0.104,0.106,0.157
"P32","Ni buena ni mala",0.258,0.171,0.267,0.235,0.273
"P32","Mala",0.145,0.124,0.245,0.18,0.106
"P32","Muy mala",0.341,0.401,0.244,0.324,0.309
"P32","No sabe",0.006,0.02,0.104,0.093,0.069
"P33","Muy buena",0.216,0.114,0.219,0.165,0.107
"P33","Buena",0.107,0.153,0.05,0.119,0.117
"P33","Ni buena ni mala",0.21,0.065,0.19,0.155,0.233
"P33","Mala",0.155,0.222,0.156,0.199,0.189
"P33","Muy mala",0.306,0.418,0.362,0.332,0.333
"P33","No sabe",0.006,0.028,0.023,0.03,0.021
"P34","Muy buena",0.217,0.146,0.116,0.143,0.085
"P34","Buena",0.059,0.058,0.05,0.083,0.079
"P34","Ni buena ni mala",0.195,0.135,0.326,0.222,0.245
"P34","Mala",0.119,0.188,0.154,0.166,0.171
"P34","Muy mala",0.361,0.339,0.261,0.286,0.366
"P34","No sabe",0.049,0.134,0.093,0.1,0.054
