"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P15","Menos de un vaso al día",0.117,0.08,0.073,0.108,0.139
"P15","De 1 a 4 vasos al día",0.265,0.378,0.365,0.346,0.241
"P15","Más de 4 vasos al día",0.552,0.492,0.506,0.439,0.482
"P15","No consume agua",0.066,0.05,0.056,0.107,0.138
"P16","Agua embotellada/mineral",0.201,0.167,0.131,0.134,0.138
"P16","Agua de la canilla filtrada",0.287,0.329,0.299,0.304,0.214
"P16","Agua de la canilla directamente",0.399,0.381,0.431,0.435,0.517
"P16","Agua de bidón",0.1,0.119,0.132,0.102,0.09
"P16","No consume agua",0.013,0.004,0.007,0.025,0.041
"P17","Todos los días",0.095,0.054,0.057,0.057,0.1
"P17","Entre 4 y 6 días a la semana",0.093,0.105,0.074,0.103,0.077
"P17","Entre 1 y 3 días a la semana",0.225,0.236,0.209,0.154,0.099
"P17","Raramente",0.311,0.328,0.363,0.296,0.141
"P17","Nunca",0.276,0.277,0.297,0.39,0.583
"P18","Vino",0.262,0.269,0.241,0.161,0.099
"P18","Cerveza",0.144,0.177,0.164,0.148,0.121
"P18","Destilados (whisky, vodka, ron, etc.)",0.072,0.073,0.037,0.064,0.051
"P18","Espumantes",0.076,0.045,0.052,0.051,0.037
"P18","Otros",0.124,0.116,0.104,0.123,0.184
"P18","No consume bebidas alcohólicas",0.322,0.32,0.402,0.453,0.508
"P19","Todos los días",0.142,0.138,0.101,0.092,0.125
"P19","Entre 4 y 6 días a la semana",0.104,0.121,0.091,0.108,0.101
"P19","Entre 1 y 3 días a la semana",0.143,0.191,0.193,0.155,0.16
"P19","Raramente",0.359,0.359,0.41,0.387,0.331
"P19","Nunca",0.252,0.191,0.205,0.258,0.283
"P20","Todos los días",0.492,0.503,0.506,0.552,0.525
"P20","Entre 4 y 6 días a la semana",0.079,0.127,0.089,0.089,0.051
"P20","Entre 1 y 3 días a la semana",0.105,0.091,0.12,0.073,0.063
"P20","Raramente",0.173,0.152,0.16,0.167,0.175
"P20","Nunca",0.151,0.127,0.125,0.119,0.186
"P21","Todos los días",0.559,0.58,0.469,0.398,0.389
"P21","Entre 4 y 6 días a la semana",0.17,0.17,0.177,0.154,0.154
"P21","Entre 1 y 3 días a la semana",0.116,0.105,0.172,0.162,0.096
"P21","Raramente",0.105,0.085,0.136,0.214,0.139
"P21","Nunca",0.05,0.06,0.046,0.072,0.222
"P22","Asado",0.424,0.439,0.388,0.408,0.39
"P22","Pizza",0.096,0.092,0.089,0.089,0.054
"P22","Milanesa",0.148,0.15,0.182,0.155,0.103
"P22","Pastas",0.11,0.088,0.135,0.114,0.088
"P22","Empanadas",0.04,0.047,0.048,0.038,0.062
"P22","Hamburguesa",0.015,0.01,0.012,0.003,0.038
"P22","Ensaladas (de cualquier tipo)",0.084,0.06,0.034,0.054,0.029
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.047,0.082,0.074,0.072,0.058
"P22","Polenta o similares (de cualquier tipo)",0.011,0.016,0.018,0.044,0.068
"P22","Ninguno de los anteriores",0.025,0.016,0.02,0.023,0.11
"P23","Asado",0.14,0.131,0.109,0.079,0.134
"P23","Pizza",0.049,0.083,0.073,0.062,0.059
"P23","Milanesa",0.2,0.217,0.207,0.19,0.064
"P23","Pastas",0.165,0.186,0.2,0.182,0.178
"P23","Empanadas",0.042,0.041,0.041,0.025,0.02
"P23","Hamburguesa",0.011,0.02,0.019,0.014,0.101
"P23","Ensaladas (de cualquier tipo)",0.177,0.118,0.06,0.074,0.034
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.106,0.117,0.138,0.132,0.07
"P23","Polenta o similares (de cualquier tipo)",0.036,0.032,0.073,0.143,0.18
"P23","Ninguno de los anteriores",0.074,0.055,0.08,0.099,0.16
"P24","Helado",0.278,0.266,0.258,0.256,0.161
"P24","Tortas, tartas dulces y masas",0.15,0.15,0.16,0.148,0.129
"P24","Ensalada de frutas",0.175,0.185,0.171,0.139,0.126
"P24","Flan, budín de pan y similares",0.11,0.134,0.12,0.129,0.13
"P24","Dulce de batata, membrillo o similares",0.081,0.069,0.083,0.074,0.106
"P24","Facturas de todo tipo",0.022,0.034,0.042,0.044,0.08
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.036,0.036,0.016,0.024,0.016
"P24","Gelatina",0.032,0.044,0.036,0.055,0.024
"P24","Panqueques, wafles y similares",0.033,0.022,0.015,0.034,0.019
"P24","Ninguno de los anteriores",0.083,0.06,0.099,0.097,0.209
"P25","Helado",0.113,0.124,0.116,0.11,0.163
"P25","Tortas, tartas dulces y masas",0.153,0.171,0.127,0.138,0.12
"P25","Ensalada de frutas",0.144,0.128,0.082,0.036,0.061
"P25","Flan, budín de pan y similares",0.066,0.079,0.059,0.056,0.012
"P25","Dulce de batata, membrillo o similares",0.094,0.117,0.105,0.12,0.08
"P25","Facturas de todo tipo",0.082,0.082,0.094,0.088,0.063
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.026,0.027,0.035,0.02,0.037
"P25","Gelatina",0.03,0.032,0.053,0.062,0.055
"P25","Panqueques, wafles y similares",0.016,0.016,0.007,0.017,0.025
"P25","Ninguno de los anteriores",0.276,0.224,0.322,0.353,0.384
"P26","Vegetariano",0.075,0.048,0.038,0.036,0.035
"P26","Vegano",0.052,0.064,0.022,0.037,0.061
"P26","Dieta baja en carnes rojas",0.176,0.171,0.13,0.077,0.15
"P26","Dieta baja en carbohidratos",0.115,0.108,0.088,0.056,0.093
"P26","Dieta baja en azúcares",0.145,0.118,0.123,0.136,0.095
"P26","Kosher o Alal",0.018,0.024,0.02,0.025,0.011
"P26","Ninguna restricción alimentaria",0.419,0.467,0.579,0.633,0.555
"P27","Si",0.555,0.584,0.533,0.504,0.387
"P27","Parcialmente",0.143,0.195,0.21,0.168,0.139
"P27","No",0.302,0.221,0.257,0.328,0.474
"P28","Si",0.726,0.715,0.714,0.713,0.832
"P28","Si, pero solo en algunos de ellos",0.224,0.243,0.248,0.226,0.135
"P28","No",0.05,0.042,0.038,0.061,0.033
"P29","Si",0.674,0.63,0.617,0.584,0.548
"P29","No",0.326,0.37,0.383,0.416,0.452
"P30","Muy de acuerdo",0.63,0.557,0.512,0.573,0.517
"P30","Parcialmente de acuerdo",0.289,0.342,0.349,0.273,0.278
"P30","No",0.081,0.101,0.139,0.154,0.205
"P31","Bajo peso",0.1,0.084,0.092,0.114,0.096
"P31","Sobrepeso",0.247,0.268,0.282,0.312,0.199
"P31","Obesidad",0.117,0.103,0.117,0.107,0.182
"P31","Normal",0.465,0.481,0.449,0.347,0.423
"P31","No sabe",0.071,0.064,0.06,0.12,0.1
"P32","Diabetes",0.112,0.082,0.092,0.115,0.158
"P32","Hipertensión",0.15,0.212,0.185,0.167,0.119
"P32","Enfermedades cardiovasculares",0.043,0.057,0.064,0.055,0.026
"P32","Celiaquía",0.104,0.101,0.065,0.055,0.074
"P32","Ninguna",0.524,0.486,0.536,0.462,0.428
"P32","No sabe",0.067,0.062,0.058,0.146,0.195
"P33","Todos los días",0.044,0.02,0.037,0.047,0.061
"P33","Entre 4 y 6 días a la semana",0.063,0.065,0.047,0.029,0.035
"P33","Entre 1 y 3 días a la semana",0.137,0.131,0.095,0.067,0.105
"P33","Raramente",0.352,0.362,0.311,0.239,0.129
"P33","Nunca",0.404,0.422,0.51,0.618,0.67
"P34","Todos los días",0.017,0.012,0.014,0.022,0.07
"P34","Entre 4 y 6 días a la semana",0.037,0.027,0.018,0.02,0.003
"P34","Entre 1 y 3 días a la semana",0.125,0.129,0.111,0.094,0.117
"P34","Raramente",0.376,0.381,0.318,0.304,0.182
"P34","Nunca",0.445,0.451,0.539,0.56,0.628
"P35","Todos los días",0.646,0.623,0.639,0.615,0.528
"P35","Entre 4 y 6 días a la semana",0.135,0.165,0.146,0.139,0.046
"P35","Entre 1 y 3 días a la semana",0.052,0.079,0.077,0.065,0.107
"P35","Raramente",0.078,0.062,0.056,0.088,0.089
"P35","Nunca",0.089,0.071,0.082,0.093,0.23
"P36","Menos de 1 comida al día",0.192,0.195,0.145,0.234,0.265
"P36","1 comida",0.235,0.259,0.336,0.436,0.268
"P36","2 comidas",0.225,0.277,0.303,0.189,0.264
"P36","3 comidas",0.159,0.127,0.131,0.08,0.076
"P36","4 comidas",0.154,0.132,0.077,0.052,0.11
"P36","Más de 4 comidas",0.035,0.01,0.008,0.009,0.017
"P37","Precio",0.243,0.21,0.334,0.443,0.332
"P37","Calidad",0.237,0.203,0.168,0.149,0.132
"P37","Cantidad de sellos presentes en el producto",0.061,0.079,0.056,0.046,0.083
"P37","Precio y calidad",0.304,0.36,0.29,0.198,0.134
"P37","Precio y cantidad de sellos presentes en el producto",0.043,0.048,0.034,0.043,0.069
"P37","Calidad y cantidad de sellos presentes en el producto",0.021,0.012,0.01,0.004,0.065
"P37","Precio, calidad y cantidad de sellos presentes en el producto",0.075,0.062,0.067,0.033,0.022
"P37","Compra sin ningún tipo de consideración",0.016,0.026,0.041,0.084,0.163
"P38","Menos de 1 vez a la semana",0.194,0.168,0.194,0.32,0.162
"P38","1 vez a la semana",0.256,0.274,0.299,0.272,0.251
"P38","Entre 1 a 4 veces a la semana",0.29,0.341,0.256,0.128,0.161
"P38","Más de 4 veces a la semana",0.183,0.172,0.164,0.173,0.222
"P38","No sabe",0.077,0.045,0.087,0.107,0.204
"P39","Hipermercado/Supermercado",0.438,0.488,0.488,0.47,0.37
"P39","Almacenes",0.281,0.235,0.24,0.299,0.29
"P39","Productores locales/mercados de cercanía/Ferias",0.166,0.207,0.17,0.121,0.141
"P39","Vía pública",0.067,0.024,0.037,0.048,0.057
"P39","No sabe",0.048,0.046,0.065,0.062,0.142
