"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P26","Vegetariano",0.081,0.077,0.041,0.041,0.043
"P26","Vegano",0.068,0.101,0.057,0.022,0.036
"P26","Dieta baja en carnes rojas",0.211,0.156,0.144,0.141,0.125
"P26","Dieta baja en carbohidratos",0.074,0.101,0.095,0.119,0.068
"P26","Dieta baja en azúcares",0.14,0.119,0.127,0.13,0.123
"P26","Kosher o Alal",0.017,0.033,0.032,0.014,0.02
"P26","Ninguna restricción alimentaria",0.409,0.413,0.504,0.533,0.585
"P27","Si",0.607,0.525,0.595,0.542,0.494
"P27","Parcialmente",0.123,0.241,0.213,0.194,0.147
"P27","No",0.27,0.234,0.192,0.264,0.359
"P28","Si",0.836,0.682,0.725,0.714,0.709
"P28","Si, pero solo en algunos de ellos",0.094,0.275,0.232,0.246,0.244
"P28","No",0.07,0.043,0.043,0.04,0.047
"P29","Si",0.653,0.609,0.619,0.646,0.601
"P29","No",0.347,0.391,0.381,0.354,0.399
"P30","Muy de acuerdo",0.596,0.579,0.497,0.606,0.531
"P30","Parcialmente de acuerdo",0.251,0.306,0.388,0.291,0.328
"P30","No",0.153,0.115,0.115,0.103,0.141
"P31","Bajo peso",0.22,0.153,0.072,0.083,0.081
"P31","Sobrepeso",0.26,0.291,0.274,0.301,0.241
"P31","Obesidad",0.095,0.117,0.154,0.09,0.116
"P31","Normal",0.348,0.399,0.455,0.449,0.462
"P31","No sabe",0.077,0.04,0.045,0.077,0.1
"P32","Diabetes",0.205,0.078,0.083,0.094,0.101
"P32","Hipertensión",0.2,0.224,0.16,0.184,0.171
"P32","Enfermedades cardiovasculares",0.062,0.057,0.061,0.058,0.045
"P32","Celiaquía",0.073,0.107,0.095,0.078,0.071
"P32","Ninguna",0.401,0.469,0.542,0.504,0.509
"P32","No sabe",0.059,0.065,0.059,0.082,0.103
"P33","Todos los días",0.171,0.031,0.037,0.023,0.024
"P33","Entre 4 y 6 días a la semana",0.071,0.105,0.069,0.038,0.036
"P33","Entre 1 y 3 días a la semana",0.123,0.163,0.175,0.116,0.043
"P33","Raramente",0.257,0.302,0.376,0.375,0.225
"P33","Nunca",0.378,0.399,0.343,0.448,0.672
"P34","Todos los días",0.114,0.025,0.01,0.01,0.008
"P34","Entre 4 y 6 días a la semana",0.072,0.048,0.028,0.018,0.012
"P34","Entre 1 y 3 días a la semana",0.141,0.19,0.174,0.12,0.05
"P34","Raramente",0.348,0.334,0.398,0.378,0.259
"P34","Nunca",0.325,0.403,0.39,0.474,0.671
"P35","Todos los días",0.533,0.515,0.554,0.648,0.703
"P35","Entre 4 y 6 días a la semana",0.16,0.232,0.191,0.149,0.081
"P35","Entre 1 y 3 días a la semana",0.089,0.075,0.096,0.074,0.049
"P35","Raramente",0.117,0.065,0.078,0.064,0.058
"P35","Nunca",0.101,0.113,0.081,0.065,0.109
"P36","Menos de 1 comida al día",0.258,0.192,0.188,0.149,0.211
"P36","1 comida",0.179,0.3,0.256,0.338,0.34
"P36","2 comidas",0.25,0.273,0.247,0.288,0.238
"P36","3 comidas",0.176,0.116,0.16,0.119,0.101
"P36","4 comidas",0.118,0.111,0.136,0.095,0.091
"P36","Más de 4 comidas",0.019,0.008,0.013,0.011,0.019
"P37","Precio",0.296,0.193,0.212,0.313,0.372
"P37","Calidad",0.238,0.239,0.223,0.177,0.147
"P37","Cantidad de sellos presentes en el producto",0.061,0.105,0.075,0.05,0.056
"P37","Precio y calidad",0.243,0.296,0.332,0.307,0.256
"P37","Precio y cantidad de sellos presentes en el producto",0.051,0.067,0.043,0.045,0.031
"P37","Calidad y cantidad de sellos presentes en el producto",0.038,0.011,0.015,0.009,0.015
"P37","Precio, calidad y cantidad de sellos presentes en el producto",0.04,0.056,0.067,0.065,0.055
"P37","Compra sin ningún tipo de consideración",0.033,0.033,0.033,0.034,0.068
"P38","Menos de 1 vez a la semana",0.23,0.146,0.211,0.198,0.224
"P38","1 vez a la semana",0.308,0.328,0.248,0.26,0.294
"P38","Entre 1 a 4 veces a la semana",0.198,0.297,0.286,0.28,0.23
"P38","Más de 4 veces a la semana",0.21,0.176,0.191,0.179,0.147
"P38","No sabe",0.054,0.053,0.064,0.083,0.105
"P39","Hipermercado/Supermercado",0.525,0.446,0.484,0.462,0.465
"P39","Almacenes",0.214,0.312,0.224,0.273,0.26
"P39","Productores locales/mercados de cercanía/Ferias",0.122,0.151,0.166,0.192,0.166
"P39","Vía pública",0.046,0.017,0.06,0.039,0.039
"P39","No sabe",0.093,0.074,0.066,0.034,0.07
