"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P28","Si",0.758,0.736,0.704,0.681,0.674
"P28","Si, pero solo en algunos de ellos",0.19,0.217,0.269,0.271,0.247
"P28","No",0.052,0.047,0.027,0.048,0.079
"P29","Si",0.664,0.64,0.587,0.59,0.648
"P29","No",0.336,0.36,0.413,0.41,0.352
"P30","Muy de acuerdo",0.627,0.56,0.508,0.505,0.581
"P30","Parcialmente de acuerdo",0.281,0.345,0.346,0.359,0.22
"P30","No",0.092,0.095,0.146,0.136,0.199
"P31","Bajo peso",0.101,0.068,0.088,0.104,0.143
"P31","Sobrepeso",0.288,0.328,0.265,0.248,0.19
"P31","Obesidad",0.068,0.085,0.132,0.145,0.198
"P31","Normal",0.479,0.461,0.445,0.393,0.404
"P31","No sabe",0.064,0.058,0.07,0.11,0.065
"P32","Diabetes",0.127,0.053,0.093,0.109,0.104
"P32","Hipertensión",0.181,0.204,0.173,0.183,0.127
"P32","Enfermedades cardiovasculares",0.044,0.061,0.058,0.056,0.064
"P32","Celiaquía",0.081,0.088,0.085,0.062,0.115
"P32","Ninguna",0.518,0.539,0.512,0.481,0.398
"P32","No sabe",0.049,0.055,0.079,0.109,0.192
"P33","Todos los días",0.055,0.029,0.029,0.026,0.047
"P33","Entre 4 y 6 días a la semana",0.067,0.054,0.045,0.041,0.039
"P33","Entre 1 y 3 días a la semana",0.175,0.14,0.075,0.057,0.06
"P33","Raramente",0.366,0.383,0.317,0.259,0.104
"P33","Nunca",0.337,0.394,0.534,0.617,0.75
"P34","Todos los días",0.028,0.016,0.011,0.012,0.024
"P34","Entre 4 y 6 días a la semana",0.042,0.024,0.011,0.022,0.008
"P34","Entre 1 y 3 días a la semana",0.16,0.157,0.104,0.055,0.08
"P34","Raramente",0.383,0.404,0.354,0.29,0.113
"P34","Nunca",0.387,0.399,0.52,0.621,0.775
"P35","Todos los días",0.64,0.612,0.639,0.622,0.589
"P35","Entre 4 y 6 días a la semana",0.176,0.17,0.145,0.1,0.085
"P35","Entre 1 y 3 días a la semana",0.067,0.086,0.059,0.076,0.089
"P35","Raramente",0.053,0.088,0.067,0.087,0.035
"P35","Nunca",0.064,0.044,0.09,0.115,0.202
"P36","Menos de 1 comida al día",0.149,0.179,0.177,0.236,0.25
"P36","1 comida",0.214,0.282,0.332,0.381,0.428
"P36","2 comidas",0.272,0.271,0.271,0.252,0.175
"P36","3 comidas",0.153,0.143,0.129,0.088,0.068
"P36","4 comidas",0.183,0.118,0.081,0.038,0.059
"P36","Más de 4 comidas",0.029,0.007,0.01,0.005,0.02
"P37","Precio",0.189,0.239,0.285,0.425,0.544
"P37","Calidad",0.245,0.217,0.136,0.165,0.134
"P37","Cantidad de sellos presentes en el producto",0.059,0.052,0.077,0.068,0.033
"P37","Precio y calidad",0.321,0.337,0.347,0.211,0.097
"P37","Precio y cantidad de sellos presentes en el producto",0.059,0.039,0.045,0.032,0.014
"P37","Calidad y cantidad de sellos presentes en el producto",0.02,0.015,0.006,0.014,0.018
"P37","Precio, calidad y cantidad de sellos presentes en el producto",0.083,0.068,0.06,0.027,0.051
"P37","Compra sin ningún tipo de consideración",0.024,0.033,0.044,0.058,0.109
"P38","Menos de 1 vez a la semana",0.162,0.143,0.209,0.273,0.326
"P38","1 vez a la semana",0.274,0.278,0.293,0.266,0.265
"P38","Entre 1 a 4 veces a la semana",0.352,0.313,0.234,0.178,0.138
"P38","Más de 4 veces a la semana",0.155,0.197,0.203,0.165,0.106
"P38","No sabe",0.057,0.069,0.061,0.118,0.165
"P39","Hipermercado/Supermercado",0.553,0.519,0.425,0.413,0.364
"P39","Almacenes",0.203,0.211,0.302,0.288,0.345
"P39","Productores locales/mercados de cercanía/Ferias",0.172,0.17,0.184,0.161,0.146
"P39","Vía pública",0.017,0.045,0.043,0.066,0.052
"P39","No sabe",0.055,0.055,0.046,0.072,0.093
