"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P09","Entre 4 y 6 días a la semana",0.187,0.214,0.11,0.056,0.038
"P09","Entre 1 y 3 días a la semana",0.242,0.284,0.336,0.146,0.076
"P09","Raramente",0.271,0.349,0.412,0.57,0.326
"P09","Nunca",0.09,0.077,0.116,0.182,0.529
"P10","Todos los días",0.253,0.135,0.155,0.13,0.15
"P10","Entre 4 y 6 días a la semana",0.183,0.253,0.161,0.127,0.066
"P10","Entre 1 y 3 días a la semana",0.248,0.313,0.33,0.234,0.122
"P10","Raramente",0.233,0.238,0.289,0.38,0.315
"P10","Nunca",0.083,0.061,0.065,0.129,0.347
"P11","Todos los días",0.382,0.259,0.219,0.174,0.149
"P11","Entre 4 y 6 días a la semana",0.173,0.251,0.159,0.113,0.085
"P11","Entre 1 y 3 días a la semana",0.194,0.273,0.321,0.221,0.188
"P11","Raramente",0.18,0.175,0.237,0.372,0.201
"P11","Nunca",0.071,0.042,0.064,0.12,0.377
"P12","Todos los días",0.136,0.044,0.04,0.026,0.082
"P12","Entre 4 y 6 días a la semana",0.095,0.204,0.074,0.05,0.052
"P12","Entre 1 y 3 días a la semana",0.269,0.294,0.465,0.173,0.089
"P12","Raramente",0.35,0.37,0.344,0.635,0.208
"P12","Nunca",0.15,0.088,0.077,0.116,0.569
"P14","Todos los días",0.315,0.065,0.044,0.042,0.106
"P14","Entre 4 y 6 días a la semana",0.212,0.428,0.142,0.143,0.107
"P14","Entre 1 y 3 días a la semana",0.295,0.34,0.531,0.301,0.145
"P14","Raramente",0.137,0.136,0.236,0.415,0.291
"P14","Nunca",0.041,0.031,0.047,0.099,0.351
"P15","Menos de un vaso al día",0.151,0.083,0.049,0.061,0.188
"P15","De 1 a 4 vasos al día",0.353,0.398,0.342,0.272,0.224
"P15","Más de 4 vasos al día",0.434,0.493,0.548,0.555,0.371
"P15","No consume agua",0.062,0.026,0.061,0.112,0.217
"P16","Agua embotellada/mineral",0.211,0.138,0.132,0.144,0.11
"P16","Agua de la canilla filtrada",0.299,0.337,0.299,0.278,0.244
"P16","Agua de la canilla directamente",0.363,0.415,0.45,0.427,0.471
"P16","Agua de bidón",0.116,0.106,0.116,0.126,0.117
"P16","No consume agua",0.011,0.004,0.003,0.025,0.058
"P17","Todos los días",0.098,0.059,0.045,0.048,0.107
"P17","Entre 4 y 6 días a la semana",0.106,0.121,0.067,0.077,0.053
"P17","Entre 1 y 3 días a la semana",0.196,0.217,0.224,0.177,0.19
"P17","Raramente",0.291,0.33,0.365,0.344,0.099
"P17","Nunca",0.309,0.273,0.299,0.354,0.551
"P18","Vino",0.264,0.235,0.265,0.148,0.165
"P18","Cerveza",0.171,0.212,0.152,0.111,0.03
"P18","Destilados (whisky, vodka, ron, etc.)",0.064,0.066,0.059,0.052,0.019
"P18","Espumantes",0.027,0.046,0.057,0.101,0.046
"P18","Otros",0.117,0.118,0.093,0.139,0.215
"P18","No consume bebidas alcohólicas",0.357,0.323,0.374,0.449,0.525
"P19","Todos los días",0.189,0.117,0.085,0.076,0.098
"P19","Entre 4 y 6 días a la semana",0.119,0.15,0.094,0.053,0.051
"P19","Entre 1 y 3 días a la semana",0.166,0.188,0.208,0.14,0.069
"P19","Raramente",0.334,0.372,0.398,0.455,0.242
"P19","Nunca",0.192,0.173,0.215,0.276,0.54
"P20","Todos los días",0.566,0.51,0.498,0.464,0.459
"P20","Entre 4 y 6 días a la semana",0.073,0.137,0.105,0.069,0.06
"P20","Entre 1 y 3 días a la semana",0.082,0.101,0.121,0.086,0.094
"P20","Raramente",0.139,0.14,0.163,0.247,0.07
"P20","Nunca",0.14,0.112,0.113,0.134,0.317
"P21","Todos los días",0.576,0.512,0.489,0.405,0.453
"P21","Entre 4 y 6 días a la semana",0.14,0.195,0.17,0.188,0.121
"P21","Entre 1 y 3 días a la semana",0.113,0.132,0.189,0.123,0.03
"P21","Raramente",0.11,0.11,0.116,0.201,0.162
"P21","Nunca",0.061,0.051,0.036,0.083,0.234
"P22","Asado",0.441,0.437,0.388,0.391,0.353
"P22","Pizza",0.088,0.1,0.079,0.099,0.081
"P22","Milanesa",0.154,0.163,0.186,0.143,0.04
"P22","Pastas",0.123,0.113,0.112,0.093,0.108
"P22","Empanadas",0.043,0.039,0.043,0.053,0.072
"P22","Hamburguesa",0.009,0.016,0.009,0.009,0.039
"P22","Ensaladas (de cualquier tipo)",0.044,0.028,0.069,0.078,0.054
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.06,0.073,0.074,0.069,0.087
"P22","Polenta o similares (de cualquier tipo)",0.013,0.014,0.024,0.031,0.088
"P22","Ninguno de los anteriores",0.025,0.017,0.016,0.034,0.078
"P23","Asado",0.142,0.116,0.098,0.113,0.112
"P23","Pizza",0.076,0.09,0.064,0.041,0.043
"P23","Milanesa",0.184,0.215,0.229,0.166,0.131
"P23","Pastas",0.251,0.206,0.158,0.129,0.093
"P23","Empanadas",0.045,0.033,0.033,0.047,0.012
"P23","Hamburguesa",0.023,0.029,0.015,0.014,0.014
"P23","Ensaladas (de cualquier tipo)",0.059,0.082,0.123,0.135,0.15
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.118,0.126,0.115,0.125,0.16
"P23","Polenta o similares (de cualquier tipo)",0.035,0.045,0.092,0.11,0.141
"P23","Ninguno de los anteriores",0.067,0.058,0.073,0.12,0.144
"P24","Helado",0.283,0.302,0.251,0.197,0.184
"P24","Tortas, tartas dulces y masas",0.158,0.171,0.159,0.123,0.075
"P24","Ensalada de frutas",0.166,0.14,0.186,0.186,0.154
"P24","Flan, budín de pan y similares",0.103,0.126,0.135,0.139,0.102
"P24","Dulce de batata, membrillo o similares",0.093,0.065,0.076,0.062,0.147
"P24","Facturas de todo tipo",0.051,0.041,0.033,0.024,0.027
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.02,0.022,0.032,0.036,0.018
"P24","Gelatina",0.026,0.042,0.038,0.056,0.071
"P24","Panqueques, wafles y similares",0.023,0.026,0.022,0.029,0.006
"P24","Ninguno de los anteriores",0.077,0.065,0.068,0.148,0.216
"P25","Helado",0.157,0.132,0.098,0.079,0.108
"P25","Tortas, tartas dulces y masas",0.172,0.17,0.147,0.094,0.049
"P25","Ensalada de frutas",0.087,0.102,0.107,0.108,0.05
"P25","Flan, budín de pan y similares",0.06,0.052,0.069,0.085,0.029
"P25","Dulce de batata, membrillo o similares",0.103,0.116,0.108,0.109,0.081
"P25","Facturas de todo tipo",0.105,0.103,0.08,0.059,0.023
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.025,0.02,0.024,0.055,0.024
"P25","Gelatina",0.029,0.037,0.047,0.071,0.049
"P25","Panqueques, wafles y similares",0.012,0.008,0.019,0.01,0.023
"P25","Ninguno de los anteriores",0.25,0.26,0.301,0.33,0.564
"P26","Vegetariano",0.056,0.061,0.034,0.033,0.067
"P26","Vegano",0.054,0.051,0.031,0.037,0.05
"P26","Dieta baja en carnes rojas",0.145,0.131,0.162,0.135,0.087
"P26","Dieta baja en carbohidratos",0.052,0.073,0.112,0.158,0.076
"P26","Dieta baja en azúcares",0.104,0.121,0.141,0.142,0.144
"P26","Kosher o Alal",0.022,0.018,0.024,0.02,0.028
"P26","Ninguna restricción alimentaria",0.567,0.545,0.496,0.475,0.548
"P27","Si",0.54,0.583,0.55,0.48,0.477
"P27","Parcialmente",0.203,0.191,0.167,0.173,0.168
"P27","No",0.257,0.226,0.283,0.347,0.355
"P28","Si",0.74,0.72,0.721,0.675,0.759
"P28","Si, pero solo en algunos de ellos",0.207,0.247,0.233,0.275,0.207
"P28","No",0.053,0.033,0.046,0.05,0.034
"P29","Si",0.605,0.656,0.609,0.631,0.642
"P29","No",0.395,0.344,0.391,0.369,0.358
"P30","Muy de acuerdo",0.564,0.583,0.515,0.568,0.623
"P30","Parcialmente de acuerdo",0.296,0.317,0.352,0.332,0.265
"P30","No",0.14,0.1,0.133,0.1,0.112
"P31","Bajo peso",0.125,0.1,0.072,0.072,0.141
"P31","Sobrepeso",0.298,0.281,0.268,0.247,0.201
"P31","Obesidad",0.094,0.099,0.123,0.128,0.213
"P31","Normal",0.407,0.455,0.482,0.453,0.275
"P31","No sabe",0.076,0.065,0.055,0.1,0.17
"P32","Diabetes",0.12,0.118,0.068,0.092,0.127
"P32","Hipertensión",0.184,0.163,0.191,0.186,0.141
"P32","Enfermedades cardiovasculares",0.065,0.042,0.049,0.06,0.086
"P32","Celiaquía",0.059,0.083,0.091,0.091,0.104
"P32","Ninguna",0.475,0.515,0.537,0.492,0.419
"P32","No sabe",0.097,0.079,0.064,0.079,0.123
"P33","Todos los días",0.049,0.037,0.022,0.028,0.09
"P33","Entre 4 y 6 días a la semana",0.062,0.043,0.056,0.04,0.051
"P33","Entre 1 y 3 días a la semana",0.109,0.118,0.115,0.1,0.05
"P33","Raramente",0.315,0.329,0.327,0.308,0.139
"P33","Nunca",0.465,0.473,0.48,0.524,0.67
"P34","Todos los días",0.038,0.003,0.011,0.016,0.027
"P34","Entre 4 y 6 días a la semana",0.036,0.029,0.021,0.01,0.001
"P34","Entre 1 y 3 días a la semana",0.114,0.142,0.127,0.087,0.019
"P34","Raramente",0.313,0.381,0.359,0.315,0.213
"P34","Nunca",0.499,0.445,0.482,0.572,0.74
"P35","Todos los días",0.68,0.62,0.608,0.59,0.623
"P35","Entre 4 y 6 días a la semana",0.124,0.179,0.15,0.133,0.06
"P35","Entre 1 y 3 días a la semana",0.065,0.069,0.09,0.066,0.022
"P35","Raramente",0.064,0.053,0.072,0.093,0.069
"P35","Nunca",0.067,0.079,0.08,0.118,0.226
"P36","Menos de 1 comida al día",0.176,0.181,0.185,0.199,0.282
"P36","1 comida",0.288,0.266,0.342,0.341,0.308
"P36","2 comidas",0.268,0.289,0.261,0.216,0.205
"P36","3 comidas",0.135,0.127,0.112,0.146,0.047
"P36","4 comidas",0.117,0.111,0.089,0.092,0.158
"P36","Más de 4 comidas",0.016,0.026,0.011,0.006,0
"P37","Precio",0.323,0.299,0.251,0.339,0.331
"P37","Calidad",0.188,0.174,0.199,0.177,0.201
"P37","Cantidad de sellos presentes en el producto",0.05,0.065,0.076,0.047,0.106
"P37","Precio y calidad",0.287,0.311,0.316,0.257,0.145
"P37","Precio y cantidad de sellos presentes en el producto",0.034,0.05,0.039,0.057,0.025
"P37","Calidad y cantidad de sellos presentes en el producto",0.017,0.009,0.016,0.012,0.023
"P37","Precio, calidad y cantidad de sellos presentes en el producto",0.063,0.06,0.061,0.053,0.054
"P37","Compra sin ningún tipo de consideración",0.038,0.032,0.042,0.058,0.115
"P38","Menos de 1 vez a la semana",0.197,0.187,0.194,0.239,0.333
"P38","1 vez a la semana",0.275,0.273,0.293,0.254,0.299
"P38","Entre 1 a 4 veces a la semana",0.259,0.307,0.267,0.231,0.104
"P38","Más de 4 veces a la semana",0.182,0.163,0.191,0.152,0.143
"P38","No sabe",0.087,0.07,0.055,0.124,0.121
"P39","Hipermercado/Supermercado",0.482,0.5,0.475,0.423,0.386
"P39","Almacenes",0.292,0.228,0.251,0.245,0.318
"P39","Productores locales/mercados de cercanía/Ferias",0.136,0.172,0.179,0.216,0.142
"P39","Vía pública",0.025,0.042,0.059,0.034,0.06
"P39","No sabe",0.065,0.058,0.036,0.082,0.094
