"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P37","No sabe",0,0,0.059,0.036,0.09,0
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.25,0.076,0.098,0.564,0.477,1
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.062,0.139,0.178,0.212,0.199,0
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.138,0.447,0.429,0.161,0.085,0
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0.442,0.338,0.249,0.041,0.239,0
"P38","No sabe",0.108,0,0.046,0.022,0,0
"P39","Oponerse totalmente",0.106,0.067,0.065,0.625,0.603,1
"P39","Oponerse parcialmente",0.212,0.068,0.083,0.082,0.034,0
"P39","Apoyar parcialmente",0.153,0.349,0.535,0.253,0.154,0
"P39","Apoyar totalmente",0.422,0.516,0.229,0.022,0.209,0
"P39","No sabe",0.107,0,0.088,0.018,0,0
"P40","Inseguridad y narcotráfico",0.146,0.213,0.19,0.337,0.231,1
"P40","Altos impuestos y tarifas",0.179,0.185,0.23,0.217,0.141,0
"P40","Educación y estado de las escuelas",0.388,0.309,0.31,0.157,0.067,0
"P40","Inflación",0.267,0.173,0.124,0.176,0.281,0
"P40","Estado de la salud",0.02,0.057,0.049,0.065,0.174,0
"P40","Corrupción",0,0.044,0.046,0.009,0.01,0
"P40","Pobreza",0,0,0,0.008,0.096,0
"P40","Medio ambiente, incendios y contaminación",0,0,0,0.005,0,0
"P40","Falta de trabajo",0,0.019,0.016,0.026,0,0
"P40","No sabe",0,0,0.035,0,0,0
"P44","Muy buena",0.022,0.061,0.047,0.042,0.026,0
"P44","Buena",0.012,0.072,0.152,0.103,0.026,0
"P44","Ni buena ni mala",0.403,0.315,0.404,0.278,0.057,1
"P44","Mala",0.268,0.407,0.285,0.443,0.537,0
"P44","Muy mala",0.295,0.145,0.083,0.127,0.345,0
"P44","No sabe",0,0,0.029,0.007,0.009,0
"P45","Peor",0.326,0.444,0.333,0.691,0.721,1
"P45","Igual",0.192,0.323,0.32,0.204,0.092,0
"P45","Mejor",0.27,0.056,0.092,0.047,0.088,0
"P45","No sabe",0.212,0.177,0.255,0.058,0.099,0
"P46","Peor",0.26,0.295,0.342,0.724,0.817,1
"P46","Igual",0.32,0.378,0.4,0.147,0.12,0
"P46","Mejor",0.155,0.193,0.151,0.068,0.052,0
"P46","No sabe",0.265,0.134,0.107,0.061,0.011,0
"P47","Javier Milei",0.718,0.712,0.576,0.221,0.269,0
"P47","Los gobernadores",0.193,0.223,0.158,0.688,0.693,1
"P47","No sabe",0.089,0.065,0.266,0.091,0.038,0
"P48","Muy buena",0.159,0.086,0.192,0.095,0.043,1
"P48","Buena",0.092,0.178,0.062,0.282,0.163,0
"P48","Ni buena ni mala",0.275,0.212,0.281,0.192,0.228,0
"P48","Mala",0.212,0.369,0.265,0.354,0.162,0
"P48","Muy mala",0.262,0.155,0.178,0.073,0.404,0
"P48","No sabe",0,0,0.022,0.004,0,0
"P50","Muy buena",0.069,0.096,0.155,0.17,0.257,1
"P50","Buena",0.186,0.225,0.204,0.249,0.113,0
"P50","Ni buena ni mala",0.201,0.191,0.209,0.158,0.089,0
"P50","Mala",0.27,0.268,0.207,0.357,0.296,0
"P50","Muy mala",0.274,0.22,0.198,0.055,0.245,0
"P50","No sabe",0,0,0.027,0.011,0,0
"P51","Muy buena",0.377,0.171,0.142,0.027,0.04,0
"P51","Buena",0.251,0.354,0.108,0.128,0.044,0
"P51","Ni buena ni mala",0.221,0.198,0.612,0.4,0.195,0
"P51","Mala",0.112,0.14,0.028,0.242,0.268,1
"P51","Muy mala",0.039,0.029,0.041,0.177,0.408,0
"P51","No sabe",0,0.108,0.069,0.026,0.045,0
"P54","Muy buena",0.235,0.093,0.06,0.313,0.167,0
"P54","Buena",0.103,0.177,0.071,0.068,0.034,0
"P54","Ni buena ni mala",0.066,0.042,0.088,0.103,0.175,0
"P54","Mala",0.2,0.112,0.315,0.327,0.098,1
"P54","Muy mala",0.396,0.547,0.438,0.189,0.484,0
"P54","No sabe",0,0.029,0.028,0,0.042,0
"P55","Muy buena",0.297,0.258,0.073,0.031,0.114,0
"P55","Buena",0.309,0.228,0.184,0.094,0.004,0
"P55","Ni buena ni mala",0.153,0.282,0.388,0.048,0.043,0
"P55","Mala",0.211,0.114,0.2,0.306,0.091,0
"P55","Muy mala",0.03,0.118,0.122,0.517,0.748,1
"P55","No sabe",0,0,0.033,0.004,0,0
"P56","Muy buena",0.277,0.078,0.065,0.119,0.035,0
"P56","Buena",0.043,0.128,0.084,0.153,0.168,1
"P56","Ni buena ni mala",0.066,0.06,0.081,0.265,0.208,0
"P56","Mala",0.218,0.17,0.213,0.136,0.1,0
"P56","Muy mala",0.396,0.564,0.529,0.327,0.489,0
"P56","No sabe",0,0,0.028,0,0,0
"P57","Muy buena",0.104,0.085,0.009,0.396,0.301,1
"P57","Buena",0.026,0.115,0.158,0.182,0.239,0
"P57","Ni buena ni mala",0.015,0.038,0.052,0.114,0.032,0
"P57","Mala",0.263,0.182,0.269,0.145,0.029,0
"P57","Muy mala",0.592,0.58,0.484,0.149,0.399,0
"P57","No sabe",0,0,0.028,0.014,0,0
"P58","Muy buena",0.699,0.495,0.544,0.119,0.303,0
"P58","Buena",0.089,0.32,0.123,0.114,0.026,0
"P58","Ni buena ni mala",0.051,0.009,0.152,0.066,0.013,0
"P58","Mala",0.071,0.065,0.004,0.2,0.092,1
"P58","Muy mala",0.09,0.111,0.144,0.494,0.566,0
"P58","No sabe",0,0,0.033,0.007,0,0
"P59","Muy buena",0.315,0.398,0.377,0.114,0.235,0
"P59","Buena",0.426,0.46,0.399,0.08,0.021,0
"P59","Ni buena ni mala",0.051,0.061,0.061,0.038,0.004,0
"P59","Mala",0.131,0.008,0.02,0.179,0.119,1
"P59","Muy mala",0.077,0.073,0.12,0.582,0.621,0
"P59","No sabe",0,0,0.023,0.007,0,0
"P60","Muy buena",0.694,0.559,0.557,0.14,0.229,0
"P60","Buena",0.047,0.311,0.182,0.097,0.009,0
"P60","Ni buena ni mala",0.111,0.052,0.157,0.043,0.149,0
"P60","Mala",0.046,0,0.02,0.226,0.042,1
"P60","Muy mala",0.077,0.078,0.02,0.484,0.571,0
"P60","No sabe",0.025,0,0.064,0.01,0,0
"P61","Muy buena",0.217,0.05,0.12,0.017,0,0
"P61","Buena",0.196,0.275,0.158,0.083,0.049,0
"P61","Ni buena ni mala",0.334,0.41,0.585,0.426,0.209,1
"P61","Mala",0.215,0.11,0.031,0.215,0.121,0
"P61","Muy mala",0,0.038,0.013,0.244,0.576,0
"P61","No sabe",0.038,0.117,0.093,0.015,0.045,0
