"var","categoria","1-Excelente","2","3","4","5","6","7","8","9-Pésimo","No sabe"
"P16","No sabe",0.037,0,0.013,0,0,0.084,0,0,0.005,0.028
"P19","Muy buena",0.241,0.173,0.173,0.123,0.076,0.191,0.165,0,0.066,0
"P19","Buena",0.121,0.141,0.354,0.434,0.201,0.136,0.361,0.047,0.102,0.103
"P19","Ni buena ni mala",0.285,0.191,0.255,0.172,0.504,0.612,0.25,0.339,0.083,0.704
"P19","Mala",0.163,0.361,0.142,0.228,0.19,0.061,0.185,0.32,0.32,0.165
"P19","Muy mala",0.19,0.134,0.076,0.043,0.029,0,0.039,0.294,0.393,0
"P19","No sabe",0,0,0,0,0,0,0,0,0.036,0.028
"P20","Gobierno nacional",0.52,0.266,0.3,0.516,0.384,0.316,0.336,0.155,0.14,0.092
"P20","Gobierno provincial",0.455,0.464,0.473,0.467,0.408,0.271,0.525,0.734,0.747,0.568
"P20","No sabe",0.025,0.27,0.227,0.017,0.208,0.413,0.139,0.111,0.113,0.34
"P21","El anterior gobierno de Arabela Carreras",0.219,0.276,0.407,0.404,0.082,0.539,0.251,0.461,0.266,0.641
"P21","El actual gobierno de Alberto Weretilneck",0.746,0.699,0.529,0.596,0.665,0.347,0.335,0.49,0.692,0.277
"P21","No sabe",0.035,0.025,0.064,0,0.253,0.114,0.414,0.049,0.042,0.082
"P22","El anterior gobierno de Alberto Fernández",0.377,0.544,0.106,0.036,0.104,0.025,0.36,0,0.721,0.607
"P22","El actual gobierno de Javier Milei",0.623,0.302,0.894,0.912,0.896,0.935,0.64,1,0.255,0.393
"P22","No sabe",0,0.154,0,0.052,0,0.04,0,0,0.024,0
"P23","Empleado sector publico",0.343,0.21,0.148,0.397,0.243,0.307,0.136,0.244,0.328,0.231
"P23","Empleado sector privado",0.239,0.2,0.129,0.055,0.143,0.191,0.279,0.308,0.232,0.381
"P23","Changas o trabajos eventuales",0.125,0.382,0.342,0.114,0.251,0.191,0.062,0.167,0.198,0.198
"P23","Estudiante",0.04,0,0,0.037,0.023,0,0,0,0.044,0
"P23","Amas de casa",0.07,0.048,0.185,0.029,0.037,0.06,0.342,0,0.089,0.031
"P23","Profesional o independiente",0.114,0.093,0.128,0.156,0.112,0.076,0.102,0.115,0.05,0.105
"P23","Comerciante, emprendedor o empresario",0.046,0.03,0.022,0,0.17,0,0.027,0.152,0.01,0.023
"P23","Trabajador informal",0,0,0,0,0.015,0.025,0,0,0.01,0
"P23","No tengo trabajo",0.023,0.037,0.046,0.212,0.006,0.15,0.052,0.014,0.039,0.031
"P24","Muy de acuerdo",0.38,0.424,0.149,0.199,0.107,0.163,0.443,0.037,0.263,0.322
"P24","De acuerdo",0.084,0.187,0.091,0.167,0.378,0.38,0.295,0.156,0.139,0.133
"P24","Ni de acuerdo ni en desacuerdo",0.26,0.3,0.447,0.261,0.303,0.391,0.137,0.494,0.249,0.242
"P24","En desacuerdo",0.12,0.055,0.072,0.269,0.138,0.021,0.08,0.208,0.153,0.203
"P24","Muy en desacuerdo",0.151,0,0.229,0.058,0.029,0,0,0.062,0.171,0.056
"P24","No sabe",0.005,0.034,0.012,0.046,0.045,0.045,0.045,0.043,0.025,0.044
"P25","Muy de acuerdo",0.175,0.184,0,0.161,0.212,0.019,0,0.069,0.187,0.366
"P25","De acuerdo",0.064,0.303,0.059,0.21,0.104,0.113,0.289,0.117,0.1,0.072
"P25","Ni de acuerdo ni en desacuerdo",0.166,0.225,0.205,0.027,0.141,0.309,0.458,0.245,0.135,0.129
"P25","En desacuerdo",0.452,0.231,0.205,0.39,0.454,0.44,0.195,0.226,0.402,0.382
"P25","Muy en desacuerdo",0.143,0.057,0.531,0.212,0.074,0.119,0.058,0.343,0.176,0.051
"P25","No sabe",0,0,0,0,0.015,0,0,0,0,0
"P26","Si",0.754,0.695,0.589,0.749,0.823,0.876,0.618,0.783,0.731,0.657
"P26","No",0.246,0.305,0.411,0.251,0.177,0.124,0.382,0.217,0.269,0.343
"P27","Muy de acuerdo",0.243,0.346,0.379,0.226,0.158,0.169,0.052,0.058,0.281,0.419
"P27","De acuerdo",0.12,0.172,0.116,0.084,0.295,0.126,0.404,0.049,0.203,0.087
"P27","Ni de acuerdo ni en desacuerdo",0.172,0.219,0.298,0.198,0.206,0.282,0.24,0.113,0.209,0.117
"P27","En desacuerdo",0.34,0.191,0.121,0.275,0.278,0.155,0.236,0.286,0.226,0.277
"P27","Muy en desacuerdo",0.125,0.072,0.086,0.217,0.063,0.268,0.04,0.494,0.081,0.082
"P27","No sabe",0,0,0,0,0,0,0.028,0,0,0.018
"P28","Si",0.852,0.774,0.478,0.611,0.818,0.855,0.569,0.79,0.774,0.618
"P28","No",0.148,0.226,0.522,0.389,0.182,0.145,0.431,0.21,0.226,0.382
"P29","Muy de acuerdo",0.306,0.449,0.238,0.359,0.21,0.091,0.106,0.189,0.387,0.392
"P29","De acuerdo",0.161,0.151,0.082,0.094,0.223,0.305,0.153,0.191,0.142,0.131
"P29","Ni de acuerdo ni en desacuerdo",0.149,0.177,0.302,0.018,0.299,0.129,0.433,0.284,0.145,0.128
"P29","En desacuerdo",0.268,0.132,0.326,0.247,0.224,0.323,0.121,0.153,0.168,0.252
"P29","Muy en desacuerdo",0.103,0.091,0.052,0.282,0.036,0.152,0.123,0.172,0.15,0.069
"P29","No sabe",0.013,0,0,0,0.008,0,0.064,0.011,0.008,0.028
"P30","No estaba enterado",0.187,0.284,0.137,0.238,0.162,0.332,0.299,0.313,0.279,0.585
"P30","De acuerdo",0.339,0.517,0.53,0.435,0.363,0.297,0.244,0.484,0.393,0.215
"P30","En desacuerdo",0.392,0.191,0.304,0.268,0.355,0.371,0.404,0.12,0.218,0.101
"P30","No sabe",0.082,0.008,0.029,0.059,0.12,0,0.053,0.083,0.11,0.099
"P31","No tengo cable ni internet",0.215,0.389,0.196,0.23,0.2,0.068,0.166,0.103,0.25,0.311
"P31","Si tuve",0.626,0.503,0.706,0.501,0.477,0.688,0.671,0.723,0.561,0.53
"P31","No tuve",0.159,0.108,0.098,0.269,0.323,0.244,0.163,0.174,0.189,0.159
"P32","Reclamando directamente a la empresa",0.62,0.259,0.714,0.078,0.26,0.467,0.338,0.137,0.26,0.834
"P32","Reclamando en el Enacom porque la empresa nunca lo resolvió",0.2,0.441,0.172,0.325,0.238,0.337,0.506,0.537,0.389,0.023
"P32","Nunca se pudo resolver",0.18,0.3,0.114,0.597,0.502,0.196,0.156,0.326,0.351,0.143
"P33","1-Excelente",0.857,0.144,0.021,0,0.01,0,0.039,0,0.021,0.077
"P33","2",0.08,0.725,0.29,0.072,0,0,0,0,0.008,0
"P33","3",0.021,0.03,0.278,0,0,0,0,0,0.003,0.03
"P33","4",0,0.017,0.174,0.504,0,0,0,0,0,0
"P33","5",0.025,0.084,0.237,0.306,0.86,0.349,0.107,0.08,0.004,0
"P33","6",0,0,0,0.037,0.087,0.342,0.133,0.13,0.044,0
"P33","7",0,0,0,0.063,0,0.283,0.39,0.121,0.022,0
"P33","8",0.009,0,0,0,0,0.026,0.243,0.669,0.034,0
"P33","9-Pésimo",0.008,0,0,0.018,0.017,0,0.088,0,0.855,0.044
"P33","No sabe",0,0,0,0,0.026,0,0,0,0.009,0.849
"P35","1-Excelente",0.7,0.213,0.35,0.284,0.02,0,0.04,0,0.006,0.127
"P35","2",0.068,0.606,0.029,0.009,0.01,0.02,0,0,0,0
"P35","3",0.014,0.12,0.437,0.072,0.018,0.067,0,0,0.019,0
"P35","4",0.041,0.012,0.055,0.424,0.064,0,0.105,0,0,0
"P35","5",0.149,0.025,0.085,0.031,0.777,0.193,0.027,0.022,0.062,0.039
"P35","6",0.017,0,0.044,0.092,0.024,0.52,0.018,0.071,0.018,0.028
"P35","7",0,0.015,0,0.088,0.07,0.051,0.33,0.366,0.03,0
"P35","8",0,0,0,0,0,0.149,0.44,0.306,0.054,0
"P35","9-Pésimo",0.011,0,0,0,0.017,0,0.04,0.235,0.811,0
"P35","No sabe",0,0.009,0,0,0,0,0,0,0,0.806
"P36","1-Excelente",0.671,0.139,0.022,0.067,0,0,0,0,0.006,0.108
"P36","2",0.103,0.36,0.248,0.044,0,0.02,0.039,0,0,0.032
"P36","3",0.042,0.379,0.459,0.07,0.038,0.074,0,0,0.01,0.016
"P36","4",0.029,0.048,0.035,0.328,0.116,0.205,0,0.023,0,0
"P36","5",0.135,0.049,0.03,0.202,0.724,0.106,0.173,0.22,0.033,0
"P36","6",0.006,0,0.163,0.093,0,0.287,0.063,0.092,0.002,0
"P36","7",0,0,0,0.196,0.018,0.025,0.563,0.238,0.067,0
"P36","8",0,0.015,0.043,0,0.079,0.105,0.027,0.405,0.107,0
"P36","9-Pésimo",0.006,0,0,0,0,0.028,0.104,0.022,0.775,0
"P36","No sabe",0.008,0.01,0,0,0.025,0.15,0.031,0,0,0.844
"P37","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.531,0.292,0.444,0.299,0.358,0.712,0.231,0.43,0.452,0.287
"P37","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.143,0.253,0.371,0.13,0.137,0.044,0.546,0.136,0.109,0.18
"P37","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.094,0.097,0.097,0.194,0.279,0.142,0.057,0.329,0.191,0.046
"P37","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.232,0.358,0.06,0.217,0.162,0.041,0.166,0.105,0.211,0.369
"P37","No sabe",0,0,0.028,0.16,0.064,0.061,0,0,0.037,0.118
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.435,0.272,0.332,0.296,0.328,0.676,0.159,0.385,0.37,0.25
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.175,0.234,0.113,0.251,0.138,0.06,0.387,0.125,0.144,0.21
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.241,0.238,0.289,0.081,0.391,0.161,0.333,0.434,0.169,0.076
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0.149,0.256,0.237,0.372,0.143,0.042,0.121,0.039,0.242,0.391
"P38","No sabe",0,0,0.029,0,0,0.061,0,0.017,0.075,0.073
"P39","Oponerse totalmente",0.45,0.193,0.348,0.416,0.324,0.675,0.158,0.35,0.429,0.213
"P39","Oponerse parcialmente",0.118,0.26,0.094,0.124,0.098,0.023,0.016,0.05,0.029,0.136
"P39","Apoyar parcialmente",0.213,0.295,0.327,0.094,0.357,0.148,0.688,0.484,0.265,0.165
"P39","Apoyar totalmente",0.219,0.252,0.203,0.366,0.184,0.092,0.138,0.071,0.2,0.412
"P39","No sabe",0,0,0.028,0,0.037,0.062,0,0.045,0.077,0.074
"P40","Inseguridad y narcotráfico",0.297,0.267,0.393,0.065,0.283,0.489,0.038,0.168,0.269,0.129
"P40","Altos impuestos y tarifas",0.047,0.132,0.103,0.202,0.336,0.052,0.553,0.217,0.225,0.179
"P40","Educación y estado de las escuelas",0.267,0.276,0.04,0.22,0.196,0.19,0.118,0.191,0.222,0.457
"P40","Inflación",0.277,0.235,0.414,0.316,0.081,0.111,0.125,0.137,0.143,0.068
"P40","Estado de la salud",0.023,0.053,0.05,0.024,0.043,0.158,0,0.258,0.103,0.139
"P40","Corrupción",0.034,0.01,0,0.013,0.037,0,0.071,0.015,0.009,0
"P40","Pobreza",0,0.027,0,0.16,0.007,0,0,0,0.008,0.028
"P40","Medio ambiente, incendios y contaminación",0,0,0,0,0,0,0.038,0,0,0
"P40","Falta de trabajo",0.055,0,0,0,0.017,0,0.057,0.014,0,0
"P40","No sabe",0,0,0,0,0,0,0,0,0.021,0
"P44","Muy buena",0.08,0.122,0,0.023,0.022,0.18,0,0,0.018,0
"P44","Buena",0.096,0.093,0.063,0,0.065,0.094,0.317,0.013,0.08,0.062
"P44","Ni buena ni mala",0.281,0.198,0.22,0.387,0.494,0.325,0.409,0.224,0.16,0.592
"P44","Mala",0.377,0.394,0.67,0.346,0.362,0.243,0.257,0.461,0.448,0.186
"P44","Muy mala",0.152,0.193,0.047,0.231,0.02,0.158,0,0.302,0.294,0.138
"P44","No sabe",0.014,0,0,0.013,0.037,0,0.017,0,0,0.022
"P45","Peor",0.512,0.47,0.633,0.513,0.478,0.667,0.355,0.691,0.659,0.185
"P45","Igual",0.16,0.35,0.131,0.108,0.333,0.28,0.122,0.142,0.233,0.404
"P45","Mejor",0.014,0.083,0.216,0.102,0.189,0.022,0.254,0,0.035,0.36
"P45","No sabe",0.314,0.097,0.02,0.277,0,0.031,0.269,0.167,0.073,0.051
"P46","Peor",0.583,0.403,0.704,0.264,0.556,0.641,0.192,0.75,0.677,0.249
"P46","Igual",0.193,0.524,0.256,0.279,0.234,0.095,0.516,0.195,0.148,0.321
"P46","Mejor",0.145,0.026,0.03,0.197,0.123,0.17,0.249,0.014,0.095,0.026
"P46","No sabe",0.079,0.047,0.01,0.26,0.087,0.094,0.043,0.041,0.08,0.404
"P47","Javier Milei",0.473,0.434,0.308,0.378,0.368,0.17,0.468,0.361,0.45,0.61
"P47","Los gobernadores",0.447,0.533,0.668,0.563,0.463,0.524,0.235,0.603,0.438,0.276
"P47","No sabe",0.08,0.033,0.024,0.059,0.169,0.306,0.297,0.036,0.112,0.114
"P48","Muy buena",0.169,0.292,0,0.089,0.062,0.2,0.286,0.108,0.047,0.044
"P48","Buena",0.103,0.11,0.35,0.316,0.279,0.333,0.038,0.029,0.189,0.057
"P48","Ni buena ni mala",0.143,0.077,0.279,0.296,0.375,0.278,0.454,0.334,0.101,0.679
"P48","Mala",0.424,0.268,0.134,0.299,0.201,0.189,0.172,0.228,0.339,0.183
"P48","Muy mala",0.161,0.253,0.237,0,0.048,0,0.05,0.301,0.324,0
"P48","No sabe",0,0,0,0,0.035,0,0,0,0,0.037
"P50","Muy buena",0.254,0.22,0.329,0.052,0.129,0.219,0.021,0.192,0.113,0.158
"P50","Buena",0.272,0.117,0.202,0.416,0.265,0.504,0.055,0.032,0.156,0.028
"P50","Ni buena ni mala",0.042,0.122,0.154,0.124,0.264,0.124,0.529,0.164,0.107,0.568
"P50","Mala",0.368,0.288,0.078,0.4,0.21,0.102,0.221,0.295,0.377,0.101
"P50","Muy mala",0.064,0.253,0.237,0.008,0.073,0.03,0.174,0.317,0.247,0.108
"P50","No sabe",0,0,0,0,0.059,0.021,0,0,0,0.037
"P51","Muy buena",0.057,0.198,0.018,0.213,0.059,0.239,0.05,0.124,0.13,0.044
"P51","Buena",0.031,0.232,0.147,0.281,0.275,0.071,0.11,0.097,0.164,0.06
"P51","Ni buena ni mala",0.314,0.365,0.22,0.218,0.405,0.381,0.802,0.35,0.296,0.588
"P51","Mala",0.211,0.102,0.281,0.258,0.121,0.239,0.038,0.38,0.153,0.078
"P51","Muy mala",0.249,0.08,0.284,0.03,0.038,0.025,0,0.028,0.251,0.193
"P51","No sabe",0.138,0.023,0.05,0,0.102,0.045,0,0.021,0.006,0.037
"P54","Muy buena",0.377,0.246,0.235,0.055,0.129,0.099,0.054,0.182,0.187,0.222
"P54","Buena",0.017,0.242,0.078,0.153,0.103,0.309,0.076,0.072,0.029,0.028
"P54","Ni buena ni mala",0.081,0.085,0.08,0.146,0.222,0.115,0.056,0.105,0.077,0.048
"P54","Mala",0.076,0.255,0.126,0.395,0.214,0.33,0.569,0.243,0.265,0.12
"P54","Muy mala",0.415,0.172,0.481,0.251,0.295,0.126,0.245,0.398,0.421,0.582
"P54","No sabe",0.034,0,0,0,0.037,0.021,0,0,0.021,0
"P55","Muy buena",0.04,0.233,0.265,0.038,0.086,0.05,0.048,0.178,0.124,0.119
"P55","Buena",0.031,0.162,0.049,0.207,0.34,0.254,0.161,0.013,0.081,0.421
"P55","Ni buena ni mala",0.266,0.337,0.064,0.04,0.183,0.105,0.372,0.073,0.073,0.035
"P55","Mala",0.246,0.14,0.128,0.227,0.142,0.157,0.322,0.392,0.202,0.166
"P55","Muy mala",0.417,0.128,0.494,0.488,0.212,0.388,0.097,0.344,0.52,0.222
"P55","No sabe",0,0,0,0,0.037,0.046,0,0,0,0.037
"P56","Muy buena",0.166,0.181,0.029,0.025,0.086,0.045,0.038,0.182,0.104,0.087
"P56","Buena",0.122,0.256,0.041,0.154,0.127,0.362,0.088,0.085,0.103,0.142
"P56","Ni buena ni mala",0.14,0.107,0.142,0.415,0.306,0.108,0.111,0.093,0.139,0.104
"P56","Mala",0.184,0.149,0.05,0.272,0.147,0.061,0.295,0.243,0.125,0.043
"P56","Muy mala",0.388,0.307,0.738,0.134,0.297,0.403,0.468,0.397,0.529,0.624
"P56","No sabe",0,0,0,0,0.037,0.021,0,0,0,0
"P57","Muy buena",0.38,0.152,0.308,0.363,0.352,0.277,0.113,0.101,0.129,0.222
"P57","Buena",0.011,0.272,0.068,0.215,0.107,0.405,0.064,0.321,0.215,0.028
"P57","Ni buena ni mala",0.109,0.028,0.01,0.113,0.033,0.024,0.094,0,0.077,0.083
"P57","Mala",0.094,0.272,0.107,0.226,0.288,0.153,0.248,0.072,0.144,0.02
"P57","Muy mala",0.406,0.276,0.507,0.051,0.183,0.12,0.481,0.506,0.435,0.573
"P57","No sabe",0,0,0,0.032,0.037,0.021,0,0,0,0.074
"P58","Muy buena",0.391,0.317,0.63,0.26,0.195,0.312,0.41,0.175,0.341,0.513
"P58","Buena",0.038,0.16,0.024,0.176,0.235,0.069,0.07,0.291,0.123,0.064
"P58","Ni buena ni mala",0.061,0.147,0.111,0.046,0.091,0.087,0.04,0,0.039,0
"P58","Mala",0.09,0.085,0.041,0.031,0.048,0.024,0.123,0.368,0.164,0.051
"P58","Muy mala",0.42,0.291,0.194,0.487,0.394,0.462,0.357,0.166,0.333,0.298
"P58","No sabe",0,0,0,0,0.037,0.046,0,0,0,0.074
"P59","Muy buena",0.155,0.481,0.378,0.132,0.143,0.13,0.41,0.287,0.249,0.179
"P59","Buena",0.26,0.243,0.121,0.291,0.31,0.251,0.31,0.072,0.125,0.497
"P59","Ni buena ni mala",0,0.073,0.061,0.064,0.068,0.111,0.112,0.017,0.021,0
"P59","Mala",0.211,0.017,0.031,0,0.048,0.046,0.055,0.425,0.119,0.05
"P59","Muy mala",0.374,0.186,0.409,0.513,0.394,0.462,0.113,0.199,0.486,0.2
"P59","No sabe",0,0,0,0,0.037,0,0,0,0,0.074
"P60","Muy buena",0.289,0.481,0.361,0.239,0.229,0.305,0.392,0.344,0.383,0.615
"P60","Buena",0.119,0.213,0.038,0.184,0.163,0.076,0.354,0,0.079,0.04
"P60","Ni buena ni mala",0.059,0.09,0.137,0.072,0.129,0.063,0.086,0.384,0.045,0.02
"P60","Mala",0.258,0.041,0.096,0.049,0.074,0.045,0.071,0.073,0.093,0.051
"P60","Muy mala",0.275,0.175,0.368,0.456,0.368,0.462,0.097,0.199,0.37,0.2
"P60","No sabe",0,0,0,0,0.037,0.049,0,0,0.03,0.074
"P61","Muy buena",0.029,0.011,0.018,0.213,0.033,0,0.203,0.08,0.044,0.063
"P61","Buena",0.051,0.189,0.092,0.246,0.085,0.244,0.072,0.201,0.089,0.45
"P61","Ni buena ni mala",0.322,0.63,0.301,0.172,0.522,0.52,0.58,0.331,0.426,0.136
"P61","Mala",0.151,0.068,0.093,0.11,0.245,0.105,0.086,0.263,0.155,0.143
"P61","Muy mala",0.315,0.069,0.496,0.259,0.069,0.024,0.059,0.073,0.255,0.079
"P61","No sabe",0.132,0.033,0,0,0.046,0.107,0,0.052,0.031,0.129
