"var","categoria","Peor","Igual","Mejor","No sabe"
"P23","Trabajador informal",0.005,0,0.023,0.009
"P23","No tengo trabajo",0.061,0.037,0.031,0.021
"P24","Muy de acuerdo",0.156,0.327,0.408,0.256
"P24","De acuerdo",0.199,0.148,0.138,0.118
"P24","Ni de acuerdo ni en desacuerdo",0.314,0.225,0.233,0.387
"P24","En desacuerdo",0.175,0.051,0.148,0.217
"P24","Muy en desacuerdo",0.118,0.223,0.037,0
"P24","No sabe",0.038,0.026,0.036,0.022
"P25","Muy de acuerdo",0.06,0.17,0.183,0.352
"P25","De acuerdo",0.075,0.222,0.252,0.196
"P25","Ni de acuerdo ni en desacuerdo",0.109,0.292,0.245,0.195
"P25","En desacuerdo",0.489,0.228,0.234,0.238
"P25","Muy en desacuerdo",0.263,0.088,0.086,0.019
"P25","No sabe",0.004,0,0,0
"P26","Si",0.744,0.569,0.783,0.84
"P26","No",0.256,0.431,0.217,0.16
"P27","Muy de acuerdo",0.207,0.295,0.273,0.307
"P27","De acuerdo",0.11,0.284,0.158,0.37
"P27","Ni de acuerdo ni en desacuerdo",0.16,0.189,0.262,0.295
"P27","En desacuerdo",0.343,0.185,0.158,0
"P27","Muy en desacuerdo",0.178,0.043,0.149,0.028
"P27","No sabe",0.002,0.004,0,0
"P28","Si",0.773,0.713,0.755,0.636
"P28","No",0.227,0.287,0.245,0.364
"P29","Muy de acuerdo",0.196,0.351,0.343,0.55
"P29","De acuerdo",0.164,0.25,0.222,0.109
"P29","Ni de acuerdo ni en desacuerdo",0.186,0.227,0.22,0.139
"P29","En desacuerdo",0.282,0.131,0.131,0.011
"P29","Muy en desacuerdo",0.163,0.034,0.084,0.147
"P29","No sabe",0.009,0.007,0,0.044
"P30","No estaba enterado",0.223,0.148,0.254,0.512
"P30","De acuerdo",0.291,0.641,0.342,0.421
"P30","En desacuerdo",0.392,0.181,0.288,0.051
"P30","No sabe",0.094,0.03,0.116,0.016
"P31","No tengo cable ni internet",0.172,0.203,0.329,0.228
"P31","Si tuve",0.65,0.62,0.359,0.536
"P31","No tuve",0.178,0.177,0.312,0.236
"P32","Reclamando directamente a la empresa",0.434,0.268,0.176,0.62
"P32","Reclamando en el Enacom porque la empresa nunca lo resolvió",0.219,0.596,0.216,0.294
"P32","Nunca se pudo resolver",0.347,0.136,0.608,0.086
"P33","1-Excelente",0.191,0.132,0.295,0.149
"P33","2",0.056,0.276,0.039,0.016
"P33","3",0.034,0.004,0.012,0.029
"P33","4",0.035,0.062,0.102,0.187
"P33","5",0.19,0.142,0.143,0.16
"P33","6",0.081,0.027,0.053,0
"P33","7",0.037,0.078,0.048,0.04
"P33","8",0.059,0.052,0.123,0.014
"P33","9-Pésimo",0.298,0.184,0.175,0.261
"P33","No sabe",0.019,0.043,0.01,0.144
"P34","1-Excelente",0.187,0.142,0.238,0.144
"P34","2",0.059,0.176,0.019,0.039
"P34","3",0.092,0.077,0.02,0.008
"P34","4",0.041,0.098,0.155,0.229
"P34","5",0.112,0.108,0.126,0.101
"P34","6",0.04,0.014,0.054,0.034
"P34","7",0.018,0.109,0.117,0.022
"P34","8",0.08,0.048,0.008,0.025
"P34","9-Pésimo",0.354,0.178,0.254,0.239
"P34","No sabe",0.017,0.05,0.009,0.159
"P35","1-Excelente",0.211,0.202,0.222,0.078
"P35","2",0.045,0.095,0.02,0.056
"P35","3",0.08,0.048,0.055,0.01
"P35","4",0.019,0.072,0.11,0.275
"P35","5",0.129,0.259,0.159,0.111
"P35","6",0.064,0.013,0.034,0.054
"P35","7",0.074,0.05,0.09,0.017
"P35","8",0.057,0.11,0.083,0.011
"P35","9-Pésimo",0.312,0.107,0.227,0.245
"P35","No sabe",0.009,0.044,0,0.143
"P36","1-Excelente",0.172,0.067,0.221,0.05
"P36","2",0.048,0.171,0.022,0.072
"P36","3",0.084,0.098,0.041,0
"P36","4",0.041,0.034,0.134,0.272
"P36","5",0.112,0.285,0.189,0.199
"P36","6",0.049,0.007,0.086,0.022
"P36","7",0.116,0.076,0.095,0.009
"P36","8",0.054,0.122,0.013,0
"P36","9-Pésimo",0.293,0.097,0.189,0.219
"P36","No sabe",0.031,0.043,0.01,0.157
"P37","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.614,0.132,0.218,0.28
"P37","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.09,0.354,0.323,0.043
"P37","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.145,0.146,0.303,0.182
"P37","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.114,0.343,0.156,0.431
"P37","No sabe",0.037,0.025,0,0.064
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.527,0.151,0.201,0.058
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.168,0.201,0.167,0.136
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.153,0.383,0.353,0.19
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0.144,0.187,0.279,0.541
"P38","No sabe",0.008,0.078,0,0.075
"P39","Oponerse totalmente",0.581,0.099,0.239,0.067
"P39","Oponerse parcialmente",0.085,0.127,0,0.107
"P39","Apoyar parcialmente",0.176,0.457,0.439,0.329
"P39","Apoyar totalmente",0.151,0.24,0.284,0.425
"P39","No sabe",0.007,0.077,0.038,0.072
"P40","Inseguridad y narcotráfico",0.379,0.069,0.169,0.072
"P40","Altos impuestos y tarifas",0.105,0.425,0.182,0.152
"P40","Educación y estado de las escuelas",0.129,0.299,0.463,0.26
"P40","Inflación",0.212,0.148,0,0.452
"P40","Estado de la salud",0.127,0.019,0,0
"P40","Corrupción",0.01,0.031,0.061,0
"P40","Pobreza",0.032,0.009,0,0
"P40","Medio ambiente, incendios y contaminación",0.003,0,0,0
"P40","Falta de trabajo",0.003,0,0.125,0
"P40","No sabe",0,0,0,0.064
"P44","Muy buena",0.056,0.013,0.048,0.01
"P44","Buena",0.03,0.075,0.207,0.258
"P44","Ni buena ni mala",0.184,0.434,0.391,0.366
"P44","Mala",0.482,0.326,0.231,0.325
"P44","Muy mala",0.248,0.141,0.062,0.041
"P44","No sabe",0,0.011,0.061,0
"P45","Peor",0.773,0.333,0.318,0.1
"P45","Igual",0.081,0.426,0.393,0.299
"P45","Mejor",0.024,0.12,0.256,0.226
"P45","No sabe",0.122,0.121,0.033,0.375
"P47","Javier Milei",0.353,0.522,0.573,0.359
"P47","Los gobernadores",0.599,0.371,0.245,0.267
"P47","No sabe",0.048,0.107,0.182,0.374
"P48","Muy buena",0.068,0.125,0.352,0.041
"P48","Buena",0.23,0.114,0.077,0.212
"P48","Ni buena ni mala",0.216,0.197,0.199,0.4
"P48","Mala",0.27,0.322,0.25,0.34
"P48","Muy mala",0.213,0.242,0.086,0.007
"P48","No sabe",0.003,0,0.036,0
"P50","Muy buena",0.206,0.12,0.141,0.046
"P50","Buena",0.214,0.188,0.144,0.256
"P50","Ni buena ni mala",0.126,0.186,0.152,0.341
"P50","Mala",0.285,0.241,0.458,0.319
"P50","Muy mala",0.16,0.265,0.069,0.038
"P50","No sabe",0.009,0,0.036,0
"P51","Muy buena",0.087,0.085,0.258,0.148
"P51","Buena",0.087,0.227,0.185,0.345
"P51","Ni buena ni mala",0.297,0.438,0.357,0.401
"P51","Mala",0.272,0.055,0.092,0.075
"P51","Muy mala",0.231,0.118,0.019,0
"P51","No sabe",0.026,0.077,0.089,0.031
"P54","Muy buena",0.257,0.182,0.099,0.031
"P54","Buena",0.073,0.11,0.01,0.144
"P54","Ni buena ni mala",0.116,0.032,0.124,0.156
"P54","Mala",0.239,0.234,0.309,0.165
"P54","Muy mala",0.31,0.442,0.332,0.504
"P54","No sabe",0.005,0,0.126,0
"P55","Muy buena",0.082,0.258,0.061,0.016
"P55","Buena",0.068,0.148,0.145,0.501
"P55","Ni buena ni mala",0.068,0.332,0.229,0.099
"P55","Mala",0.242,0.072,0.339,0.207
"P55","Muy mala",0.535,0.19,0.188,0.177
"P55","No sabe",0.005,0,0.038,0
"P56","Muy buena",0.11,0.145,0.047,0.041
"P56","Buena",0.16,0.094,0.016,0.169
"P56","Ni buena ni mala",0.208,0.099,0.213,0.082
"P56","Mala",0.109,0.123,0.469,0.164
"P56","Muy mala",0.412,0.539,0.217,0.544
"P56","No sabe",0.001,0,0.038,0
"P57","Muy buena",0.351,0.103,0.093,0.041
"P57","Buena",0.214,0.092,0.064,0.133
"P57","Ni buena ni mala",0.077,0.016,0.077,0.11
"P57","Mala",0.107,0.147,0.449,0.212
"P57","Muy mala",0.25,0.619,0.279,0.504
"P57","No sabe",0.001,0.023,0.038,0
"P58","Muy buena",0.226,0.526,0.47,0.457
"P58","Buena",0.112,0.095,0.186,0.206
"P58","Ni buena ni mala",0.057,0.067,0,0.141
"P58","Mala",0.153,0.058,0.046,0.099
"P58","Muy mala",0.449,0.242,0.26,0.097
"P58","No sabe",0.003,0.012,0.038,0
"P59","Muy buena",0.168,0.355,0.379,0.27
"P59","Buena",0.116,0.343,0.296,0.404
"P59","Ni buena ni mala",0.019,0.067,0.023,0.119
"P59","Mala",0.148,0.074,0.023,0.099
"P59","Muy mala",0.549,0.149,0.241,0.108
"P59","No sabe",0,0.012,0.038,0
"P60","Muy buena",0.223,0.516,0.517,0.502
"P60","Buena",0.072,0.199,0.144,0.169
"P60","Ni buena ni mala",0.082,0.101,0.096,0.127
"P60","Mala",0.126,0.056,0.135,0.064
"P60","Muy mala",0.495,0.104,0.07,0.061
"P60","No sabe",0.002,0.024,0.038,0.077
"P61","Muy buena",0.032,0.041,0.226,0.073
"P61","Buena",0.089,0.152,0.066,0.389
"P61","Ni buena ni mala",0.362,0.481,0.487,0.332
"P61","Mala",0.18,0.14,0.084,0.064
"P61","Muy mala",0.328,0.085,0.047,0.008
"P61","No sabe",0.009,0.101,0.09,0.134
