"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P36","9-Pésimo",0.245,0.193,0.156,0.261,0.436,0.132
"P36","No sabe",0.065,0.063,0.075,0.059,0.019,0.106
"P37","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.466,0.434,0.363,0.394,0.394,0.476
"P37","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.244,0.231,0.224,0.151,0.162,0.131
"P37","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.145,0.197,0.174,0.152,0.197,0.048
"P37","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.098,0.122,0.182,0.25,0.218,0.144
"P37","No sabe",0.047,0.016,0.057,0.053,0.029,0.201
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.42,0.361,0.327,0.275,0.407,0.338
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.159,0.235,0.197,0.207,0.043,0.257
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.21,0.274,0.258,0.217,0.288,0.155
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0.129,0.107,0.181,0.272,0.23,0.07
"P38","No sabe",0.082,0.023,0.037,0.029,0.032,0.18
"P39","Oponerse totalmente",0.376,0.365,0.351,0.324,0.383,0.301
"P39","Oponerse parcialmente",0.155,0.171,0.121,0.145,0.074,0.161
"P39","Apoyar parcialmente",0.256,0.27,0.298,0.199,0.199,0.229
"P39","Apoyar totalmente",0.135,0.159,0.192,0.293,0.309,0.138
"P39","No sabe",0.078,0.035,0.038,0.039,0.035,0.171
"P40","Inseguridad y narcotráfico",0.283,0.307,0.331,0.339,0.387,0.196
"P40","Altos impuestos y tarifas",0.179,0.201,0.178,0.146,0.077,0.282
"P40","Educación y estado de las escuelas",0.244,0.215,0.193,0.152,0.186,0.085
"P40","Inflación",0.165,0.154,0.131,0.229,0.127,0.298
"P40","Estado de la salud",0.071,0.084,0.074,0.075,0.122,0.056
"P40","Corrupción",0.036,0.028,0.049,0.051,0.07,0.04
"P40","Pobreza",0.008,0,0.023,0.005,0.015,0.043
"P40","Medio ambiente, incendios y contaminación",0.002,0.003,0.006,0,0,0
"P40","Falta de trabajo",0.012,0.008,0.004,0.003,0.002,0
"P40","No sabe",0,0,0.011,0,0.014,0
"P44","Muy buena",0.055,0.027,0.022,0.027,0.074,0.016
"P44","Buena",0.137,0.111,0.087,0.067,0.035,0.085
"P44","Ni buena ni mala",0.331,0.391,0.384,0.224,0.15,0.203
"P44","Mala",0.348,0.354,0.327,0.514,0.275,0.359
"P44","Muy mala",0.108,0.103,0.151,0.14,0.465,0.167
"P44","No sabe",0.021,0.014,0.029,0.028,0.001,0.17
"P45","Peor",0.544,0.525,0.579,0.549,0.758,0.621
"P45","Igual",0.249,0.32,0.258,0.26,0.13,0.219
"P45","Mejor",0.12,0.088,0.075,0.082,0.053,0.049
"P45","No sabe",0.087,0.067,0.088,0.109,0.059,0.111
"P46","Peor",0.465,0.421,0.555,0.598,0.618,0.521
"P46","Igual",0.207,0.398,0.253,0.222,0.209,0.225
"P46","Mejor",0.242,0.117,0.125,0.107,0.162,0.054
"P46","No sabe",0.086,0.064,0.067,0.073,0.011,0.2
"P47","Javier Milei",0.355,0.399,0.381,0.404,0.467,0.264
"P47","Los gobernadores",0.549,0.506,0.482,0.491,0.381,0.62
"P47","No sabe",0.096,0.095,0.137,0.105,0.152,0.116
"P48","Muy buena",0.268,0.081,0.083,0.035,0.067,0.038
"P48","Buena",0.241,0.36,0.206,0.149,0.02,0.25
"P48","Ni buena ni mala",0.232,0.273,0.326,0.336,0.125,0.275
"P48","Mala",0.168,0.217,0.241,0.337,0.186,0.234
"P48","Muy mala",0.07,0.067,0.132,0.134,0.602,0.106
"P48","No sabe",0.021,0.002,0.012,0.009,0,0.097
"P50","Muy buena",0.194,0.165,0.084,0.08,0.132,0.017
"P50","Buena",0.128,0.251,0.167,0.206,0.069,0.308
"P50","Ni buena ni mala",0.277,0.235,0.32,0.299,0.1,0.386
"P50","Mala",0.236,0.247,0.221,0.234,0.24,0.064
"P50","Muy mala",0.092,0.088,0.185,0.145,0.421,0.098
"P50","No sabe",0.073,0.014,0.023,0.036,0.038,0.127
"P51","Muy buena",0.14,0.119,0.103,0.092,0.156,0.034
"P51","Buena",0.097,0.229,0.201,0.167,0.122,0.146
"P51","Ni buena ni mala",0.353,0.301,0.338,0.38,0.161,0.31
"P51","Mala",0.213,0.178,0.172,0.226,0.157,0.283
"P51","Muy mala",0.086,0.153,0.136,0.089,0.375,0.101
"P51","No sabe",0.111,0.02,0.05,0.046,0.029,0.126
"P54","Muy buena",0.29,0.194,0.199,0.171,0.244,0.374
"P54","Buena",0.106,0.229,0.102,0.154,0.072,0.13
"P54","Ni buena ni mala",0.071,0.103,0.156,0.114,0.056,0.142
"P54","Mala",0.231,0.234,0.188,0.166,0.025,0.153
"P54","Muy mala",0.293,0.239,0.337,0.377,0.597,0.165
"P54","No sabe",0.009,0.001,0.018,0.018,0.006,0.036
"P55","Muy buena",0.056,0.074,0.113,0.068,0.118,0.048
"P55","Buena",0.134,0.311,0.128,0.133,0.085,0.058
"P55","Ni buena ni mala",0.182,0.123,0.201,0.138,0.175,0.134
"P55","Mala",0.319,0.215,0.239,0.33,0.118,0.182
"P55","Muy mala",0.298,0.275,0.315,0.325,0.504,0.543
"P55","No sabe",0.011,0.002,0.004,0.006,0,0.035
"P56","Muy buena",0.198,0.089,0.056,0.073,0.124,0.131
"P56","Buena",0.131,0.229,0.138,0.2,0.099,0.192
"P56","Ni buena ni mala",0.15,0.209,0.238,0.18,0.105,0.277
"P56","Mala",0.195,0.214,0.194,0.163,0.043,0.144
"P56","Muy mala",0.313,0.257,0.363,0.359,0.629,0.205
"P56","No sabe",0.013,0.002,0.011,0.025,0,0.051
"P57","Muy buena",0.279,0.259,0.176,0.211,0.174,0.413
"P57","Buena",0.112,0.145,0.11,0.17,0.074,0.117
"P57","Ni buena ni mala",0.087,0.115,0.144,0.088,0.035,0.116
"P57","Mala",0.224,0.231,0.153,0.158,0.06,0.12
"P57","Muy mala",0.285,0.241,0.382,0.363,0.64,0.161
"P57","No sabe",0.013,0.009,0.035,0.01,0.017,0.073
"P58","Muy buena",0.288,0.272,0.251,0.306,0.344,0.124
"P58","Buena",0.102,0.209,0.147,0.14,0.05,0.101
"P58","Ni buena ni mala",0.073,0.066,0.124,0.092,0.108,0.052
"P58","Mala",0.168,0.102,0.131,0.164,0.064,0.1
"P58","Muy mala",0.362,0.348,0.329,0.292,0.43,0.576
"P58","No sabe",0.007,0.003,0.018,0.006,0.004,0.047
"P59","Muy buena",0.191,0.225,0.225,0.203,0.327,0.093
"P59","Buena",0.228,0.23,0.193,0.25,0.117,0.098
"P59","Ni buena ni mala",0.091,0.109,0.136,0.104,0.075,0.158
"P59","Mala",0.165,0.09,0.109,0.089,0.055,0.034
"P59","Muy mala",0.32,0.343,0.332,0.347,0.422,0.598
"P59","No sabe",0.005,0.003,0.005,0.007,0.004,0.019
"P60","Muy buena",0.295,0.29,0.303,0.301,0.393,0.131
"P60","Buena",0.162,0.21,0.123,0.177,0.063,0.111
"P60","Ni buena ni mala",0.087,0.094,0.172,0.129,0.095,0.16
"P60","Mala",0.183,0.083,0.076,0.101,0.028,0.188
"P60","Muy mala",0.251,0.314,0.302,0.263,0.417,0.372
"P60","No sabe",0.022,0.009,0.024,0.029,0.004,0.038
"P61","Muy buena",0.113,0.068,0.071,0.088,0.075,0.024
"P61","Buena",0.175,0.233,0.15,0.212,0.132,0.086
"P61","Ni buena ni mala",0.388,0.385,0.42,0.403,0.325,0.488
"P61","Mala",0.169,0.163,0.111,0.141,0.124,0.043
"P61","Muy mala",0.095,0.137,0.193,0.123,0.329,0.244
"P61","No sabe",0.06,0.014,0.055,0.033,0.015,0.115
