"var","categoria","Inseguridad y narcotráfico","Altos impuestos y tarifas","Educación y estado de las escuelas","Inflación","Estado de la salud","Corrupción","Pobreza","Medio ambiente, incendios y contaminación","Falta de trabajo","No sabe"
"P25","Ni de acuerdo ni en desacuerdo",0.141,0.288,0.194,0.2,0.179,0.123,0.044,0,0.101,0.201
"P25","En desacuerdo",0.496,0.336,0.35,0.385,0.36,0.252,0.368,1,0.574,0.521
"P25","Muy en desacuerdo",0.166,0.106,0.076,0.128,0.197,0.28,0.395,0,0.136,0.278
"P25","No sabe",0.008,0.001,0.009,0.017,0,0.015,0,0,0,0
"P26","Si",0.644,0.662,0.614,0.699,0.734,0.75,0.455,0.571,0.819,0.238
"P26","No",0.356,0.338,0.386,0.301,0.266,0.25,0.545,0.429,0.181,0.762
"P27","Muy de acuerdo",0.132,0.14,0.239,0.231,0.197,0.184,0.066,0,0.063,0.035
"P27","De acuerdo",0.176,0.272,0.236,0.115,0.148,0.118,0.014,0,0.096,0.166
"P27","Ni de acuerdo ni en desacuerdo",0.188,0.243,0.24,0.218,0.215,0.271,0.13,0.65,0.175,0.204
"P27","En desacuerdo",0.343,0.229,0.225,0.285,0.206,0.212,0.323,0.228,0.523,0
"P27","Muy en desacuerdo",0.141,0.115,0.06,0.136,0.234,0.21,0.467,0.054,0.1,0.595
"P27","No sabe",0.02,0.001,0,0.015,0,0.005,0,0.068,0.043,0
"P28","Si",0.657,0.603,0.667,0.705,0.838,0.848,0.597,0.571,0.895,0.238
"P28","No",0.343,0.397,0.333,0.295,0.162,0.152,0.403,0.429,0.105,0.762
"P29","Muy de acuerdo",0.188,0.169,0.247,0.284,0.164,0.339,0.129,0,0.113,0
"P29","De acuerdo",0.14,0.25,0.252,0.164,0.239,0.192,0.045,0,0,0.035
"P29","Ni de acuerdo ni en desacuerdo",0.165,0.289,0.268,0.14,0.163,0.187,0.183,0.188,0.22,0
"P29","En desacuerdo",0.331,0.206,0.156,0.249,0.258,0.107,0.101,0.758,0.472,0.204
"P29","Muy en desacuerdo",0.146,0.073,0.053,0.121,0.171,0.149,0.542,0.054,0.195,0.444
"P29","No sabe",0.03,0.013,0.024,0.042,0.005,0.026,0,0,0,0.317
"P30","No estaba enterado",0.32,0.293,0.326,0.263,0.183,0.339,0.331,0.188,0.101,0.761
"P30","De acuerdo",0.237,0.411,0.414,0.346,0.363,0.472,0.343,0,0.111,0.035
"P30","En desacuerdo",0.385,0.239,0.177,0.325,0.354,0.113,0.326,0.571,0.617,0.204
"P30","No sabe",0.058,0.057,0.083,0.066,0.1,0.076,0,0.241,0.171,0
"P31","No tengo cable ni internet",0.224,0.184,0.191,0.188,0.085,0.196,0.359,0.241,0.107,0.444
"P31","Si tuve",0.541,0.549,0.569,0.536,0.622,0.577,0.542,0.449,0.556,0.556
"P31","No tuve",0.235,0.267,0.24,0.276,0.293,0.227,0.099,0.31,0.337,0
"P32","Reclamando directamente a la empresa",0.26,0.229,0.309,0.345,0.282,0.3,0.114,0,0.519,0.652
"P32","Reclamando en el Enacom porque la empresa nunca lo resolvió",0.36,0.406,0.312,0.375,0.406,0.327,0.421,0,0.286,0.348
"P32","Nunca se pudo resolver",0.38,0.365,0.379,0.28,0.312,0.373,0.465,1,0.195,0
"P33","1-Excelente",0.186,0.131,0.183,0.125,0.116,0.144,0.168,0.141,0.353,0
"P33","2",0.101,0.12,0.106,0.125,0.081,0.104,0.022,0,0.043,0
"P33","3",0.045,0.086,0.046,0.04,0.04,0.129,0.032,0,0,0
"P33","4",0.044,0.061,0.059,0.083,0.022,0.005,0.026,0,0,0.52
"P33","5",0.137,0.203,0.17,0.196,0.223,0.12,0.31,0.309,0.149,0
"P33","6",0.052,0.056,0.079,0.054,0.039,0.029,0,0,0.087,0
"P33","7",0.035,0.046,0.028,0.041,0.094,0.03,0.074,0.274,0.103,0.035
"P33","8",0.097,0.059,0.077,0.095,0.049,0.041,0.029,0.088,0.118,0
"P33","9-Pésimo",0.237,0.203,0.164,0.192,0.309,0.373,0.227,0,0.147,0.445
"P33","No sabe",0.066,0.035,0.088,0.049,0.027,0.025,0.112,0.188,0,0
"P34","1-Excelente",0.185,0.142,0.173,0.147,0.126,0.223,0.032,0.14,0.351,0.2
"P34","2",0.101,0.128,0.079,0.078,0.144,0.079,0.061,0,0,0
"P34","3",0.067,0.085,0.069,0.138,0.033,0.063,0,0,0,0
"P34","4",0.063,0.067,0.065,0.112,0.028,0.017,0.257,0,0.135,0
"P34","5",0.106,0.174,0.181,0.125,0.125,0.101,0.049,0.306,0.049,0
"P34","6",0.036,0.047,0.049,0.064,0.032,0.076,0,0.224,0.024,0
"P34","7",0.016,0.068,0.034,0.043,0.008,0.048,0.076,0.142,0.107,0.035
"P34","8",0.078,0.045,0.068,0.036,0.082,0.03,0.013,0,0.096,0.317
"P34","9-Pésimo",0.297,0.209,0.21,0.217,0.397,0.341,0.271,0,0.238,0.448
"P34","No sabe",0.051,0.035,0.072,0.04,0.025,0.022,0.241,0.188,0,0
"P35","1-Excelente",0.165,0.121,0.149,0.142,0.106,0.304,0.247,0.141,0.352,0
"P35","2",0.099,0.141,0.08,0.101,0.099,0.045,0.022,0,0,0
"P35","3",0.061,0.128,0.081,0.116,0.059,0.062,0.086,0,0.032,0.316
"P35","4",0.076,0.072,0.091,0.14,0.053,0.052,0,0.068,0.127,0
"P35","5",0.13,0.141,0.188,0.141,0.134,0.072,0.085,0.295,0.162,0.204
"P35","6",0.061,0.038,0.066,0.055,0.081,0.087,0.05,0,0.064,0
"P35","7",0.026,0.058,0.048,0.046,0.027,0.004,0.014,0.22,0.072,0.035
"P35","8",0.054,0.046,0.042,0.033,0.052,0.04,0.012,0,0,0
"P35","9-Pésimo",0.273,0.216,0.185,0.189,0.339,0.319,0.242,0.088,0.191,0.445
"P35","No sabe",0.055,0.039,0.07,0.037,0.05,0.015,0.242,0.188,0,0
"P36","1-Excelente",0.146,0.138,0.107,0.132,0.104,0.253,0,0,0.41,0
"P36","2",0.16,0.098,0.118,0.146,0.137,0.047,0.032,0.088,0.136,0
"P36","3",0.06,0.121,0.084,0.056,0.056,0.05,0.061,0.241,0,0
"P36","4",0.059,0.06,0.057,0.101,0.048,0.039,0.026,0,0.024,0
"P36","5",0.118,0.209,0.224,0.185,0.106,0.082,0.074,0.054,0.095,0.203
"P36","6",0.048,0.043,0.065,0.059,0.069,0.02,0.05,0,0.043,0
"P36","7",0.042,0.06,0.051,0.054,0.019,0.087,0.274,0.22,0.092,0.035
"P36","8",0.056,0.062,0.056,0.064,0.033,0.045,0,0,0.067,0.317
"P36","9-Pésimo",0.264,0.163,0.155,0.153,0.364,0.321,0.242,0.209,0.133,0.445
"P36","No sabe",0.047,0.046,0.083,0.05,0.064,0.056,0.241,0.188,0,0
"P37","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.562,0.321,0.258,0.417,0.539,0.29,0.455,0.571,0.76,0.482
"P37","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.178,0.327,0.232,0.161,0.128,0.112,0.049,0.188,0.101,0
"P37","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.114,0.165,0.265,0.16,0.166,0.248,0.053,0,0.092,0.035
"P37","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.123,0.135,0.204,0.175,0.153,0.318,0.095,0.241,0.047,0
"P37","No sabe",0.023,0.052,0.041,0.087,0.014,0.032,0.348,0,0,0.483
"P38","Oponerse totalmente y no concurrir a la convocatoria",0.475,0.262,0.204,0.379,0.465,0.189,0.433,0.571,0.671,0.278
"P38","Oponerse parcialmente y concurrir a la convocatoria",0.184,0.311,0.138,0.178,0.116,0.071,0.32,0.429,0.089,0.204
"P38","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.206,0.268,0.347,0.194,0.182,0.33,0.044,0,0.129,0.352
"P38","Apoyar totalmente la iniciativa del gobierno nacional",0.105,0.095,0.272,0.214,0.18,0.336,0.064,0,0.111,0
"P38","No sabe",0.03,0.064,0.039,0.035,0.057,0.074,0.139,0,0,0.166
"P39","Oponerse totalmente",0.487,0.272,0.215,0.346,0.462,0.216,0.656,0.812,0.671,0.482
"P39","Oponerse parcialmente",0.121,0.249,0.121,0.109,0.071,0.094,0.035,0.188,0.089,0
"P39","Apoyar parcialmente",0.231,0.277,0.326,0.264,0.231,0.182,0.106,0,0.129,0.317
"P39","Apoyar totalmente",0.129,0.164,0.293,0.229,0.175,0.438,0.064,0,0.111,0.035
"P39","No sabe",0.032,0.038,0.045,0.052,0.061,0.07,0.139,0,0,0.166
"P44","Muy buena",0.081,0.036,0.006,0,0.006,0,0,0,0.064,0
"P44","Buena",0.068,0.31,0.04,0.021,0.01,0.04,0,0.241,0.365,0.166
"P44","Ni buena ni mala",0.268,0.292,0.693,0.131,0.187,0.135,0.148,0.637,0.149,0.204
"P44","Mala",0.357,0.294,0.188,0.764,0.144,0.408,0.296,0.122,0.336,0.352
"P44","Muy mala",0.207,0.051,0.066,0.067,0.632,0.165,0.556,0,0.086,0.278
"P44","No sabe",0.019,0.017,0.007,0.017,0.021,0.252,0,0,0,0
"P45","Peor",0.854,0.277,0.399,0.44,0.752,0.563,0.876,0.946,0.563,0.799
"P45","Igual",0.078,0.639,0.286,0.205,0.199,0.282,0.089,0,0.341,0
"P45","Mejor",0.041,0.035,0.27,0.042,0.006,0.07,0.035,0,0.096,0
"P45","No sabe",0.027,0.049,0.045,0.313,0.043,0.085,0,0.054,0,0.201
"P46","Peor",0.815,0.215,0.255,0.519,0.657,0.484,0.696,0.946,0.353,0.8
"P46","Igual",0.104,0.622,0.286,0.213,0.202,0.287,0.084,0,0.254,0.035
"P46","Mejor",0.051,0.117,0.4,0.077,0.105,0.155,0.067,0,0.36,0
"P46","No sabe",0.03,0.046,0.059,0.191,0.036,0.074,0.153,0.054,0.033,0.165
"P47","Javier Milei",0.356,0.4,0.424,0.375,0.401,0.603,0.154,0,0.182,0.035
"P47","Los gobernadores",0.552,0.487,0.393,0.527,0.561,0.23,0.709,1,0.763,0.204
"P47","No sabe",0.092,0.113,0.183,0.098,0.038,0.167,0.137,0,0.055,0.761
"P48","Muy buena",0.129,0.121,0.146,0.036,0.088,0.064,0,0,0.41,0.034
"P48","Buena",0.219,0.271,0.226,0.218,0.158,0.053,0.109,0.59,0.223,0.164
"P48","Ni buena ni mala",0.247,0.314,0.295,0.31,0.178,0.21,0.524,0.41,0.325,0.525
"P48","Mala",0.217,0.217,0.199,0.296,0.23,0.37,0.183,0,0,0
"P48","Muy mala",0.182,0.066,0.117,0.126,0.341,0.272,0.085,0,0.042,0.277
"P48","No sabe",0.006,0.011,0.017,0.014,0.005,0.031,0.099,0,0,0
"P50","Muy buena",0.159,0.149,0.083,0.102,0.159,0.005,0.095,0,0.174,0
"P50","Buena",0.209,0.17,0.15,0.163,0.17,0.079,0.178,0.511,0.244,0.164
"P50","Ni buena ni mala",0.286,0.236,0.305,0.296,0.213,0.193,0.223,0.251,0.192,0.218
"P50","Mala",0.167,0.308,0.248,0.245,0.13,0.384,0.411,0,0.347,0
"P50","Muy mala",0.147,0.113,0.171,0.144,0.295,0.298,0.078,0.238,0.043,0.275
"P50","No sabe",0.032,0.024,0.043,0.05,0.033,0.041,0.015,0,0,0.343
"P51","Muy buena",0.113,0.134,0.144,0.06,0.146,0.117,0.015,0,0.047,0.165
"P51","Buena",0.179,0.252,0.12,0.173,0.127,0.172,0.035,0.055,0.19,0
"P51","Ni buena ni mala",0.335,0.343,0.364,0.276,0.276,0.229,0.122,0.506,0.452,0.217
"P51","Mala",0.173,0.185,0.183,0.253,0.125,0.227,0.37,0.37,0.243,0
"P51","Muy mala",0.15,0.063,0.087,0.191,0.302,0.181,0.416,0.069,0.068,0.275
"P51","No sabe",0.05,0.023,0.102,0.047,0.024,0.074,0.042,0,0,0.343
"P54","Muy buena",0.285,0.167,0.175,0.227,0.211,0.126,0.353,0.29,0.214,0.216
"P54","Buena",0.146,0.14,0.099,0.13,0.172,0.115,0.08,0.298,0.211,0
"P54","Ni buena ni mala",0.164,0.093,0.085,0.106,0.064,0.029,0,0.412,0.044,0.309
"P54","Mala",0.134,0.272,0.242,0.181,0.121,0.188,0,0,0.029,0
"P54","Muy mala",0.266,0.326,0.376,0.332,0.43,0.516,0.525,0,0.502,0.475
"P54","No sabe",0.005,0.002,0.023,0.024,0.002,0.026,0.042,0,0,0
"P55","Muy buena",0.07,0.134,0.088,0.058,0.078,0.172,0.014,0,0,0
"P55","Buena",0.138,0.189,0.185,0.125,0.195,0.187,0.031,0,0.233,0
"P55","Ni buena ni mala",0.134,0.175,0.252,0.15,0.139,0.21,0.107,0,0,0
"P55","Mala",0.268,0.243,0.305,0.237,0.14,0.181,0.093,0.412,0.143,0.308
"P55","Muy mala",0.388,0.253,0.161,0.426,0.445,0.229,0.713,0.588,0.624,0.692
"P55","No sabe",0.002,0.006,0.009,0.004,0.003,0.021,0.042,0,0,0
"P56","Muy buena",0.121,0.146,0.086,0.046,0.099,0.078,0.15,0.089,0.113,0
"P56","Buena",0.211,0.121,0.098,0.214,0.135,0.085,0.204,0.467,0.101,0
"P56","Ni buena ni mala",0.228,0.165,0.177,0.193,0.166,0.112,0.347,0.389,0.255,0.224
"P56","Mala",0.164,0.212,0.189,0.184,0.13,0.172,0.066,0,0.327,0
"P56","Muy mala",0.265,0.348,0.442,0.356,0.47,0.512,0.191,0.055,0.204,0.457
"P56","No sabe",0.011,0.008,0.008,0.007,0,0.041,0.042,0,0,0.319
"P57","Muy buena",0.281,0.161,0.111,0.281,0.312,0.098,0.558,0.53,0.323,0
"P57","Buena",0.136,0.125,0.11,0.135,0.119,0.053,0.18,0,0.101,0
"P57","Ni buena ni mala",0.11,0.102,0.111,0.117,0.046,0.168,0,0.415,0.096,0
"P57","Mala",0.156,0.208,0.234,0.145,0.092,0.158,0.054,0,0.327,0
"P57","Muy mala",0.294,0.378,0.424,0.313,0.411,0.482,0.166,0.055,0.153,0.677
"P57","No sabe",0.023,0.026,0.01,0.009,0.02,0.041,0.042,0,0,0.323
"P58","Muy buena",0.18,0.322,0.369,0.31,0.318,0.332,0.039,0,0.153,0
"P58","Buena",0.109,0.182,0.152,0.161,0.117,0.124,0.099,0,0.029,0
"P58","Ni buena ni mala",0.08,0.069,0.122,0.111,0.036,0.245,0.015,0,0.096,0
"P58","Mala",0.186,0.163,0.1,0.097,0.035,0.052,0.082,0.181,0.101,0
"P58","Muy mala",0.444,0.262,0.253,0.315,0.487,0.128,0.723,0.819,0.621,0.677
"P58","No sabe",0.001,0.002,0.004,0.006,0.007,0.119,0.042,0,0,0.323
"P59","Muy buena",0.165,0.227,0.293,0.235,0.268,0.254,0.099,0,0.153,0
"P59","Buena",0.186,0.275,0.234,0.222,0.106,0.177,0.054,0,0.029,0
"P59","Ni buena ni mala",0.064,0.162,0.116,0.109,0.11,0.303,0.018,0,0.096,0
"P59","Mala",0.13,0.114,0.121,0.075,0.033,0.068,0.05,0.415,0.101,0
"P59","Muy mala",0.454,0.22,0.233,0.356,0.478,0.176,0.737,0.585,0.621,0.678
"P59","No sabe",0.001,0.002,0.003,0.003,0.005,0.022,0.042,0,0,0.322
"P60","Muy buena",0.227,0.315,0.406,0.326,0.318,0.379,0.098,0,0.139,0
"P60","Buena",0.097,0.23,0.199,0.152,0.113,0.141,0.015,0,0.043,0
"P60","Ni buena ni mala",0.136,0.183,0.097,0.111,0.026,0.224,0.054,0,0.096,0
"P60","Mala",0.129,0.102,0.096,0.078,0.056,0.046,0.036,0.234,0.398,0
"P60","Muy mala",0.402,0.161,0.176,0.315,0.452,0.177,0.755,0.766,0.324,0.506
"P60","No sabe",0.009,0.009,0.026,0.018,0.035,0.033,0.042,0,0,0.494
"P61","Muy buena",0.089,0.097,0.089,0.048,0.084,0.049,0.043,0,0.048,0
"P61","Buena",0.149,0.205,0.24,0.152,0.13,0.242,0.039,0,0.052,0
"P61","Ni buena ni mala",0.361,0.429,0.389,0.407,0.418,0.477,0.136,1,0.799,0.225
"P61","Mala",0.138,0.176,0.115,0.159,0.118,0.065,0.191,0,0.033,0
"P61","Muy mala",0.212,0.081,0.107,0.211,0.222,0.103,0.549,0,0.068,0.281
"P61","No sabe",0.051,0.012,0.06,0.023,0.028,0.064,0.042,0,0,0.494
