"var","categoria","Si","No","No sabe"
"P27","Muy buena",0.094,0.037,0.011
"P27","Buena",0.18,0.21,0.122
"P27","Ni buena ni mala",0.391,0.442,0.494
"P27","Mala",0.249,0.23,0.324
"P27","Muy mala",0.076,0.078,0.039
"P27","No sabe",0.01,0.003,0.01
"P28","Mejor",0.069,0.097,0.071
"P28","Igual",0.228,0.375,0.182
"P28","Peor",0.66,0.498,0.672
"P28","No sabe",0.043,0.03,0.075
"P29","Mejor",0.278,0.069,0.145
"P29","Igual",0.304,0.172,0.264
"P29","Peor",0.3,0.614,0.317
"P29","No sabe",0.118,0.145,0.274
"P30","Muy buena",0.085,0.047,0.075
"P30","Buena",0.063,0.102,0.046
"P30","Ni buena ni mala",0.168,0.274,0.138
"P30","Mala",0.302,0.423,0.437
"P30","Muy mala",0.372,0.151,0.278
"P30","No sabe",0.01,0.003,0.026
"P31","Mejor",0.037,0.053,0.047
"P31","Igual",0.081,0.287,0.147
"P31","Peor",0.831,0.599,0.741
"P31","No sabe",0.051,0.061,0.065
"P32","Mejor",0.274,0.065,0.21
"P32","Igual",0.271,0.158,0.174
"P32","Peor",0.365,0.663,0.371
"P32","No sabe",0.09,0.114,0.245
"P33","Muy buena",0.089,0.081,0.03
"P33","Buena",0.111,0.167,0.119
"P33","Ni buena ni mala",0.167,0.34,0.286
"P33","Mala",0.223,0.24,0.284
"P33","Muy mala",0.389,0.154,0.24
"P33","No sabe",0.021,0.018,0.041
"P34","Muy buena",0.116,0.355,0.1
"P34","Buena",0.079,0.173,0.189
"P34","Ni buena ni mala",0.159,0.213,0.242
"P34","Mala",0.224,0.128,0.243
"P34","Muy mala",0.38,0.101,0.186
"P34","No sabe",0.042,0.03,0.04
"P35","Muy buena",0.081,0.097,0.036
"P35","Buena",0.063,0.208,0.021
"P35","Ni buena ni mala",0.125,0.312,0.224
"P35","Mala",0.271,0.2,0.313
"P35","Muy mala",0.43,0.149,0.34
"P35","No sabe",0.03,0.034,0.066
"P36","Muy buena",0.069,0.113,0.065
"P36","Buena",0.063,0.313,0.038
"P36","Ni buena ni mala",0.192,0.263,0.319
"P36","Mala",0.249,0.218,0.238
"P36","Muy mala",0.405,0.083,0.283
"P36","No sabe",0.022,0.01,0.057
"P37","Muy buena",0.06,0.024,0.057
"P37","Buena",0.054,0.186,0.031
"P37","Ni buena ni mala",0.145,0.34,0.231
"P37","Mala",0.263,0.257,0.285
"P37","Muy mala",0.463,0.181,0.36
"P37","No sabe",0.015,0.012,0.036
"P38","Muy buena",0.074,0.09,0.07
"P38","Buena",0.044,0.155,0.089
"P38","Ni buena ni mala",0.148,0.272,0.232
"P38","Mala",0.23,0.263,0.245
"P38","Muy mala",0.502,0.214,0.344
"P38","No sabe",0.002,0.006,0.02
"P39","Muy buena",0.143,0.45,0.2
"P39","Buena",0.083,0.164,0.067
"P39","Ni buena ni mala",0.1,0.117,0.088
"P39","Mala",0.147,0.109,0.19
"P39","Muy mala",0.524,0.159,0.439
"P39","No sabe",0.003,0.001,0.016
"P40","Muy buena",0.219,0.028,0.078
"P40","Buena",0.187,0.097,0.182
"P40","Ni buena ni mala",0.294,0.093,0.238
"P40","Mala",0.16,0.358,0.215
"P40","Muy mala",0.137,0.423,0.263
"P40","No sabe",0.003,0.001,0.024
"P41","Muy buena",0.115,0.078,0.078
"P41","Buena",0.133,0.153,0.181
"P41","Ni buena ni mala",0.226,0.366,0.376
"P41","Mala",0.25,0.251,0.173
"P41","Muy mala",0.27,0.149,0.151
"P41","No sabe",0.006,0.003,0.041
"P42","Muy buena",0.116,0.212,0.096
"P42","Buena",0.041,0.316,0.074
"P42","Ni buena ni mala",0.127,0.203,0.265
"P42","Mala",0.192,0.116,0.204
"P42","Muy mala",0.519,0.151,0.348
"P42","No sabe",0.005,0.002,0.013
"P43","Muy buena",0.128,0.046,0.129
"P43","Buena",0.179,0.112,0.155
"P43","Ni buena ni mala",0.323,0.181,0.346
"P43","Mala",0.26,0.317,0.15
"P43","Muy mala",0.11,0.343,0.177
"P43","No sabe",0,0.001,0.043
"P44","Muy buena",0.144,0.462,0.137
"P44","Buena",0.078,0.154,0.152
"P44","Ni buena ni mala",0.161,0.129,0.153
"P44","Mala",0.124,0.112,0.139
"P44","Muy mala",0.493,0.143,0.384
"P44","No sabe",0,0,0.035
"P45","Muy buena",0.144,0.086,0.046
"P45","Buena",0.162,0.095,0.106
"P45","Ni buena ni mala",0.38,0.358,0.44
"P45","Mala",0.088,0.192,0.139
"P45","Muy mala",0.158,0.184,0.144
"P45","No sabe",0.068,0.085,0.125
"P46","Muy buena",0.475,0.088,0.23
"P46","Buena",0.175,0.118,0.253
"P46","Ni buena ni mala",0.19,0.125,0.239
"P46","Mala",0.022,0.291,0.09
"P46","Muy mala",0.131,0.359,0.143
"P46","No sabe",0.007,0.019,0.045
"P47","Muy buena",0.348,0.061,0.21
"P47","Buena",0.281,0.084,0.206
"P47","Ni buena ni mala",0.17,0.128,0.23
"P47","Mala",0.078,0.3,0.211
"P47","Muy mala",0.123,0.423,0.108
"P47","No sabe",0,0.004,0.035
"P48","Muy buena",0.106,0.268,0.065
"P48","Buena",0.126,0.197,0.07
"P48","Ni buena ni mala",0.319,0.234,0.38
"P48","Mala",0.107,0.147,0.164
"P48","Muy mala",0.276,0.113,0.18
"P48","No sabe",0.066,0.041,0.141
"P49","Muy buena",0.062,0.155,0.006
"P49","Buena",0.112,0.171,0.032
"P49","Ni buena ni mala",0.258,0.31,0.399
"P49","Mala",0.117,0.136,0.122
"P49","Muy mala",0.414,0.163,0.294
"P49","No sabe",0.037,0.065,0.147
"P50","Muy buena",0.065,0.073,0.022
"P50","Buena",0.138,0.162,0.15
"P50","Ni buena ni mala",0.272,0.389,0.457
"P50","Mala",0.182,0.257,0.126
"P50","Muy mala",0.31,0.1,0.133
"P50","No sabe",0.033,0.019,0.112
"P52","Muy buena",0.415,0.071,0.219
"P52","Buena",0.162,0.08,0.182
"P52","Ni buena ni mala",0.197,0.178,0.302
"P52","Mala",0.07,0.227,0.077
"P52","Muy mala",0.136,0.424,0.163
"P52","No sabe",0.02,0.02,0.057
"P53","Muy buena",0.161,0.059,0.131
"P53","Buena",0.233,0.136,0.174
"P53","Ni buena ni mala",0.371,0.357,0.432
"P53","Mala",0.063,0.229,0.064
"P53","Muy mala",0.115,0.173,0.084
"P53","No sabe",0.057,0.046,0.115
"P54","Radio",0.138,0.133,0.139
"P54","Televisión",0.387,0.429,0.4
"P54","Diario",0.113,0.058,0.039
"P54","Medio digital",0.155,0.218,0.213
"P54","Redes Sociales",0.171,0.083,0.183
"P54","Ninguno en particular",0.035,0.076,0.022
"P54","No sabe",0.001,0.003,0.004
"P55","Muy buena",0.077,0.054,0.055
"P55","Buena",0.073,0.169,0.089
"P55","Ni buena ni mala",0.27,0.428,0.412
"P55","Mala",0.287,0.245,0.218
"P55","Muy mala",0.281,0.087,0.185
"P55","No sabe",0.012,0.017,0.041
"P56","Muy buena",0.059,0.026,0.036
"P56","Buena",0.071,0.084,0.047
"P56","Ni buena ni mala",0.257,0.217,0.308
"P56","Mala",0.293,0.341,0.344
"P56","Muy mala",0.316,0.311,0.248
"P56","No sabe",0.004,0.021,0.017
